time_index,month_sin,month_cos,region_to,subdivision,category,q1,q2,q3,q4,holiday_period,time_squared,time_cubed,time_seasonal,region_encoded,subdivision_encoded,category_encoded,time_region,time_subdivision,Сумма по полю distributed_ads_cost, revenue_first_transactions, revenue_repeat_transactions,Сумма по полю first_traffic,Сумма по полю repeat_traffic,Сумма по полю first_transactions,Сумма по полю repeat_transactions,Сумма по полю ads_cost,Сумма по полю not_ads_cost,Сумма по полю bonus_company,Сумма по полю promo_cost
35,-0.5000000000000004,0.8660254037844384,cis,brand,Кондитерские и пекарни,0,0,0,1,1,1225,42875,-17.500000000000014,1,0,14,35,0,210232.22947189488,15323.57482912014,52176.167540005874,35.43563008305391,218.89640582085278,4.5801032888074635,12.934703844945496,1812168.2661365913,103517.44529116082,818.455518769118,17170.64929769506
32,-0.8660254037844384,-0.5000000000000004,cis,brand,Магазины чая и кофе,0,0,1,0,0,1024,32768,-27.712812921102028,1,0,16,32,0,3369.9118511676365,651.3267811701827,14950.075305923,6.764828226585223,2.929590647275319,1.2735067858015463,4.67959298692089,1397618.8602412995,85860.12953034462,565.4583262894118,370.3312987045083
33,-1.0,-1.8369701987210297e-16,cis,brand,Магазины чая и кофе,0,0,0,1,0,1089,35937,-33.0,1,0,16,33,0,3467.5911419895747,708.1471923708242,15884.106461034089,6.764828226585223,2.8606023517889154,1.350140277879721,5.001038058728878,1714429.0356071428,89952.90171879239,633.4446855210492,346.9126448361522
34,-0.8660254037844386,0.5000000000000001,cis,brand,Магазины чая и кофе,0,0,0,1,0,1156,39304,-29.444863728670914,1,0,16,34,0,3496.1362270698764,851.5486186928683,16523.72923141926,6.764828226585223,2.8606023517889154,1.3097285193166466,5.729926947617767,1689102.3508984959,94343.55551338303,638.9370865361097,392.8700573564963
35,-0.5000000000000004,0.8660254037844384,cis,brand,Магазины чая и кофе,0,0,0,1,1,1225,42875,-17.500000000000014,1,0,16,35,0,3695.041091742304,1066.4933353040647,15548.554640382847,6.764828226585223,2.831196313790965,1.3197285193166466,5.770165042855862,1730243.3889937345,103517.44529116082,673.2498775877303,392.8700573564963
32,-0.8660254037844384,-0.5000000000000004,cis,brand,Подарочные сертификаты,0,0,1,0,0,1024,32768,-27.712812921102028,1,0,24,32,0,5304.229156448224,4977.239242926105,15809.440459849104,17.874338240755115,4.175065156137918,1.2778895497767015,4.923391859101342,1397677.397056776,85860.12953034462,139.85678767263715,421.1972750792495
33,-1.0,-1.8369701987210297e-16,cis,brand,Подарочные сертификаты,0,0,0,1,0,1089,35937,-33.0,1,0,24,33,0,5320.085947270163,6545.367414112553,16838.95018638876,17.874338240755115,4.106076860651515,1.4855701433041515,5.460836930909329,1714219.1592321426,89952.90171879239,36.3247440263325,225.82009000598725
34,-0.8660254037844386,0.5000000000000001,cis,brand,Подарочные сертификаты,0,0,0,1,0,1156,39304,-29.444863728670914,1,0,24,34,0,5353.651032350465,6188.3618319707175,17478.572956773936,17.874338240755115,4.106076860651515,1.487747670455363,6.18972581979822,1689464.1616663532,94343.55551338303,36.28947887481735,219.45236018678682
35,-0.5000000000000004,0.8660254037844384,cis,brand,Подарочные сертификаты,0,0,0,1,1,1225,42875,-17.500000000000014,1,0,24,35,0,5384.980582683922,6110.184910674421,16383.552857801018,17.874338240755115,4.076670822653565,1.5694143371220295,6.023416295988694,1730608.6997615912,103517.44529116082,36.92459792243639,215.12753875821542
32,-0.8660254037844384,-0.5000000000000004,cis,brand,Посуда,0,0,1,0,0,1024,32768,-27.712812921102028,1,0,25,32,0,2684.8447813761068,5187.133966365282,15809.440459849104,4.67150639559153,3.242076866367433,1.2752969571841088,3.863050950010432,1397677.397056776,85860.12953034462,139.85678767263715,421.1972750792495
33,-1.0,-1.8369701987210297e-16,cis,brand,Посуда,0,0,0,1,0,1089,35937,-33.0,1,0,25,33,0,2700.701572198046,5368.621470758849,16838.95018638876,4.67150639559153,3.1730885708810295,1.457653476637485,4.439301577373976,1714219.1592321426,89952.90171879239,36.3247440263325,225.82009000598725
34,-0.8660254037844386,0.5000000000000001,cis,brand,Посуда,0,0,0,1,0,1156,39304,-29.444863728670914,1,0,25,34,0,2750.414823528932,5258.561590997968,17478.572956773936,4.67150639559153,3.1730885708810295,1.4598310037886963,5.181190466262865,1689464.1616663532,94343.55551338303,36.28947887481735,219.45236018678682
35,-0.5000000000000004,0.8660254037844384,cis,brand,Посуда,0,0,0,1,1,1225,42875,-17.500000000000014,1,0,25,35,0,2826.5638367746515,5310.606452109079,16383.552857801018,4.67150639559153,3.14368253288308,1.5414976704553627,5.02488094245334,1730608.6997615912,103517.44529116082,36.92459792243639,215.12753875821542
32,-0.8660254037844384,-0.5000000000000004,cis,brand,Продукты и напитки,0,0,1,0,0,1024,32768,-27.712812921102028,1,0,26,32,0,2541.2487860941114,5084.282564850129,16186.567728552294,5.208709817327771,3.2234282177187845,1.2752969571841088,3.6211866916634152,1397693.844199633,85860.12953034462,303.37542789311823,984.5232030434428
33,-1.0,-1.8369701987210297e-16,cis,brand,Продукты и напитки,0,0,0,1,0,1089,35937,-33.0,1,0,26,33,0,2557.1055769160507,5226.21465257703,18025.15101546347,5.208709817327771,3.154439922232381,1.457653476637485,4.298270652360292,1715760.6712321427,89952.90171879239,220.9112121119308,792.2098484985737
34,-0.8660254037844386,0.5000000000000001,cis,brand,Продукты и напитки,0,0,0,1,0,1156,39304,-29.444863728670914,1,0,26,34,0,2606.8188282469373,5077.691856149483,18761.565133843862,5.208709817327771,3.154439922232381,1.4598310037886963,5.040159541249181,1690100.2936663532,94343.55551338303,220.9112121119308,907.7491775029026
35,-0.5000000000000004,0.8660254037844384,cis,brand,Продукты и напитки,0,0,0,1,1,1225,42875,-17.500000000000014,1,0,26,35,0,2652.794147628013,5168.19963392726,17265.61994715164,5.208709817327771,3.1250338842344316,1.5414976704553627,4.958850017439656,1731244.8317615914,103517.44529116082,221.54633115954985,873.7538203600453
32,-0.8660254037844384,-0.5000000000000004,cis,brand,Съедобные букеты,0,0,1,0,0,1024,32768,-27.712812921102028,1,0,27,32,0,42588.89031753477,11536.519979988103,17091.468429771507,25.248735055258017,104.81097494647916,3.684064691922844,6.7090564471653895,1397693.844199633,85860.12953034462,303.37542789311823,2195.497027948465
33,-1.0,-1.8369701987210297e-16,cis,brand,Съедобные букеты,0,0,0,1,0,1089,35937,-33.0,1,0,27,33,0,42588.89031753477,15513.228266265587,18806.14034217593,27.25604274756571,109.56413284121601,3.7236202474784,7.387215820517929,1715760.6712321427,89952.90171879239,220.9112121119308,1993.170799441044
34,-0.8660254037844386,0.5000000000000001,cis,brand,Съедобные букеты,0,0,0,1,0,1156,39304,-29.444863728670914,1,0,27,34,0,42690.35449779895,11874.010471614276,20558.71060900946,27.25604274756571,104.81097494647916,3.722663725739269,8.11610470940682,1690100.2936663532,94343.55551338303,220.9112121119308,2111.1807994410437
35,-0.5000000000000004,0.8660254037844384,cis,brand,Съедобные букеты,0,0,0,1,1,1225,42875,-17.500000000000014,1,0,27,35,0,43069.93131598078,11831.777987954147,18957.600341807898,28.097153858676826,105.70716542266965,3.792663725739269,6.287383462953016,1731244.8317615914,103517.44529116082,221.54633115954985,2077.19877563152
32,-0.8660254037844384,-0.5000000000000004,cis,brand,Товары для праздника,0,0,1,0,0,1024,32768,-27.712812921102028,1,0,28,32,0,4629.308611683561,9192.933090310875,15024.056997497435,14.566084676881133,9.161450172681363,1.3429892838218,6.621184835345491,1397601.468574633,85860.12953034462,154.97144328715223,1912.8194248288771
33,-1.0,-1.8369701987210297e-16,cis,brand,Товары для праздника,0,0,0,1,0,1089,35937,-33.0,1,0,28,33,0,4629.308611683561,11570.329536817204,17135.236942582276,14.566084676881133,9.161450172681363,1.3464497897499033,7.187676132689265,1715792.5516071424,89952.90171879239,44.94950151495667,1710.4931963214563
34,-0.8660254037844386,0.5000000000000001,cis,brand,Товары для праздника,0,0,0,1,0,1156,39304,-29.444863728670914,1,0,28,34,0,4629.308611683561,10886.519864302585,18750.357562506735,14.566084676881133,9.161450172681363,1.3464497897499033,7.909641944655076,1690132.1740413532,94343.55551338303,44.70934766880283,1828.503196321456
35,-0.5000000000000004,0.8660254037844384,cis,brand,Товары для праздника,0,0,0,1,1,1225,42875,-17.500000000000014,1,0,28,35,0,4697.08363378243,10821.038185980906,16948.398718896835,14.566084676881133,9.161450172681363,1.4057261055393773,6.980633901664476,1731276.7121365913,103517.44529116082,45.600300049755205,1795.6903770573867
32,-0.8660254037844384,-0.5000000000000004,cis,brand,Украшения,0,0,1,0,0,1024,32768,-27.712812921102028,1,0,29,32,0,4834.664591007327,9004.8360209679,13638.612942919897,13.631128176918258,9.161450172681363,1.3129892838218,4.717875320365457,1397601.468574633,85860.12953034462,150.26751627951026,603.5214486743887
33,-1.0,-1.8369701987210297e-16,cis,brand,Украшения,0,0,0,1,0,1089,35937,-33.0,1,0,29,33,0,4834.664591007327,9571.419157163726,15990.583963762314,13.631128176918258,9.161450172681363,1.316449789749903,5.437080903423517,1715792.5516071424,89952.90171879239,39.68307450731471,355.830850464449
34,-0.8660254037844386,0.5000000000000001,cis,brand,Украшения,0,0,0,1,0,1156,39304,-29.444863728670914,1,0,29,34,0,4834.664591007327,9629.355957163725,17653.222019584213,13.631128176918258,9.161450172681363,1.316449789749903,6.15904671538933,1690132.1740413532,94343.55551338303,39.44292066116086,470.5427019264373
35,-0.5000000000000004,0.8660254037844384,cis,brand,Украшения,0,0,0,1,1,1225,42875,-17.500000000000014,1,0,29,35,0,4902.439613106196,9504.173276662703,15923.197064863196,13.706019784919151,9.161450172681363,1.375726105539377,5.529919731262347,1731276.7121365913,103517.44529116082,40.33387304211325,506.82130906929444
32,-0.8660254037844384,-0.5000000000000004,cis,brand,,0,0,1,0,0,1024,32768,-27.712812921102028,1,0,1,32,0,196457.08738888893,2433.56711214733,4519.591409354133,3.8920849959798187,4.355114577738521,1.4513919861391817,1.4626238301431118,1616069.2310746326,85860.12953034462,38.48075696002275,300.894031298593
33,-1.0,-1.8369701987210297e-16,cis,brand,,0,0,0,1,0,1089,35937,-33.0,1,0,1,33,0,201766.64072222225,2890.0544975276885,4879.940340060308,4.01941025865775,4.451202272446938,1.4449972992321607,1.5068654868214129,1933779.6781071424,89952.90171879239,38.21612980921599,191.06297950913708
34,-0.8660254037844386,0.5000000000000001,cis,brand,,0,0,0,1,0,1156,39304,-29.444863728670914,1,0,1,34,0,243117.21072222228,2559.5157655101434,4856.052557048725,3.975824967544369,4.484804711864881,1.4552114600713215,1.5188101172610013,1907731.7580413532,94343.55551338303,40.67071314254933,192.4430363273189
35,-0.5000000000000004,0.8660254037844384,cis,brand,,0,0,0,1,1,1225,42875,-17.500000000000014,1,0,1,35,0,347808.17992857145,1742.8940835809615,4842.6359795790295,3.989900202654087,4.59189007095024,1.5096852680916415,1.511053072941297,1935686.7061365915,103517.44529116082,40.57360994099706,182.928961975592
32,-0.8660254037844384,-0.5000000000000004,cis,brand,Комнатные растения,0,0,1,0,0,1024,32768,-27.712812921102028,1,0,13,32,0,48275.074114865754,2577.3401019034613,4159.51630143925,6.8067184723330465,11.00886426593687,2.3046415010071843,1.499508237685272,1394835.519483724,85860.12953034462,34.0833682015481,796.5422421891836
33,-1.0,-1.8369701987210297e-16,cis,brand,Комнатные растения,0,0,0,1,0,1089,35937,-33.0,1,0,13,33,0,47613.75539373822,2992.9192827470692,4316.109821412558,7.272426805666379,11.00886426593687,2.1342671637855513,1.534034802296277,1712565.176397186,89952.90171879239,43.65296856023653,731.0458756113169
34,-0.8660254037844386,0.5000000000000001,cis,brand,Комнатные растения,0,0,0,1,0,1156,39304,-29.444863728670914,1,0,13,34,0,48224.30914770648,2822.6345031104775,4293.927511564394,7.272426805666379,11.00886426593687,2.167819544737932,1.5027333887559504,1686904.7688313967,94343.55551338303,42.93807356634153,727.2628518017932
35,-0.5000000000000004,0.8660254037844384,cis,brand,Комнатные растения,0,0,0,1,1,1225,42875,-17.500000000000014,1,0,13,35,0,48560.491389159455,2357.7878931934342,4378.927992101556,9.191348959352457,11.15886426593687,2.111552413351472,1.5024410536400858,1728049.3069266346,103517.44529116082,42.653506258649216,690.3874585838997
32,-0.8660254037844384,-0.5000000000000004,cis,brand,Цветы,0,0,1,0,0,1024,32768,-27.712812921102028,1,0,31,32,0,910980.5895758349,78731.4519788677,437425.75985476206,226.930744504034,1408.8165865800868,20.984353761265776,84.9814358974359,581941.4867029571,85860.12953034462,19086.418539724164,114433.65317436267
33,-1.0,-1.8369701987210297e-16,cis,brand,Цветы,0,0,0,1,0,1089,35937,-33.0,1,0,31,33,0,891142.5515817872,214584.7761683393,475255.62821428577,323.9475785464536,1393.1838005050504,52.022409359945804,90.09458333333332,572091.4696837263,89952.90171879239,18958.424088841715,139247.66098809522
34,-0.8660254037844386,0.5000000000000001,cis,brand,Цветы,0,0,0,1,0,1156,39304,-29.444863728670914,1,0,31,34,0,1012671.5925817873,226092.30550908844,506210.02754761913,332.8508826590077,1397.8954671717174,55.85915292863764,92.90208333333332,672682.2779457107,94343.55551338303,18816.951652944277,151491.7706850649
35,-0.5000000000000004,0.8660254037844384,cis,brand,Цветы,0,0,0,1,1,1225,42875,-17.500000000000014,1,0,31,35,0,1292731.711956787,226318.5503095796,513661.69434890116,270.2560957775884,1447.0480782828288,56.778829696314425,95.20041666666664,749780.8237138267,103517.44529116082,18246.59983334721,151519.9051989538
32,-0.8660254037844384,-0.5000000000000004,cis,organic_apps,Аксессуары,0,0,1,0,0,1024,32768,-27.712812921102028,1,2,2,32,64,3613.7129667211398,9685.789774215054,58686.157783570445,4.042621823036474,35.23498031817651,1.8037515552678236,4.192390259740259,1653241.4649635216,42929.76075198414,6579.4824062888065,306.95817780788497
33,-1.0,-1.8369701987210297e-16,cis,organic_apps,Аксессуары,0,0,0,1,0,1089,35937,-33.0,1,2,2,33,66,3678.8715143401873,9204.798559550307,61420.65535546587,4.327906716235778,35.46908238164784,2.020991944293242,4.120022005772006,2112894.6293928567,43299.77162602406,6580.174797677735,248.12415016831693
