year,month,Quarter,Halfyear,region_to,is_global,subdivision,is_paid,category,KEY_clean,is_flowers,Сумма по полю distributed_ads_cost,revenue_first_transactions,revenue_repeat_transactions,revenue_total,Сумма по полю first_traffic,Сумма по полю repeat_traffic,traffic_total,first_transactions,repeat_transactions,transacitons_total,ads_cost,not_ads_cost,bonus_company,promo_cost,mar_cost
2024,1,Q1,H1,cis,,brand,paid,Аксессуары,,non_flowers,,,,0,1,,1,,,0,,,,,0
2024,1,Q1,H1,cis,,brand,paid,Вкусные наборы,,non_flowers,,,"1,980","1,980",,,0,,1,1,,,200,,200
2024,1,Q1,H1,cis,,brand,paid,Воздушные шары,,non_flowers,,,"4,152","4,152",,,0,,1,1,,,68,,68
2024,1,Q1,H1,cis,,brand,paid,Декор,,non_flowers,,,"2,566","2,566",3,12,15,,1,1,,,,,0
2024,1,Q1,H1,cis,,brand,paid,Кондитерские и пекарни,,non_flowers,,5857,"22,255","28,112",71,122,193,3,7,10,,,740,195,935
2024,1,Q1,H1,cis,,brand,paid,Магазины чая и кофе,,non_flowers,,,,0,3,1,4,,,0,,,,,0
2024,1,Q1,H1,cis,,brand,paid,Подарочные сертификаты,,non_flowers,,,,0,,2,2,,,0,,,,,0
2024,1,Q1,H1,cis,,brand,paid,Посуда,,non_flowers,,,,0,1,14,15,,,0,,,,,0
2024,1,Q1,H1,cis,,brand,paid,Продукты и напитки,,non_flowers,,,2470,2470,,6,6,,1,1,,,44,,44
2024,1,Q1,H1,cis,,brand,paid,Съедобные букеты,,non_flowers,,4152,13621,17773,,,0,1,2,3,,,711,4538,5249
2024,1,Q1,H1,cis,,brand,paid,Товары для праздника,,non_flowers,,,,0,2,1,3,,,0,,,,,0
2024,1,Q1,H1,cis,,brand,paid,Украшения,,non_flowers,,,,0,3,13,16,,,0,,,,,0
2024,1,Q1,H1,cis,,brand,paid,N/A,,non_flowers,,,,0,,,0,,,0,118200,,,,118200
2024,1,Q1,H1,cis,,brand,paid,Комнатные растения,,non_flowers,,2544,387,2931,16,6,22,1,,1,,,,387,387
2024,1,Q1,H1,cis,,brand,paid,Цветы,,flowers,,94480,122159,216639,128,457,585,22,25,47,,,2851,11801,14652
2024,1,Q1,H1,cis,,organic_apps,non_paid,Аксессуары,,non_flowers,,,,0,6,13,19,,,0,,,,,0
2024,1,Q1,H1,cis,,organic_apps,non_paid,Вкусные наборы,,non_flowers,,,"15,655","15,655",,,0,,3,3,,,,,0
2024,1,Q1,H1,cis,,organic_apps,non_paid,Воздушные шары,,non_flowers,,13768,"29,674","43,442",,,0,3,8,11,,,,998,998
2024,1,Q1,H1,cis,,organic_apps,non_paid,Декор,,non_flowers,,1965,"7,234","9,199",21,121,142,1,3,4,,,,41,41
2024,1,Q1,H1,cis,,organic_apps,non_paid,Для дома,,non_flowers,,,,0,,3,3,,,0,,,,,0
2024,1,Q1,H1,cis,,organic_apps,non_paid,Другое,,non_flowers,,,,0,1,4,5,,,0,,,,,0
2024,1,Q1,H1,cis,,organic_apps,non_paid,Канцелярские товары,,non_flowers,,,,0,,1,1,,,0,,,,,0
2024,1,Q1,H1,cis,,organic_apps,non_paid,Картины,,non_flowers,,,,0,2,5,7,,,0,,,,,0
2024,1,Q1,H1,cis,,organic_apps,non_paid,Книги,,non_flowers,,,,0,1,1,2,,,0,,,,,0
2024,1,Q1,H1,cis,,organic_apps,non_paid,Кондитерские и пекарни,,non_flowers,,"86,815","283,103","369,918",502,2474,2976,28,91,119,,,6605,13295,19900
2024,1,Q1,H1,cis,,organic_apps,non_paid,Косметика и парфюмерия,,non_flowers,,,7,7,9,14,23,,1,1,,,,,0
2024,1,Q1,H1,cis,,organic_apps,non_paid,Магазины чая и кофе,,non_flowers,,,,0,3,41,44,,,0,,,,,0
2024,1,Q1,H1,cis,,organic_apps,non_paid,Одежда,,non_flowers,,,,0,1,4,5,,,0,,,,,0
2024,1,Q1,H1,cis,,organic_apps,non_paid,Одежда для детей,,non_flowers,,,,0,1,,1,,,0,,,,,0
2024,1,Q1,H1,cis,,organic_apps,non_paid,Подарочные сертификаты,,non_flowers,,,,0,1,5,6,,,0,,,,,0
2024,1,Q1,H1,cis,,organic_apps,non_paid,Посуда,,non_flowers,,"2,628",,"2,628",5,45,50,1,,1,,,,,0
2024,1,Q1,H1,cis,,organic_apps,non_paid,Продукты и напитки,,non_flowers,,,,0,6,34,40,,,0,,,,,0
2024,1,Q1,H1,cis,,organic_apps,non_paid,Съедобные букеты,,non_flowers,,14355,155610,169965,,,0,4,29,33,,,4652,1861,6513
2024,1,Q1,H1,cis,,organic_apps,non_paid,Товары для праздника,,non_flowers,,,,0,21,61,82,,,0,,,,,0
2024,1,Q1,H1,cis,,organic_apps,non_paid,Украшения,,non_flowers,,,,0,15,61,76,,,0,,,,,0
2024,1,Q1,H1,cis,,organic_apps,non_paid,Хендмейд и хобби,,non_flowers,,,"5,065","5,065",4,6,10,,1,1,,,,,0
2024,1,Q1,H1,cis,,organic_apps,non_paid,Комнатные растения,,non_flowers,,,"4,398","4,398",52,123,175,,2,2,,,114,,114
2024,1,Q1,H1,cis,,organic_apps,non_paid,Цветы,,flowers,,"514,438","2,634,299","3,148,737",2374,10582,12956,123,550,673,,,61200,45526,106726
2024,1,Q1,H1,cis,,organic_web,non_paid,Аксессуары,,non_flowers,,,,0,21,1,22,,,0,,,,,0
2024,1,Q1,H1,cis,,organic_web,non_paid,Вкусные наборы,,non_flowers,,,"5,661","5,661",,,0,,1,1,,,,,0
2024,1,Q1,H1,cis,,organic_web,non_paid,Воздушные шары,,non_flowers,,"9,784","10,201","19,985",,,0,3,3,6,,,,,0
2024,1,Q1,H1,cis,,organic_web,non_paid,Декор,,non_flowers,,2181,,2181,49,57,106,1,,1,,,,,0
2024,1,Q1,H1,cis,,organic_web,non_paid,Для дома,,non_flowers,,,,0,2,,2,,,0,,,,,0
2024,1,Q1,H1,cis,,organic_web,non_paid,Картины,,non_flowers,,,,0,2,1,3,,,0,,,,,0
2024,1,Q1,H1,cis,,organic_web,non_paid,Книги,,non_flowers,,,,0,2,,2,,,0,,,,,0
2024,1,Q1,H1,cis,,organic_web,non_paid,Кондитерские и пекарни,,non_flowers,,"70,958","63,321","134,279",1126,717,1843,28,21,49,,,644,,644
2024,1,Q1,H1,cis,,organic_web,non_paid,Косметика и парфюмерия,,non_flowers,,,,0,13,7,20,,,0,,,,,0
2024,1,Q1,H1,cis,,organic_web,non_paid,Магазины чая и кофе,,non_flowers,,,,0,4,8,12,,,0,,,,,0
2024,1,Q1,H1,cis,,organic_web,non_paid,Одежда,,non_flowers,,,,0,2,,2,,,0,,,,,0
2024,1,Q1,H1,cis,,organic_web,non_paid,Одежда для детей,,non_flowers,,,,0,1,,1,,,0,,,,,0
2024,1,Q1,H1,cis,,organic_web,non_paid,Подарочные сертификаты,,non_flowers,,,,0,14,7,21,,,0,,,,,0
2024,1,Q1,H1,cis,,organic_web,non_paid,Посуда,,non_flowers,,,"2,581","2,581",13,3,16,,1,1,,,,,0
2024,1,Q1,H1,cis,,organic_web,non_paid,Продукты и напитки,,non_flowers,,,,0,12,4,16,,,0,,,,,0
2024,1,Q1,H1,cis,,organic_web,non_paid,Съедобные букеты,,non_flowers,,"70,373","74,238","144,611",,,0,14,14,28,,,,,0
2024,1,Q1,H1,cis,,organic_web,non_paid,Товары для праздника,,non_flowers,,,,0,8,9,17,,,0,,,,,0
2024,1,Q1,H1,cis,,organic_web,non_paid,Украшения,,non_flowers,,,13244,13244,30,8,38,,2,2,,,,,0
2024,1,Q1,H1,cis,,organic_web,non_paid,N/A,,non_flowers,,,,0,,,0,,,0,,207803,,,207803
2024,1,Q1,H1,cis,,organic_web,non_paid,Комнатные растения,,non_flowers,,6622,,6622,74,26,100,1,,1,,,,,0
2024,1,Q1,H1,cis,,organic_web,non_paid,Цветы,,flowers,,987621,880305,1867926,5609,3858,9467,231,175,406,,,483,249,732
2024,1,Q1,H1,cis,,other,non_paid,Аксессуары,,non_flowers,,,,0,4,8,12,,,0,,,,,0
2024,1,Q1,H1,cis,,other,non_paid,Декор,,non_flowers,,,3228,3228,30,30,60,,2,2,,,292,,292
2024,1,Q1,H1,cis,,other,non_paid,Для дома,,non_flowers,,,,0,1,1,2,,,0,,,,,0
2024,1,Q1,H1,cis,,other,non_paid,Канцелярские товары,,non_flowers,,,,0,,1,1,,,0,,,,,0
2024,1,Q1,H1,cis,,other,non_paid,Картины,,non_flowers,,,,0,4,7,11,,,0,,,,,0
2024,1,Q1,H1,cis,,other,non_paid,Книги,,non_flowers,,,,0,3,,3,,,0,,,,,0
2024,1,Q1,H1,cis,,other,non_paid,Кондитерские и пекарни,,non_flowers,,9379,"34,808","44,187",599,474,1073,4,12,16,,,490,235,725
2024,1,Q1,H1,cis,,other,non_paid,Косметика и парфюмерия,,non_flowers,,,,0,5,2,7,,,0,,,,,0
2024,1,Q1,H1,cis,,other,non_paid,Магазины чая и кофе,,non_flowers,,,,0,17,7,24,,,0,,,,,0
2024,1,Q1,H1,cis,,other,non_paid,Подарочные сертификаты,,non_flowers,,,,0,2,2,4,,,0,,,,,0
2024,1,Q1,H1,cis,,other,non_paid,Посуда,,non_flowers,,,,0,6,,6,,,0,,,,,0
2024,1,Q1,H1,cis,,other,non_paid,Продукты и напитки,,non_flowers,,,,0,1,8,9,,,0,,,,,0
2024,1,Q1,H1,cis,,other,non_paid,Съедобные букеты,,non_flowers,,"10,885","20,989","31,874",,,0,2,4,6,,,579,,579
2024,1,Q1,H1,cis,,other,non_paid,Товары для праздника,,non_flowers,,,,0,11,12,23,,,0,,,,,0
2024,1,Q1,H1,cis,,other,non_paid,Украшения,,non_flowers,,,,0,11,5,16,,,0,,,,,0
2024,1,Q1,H1,cis,,other,non_paid,Хендмейд и хобби,,non_flowers,,,,0,1,,1,,,0,,,,,0
2024,1,Q1,H1,cis,,other,non_paid,Комнатные растения,,non_flowers,,,,0,20,29,49,,,0,,,,,0
2024,1,Q1,H1,cis,,other,non_paid,Цветы,,flowers,,"121,248","193,502","314,750",3874,3208,7082,23,39,62,,,8617,2189,10806
2024,1,Q1,H1,cis,,paid_apps,paid,Аксессуары,,non_flowers,,,,0,9,18,27,,,0,,,,,0
2024,1,Q1,H1,cis,,paid_apps,paid,Вкусные наборы,,non_flowers,,"6,654","12,189","18,843",,,0,2,2,4,,,1589,,1589
2024,1,Q1,H1,cis,,paid_apps,paid,Воздушные шары,,non_flowers,,"3,902","16,848","20,750",,,0,1,5,6,,,721,,721
2024,1,Q1,H1,cis,,paid_apps,paid,Декор,,non_flowers,,,,0,15,82,97,,,0,,,,,0
2024,1,Q1,H1,cis,,paid_apps,paid,Для дома,,non_flowers,,,,0,,3,3,,,0,,,,,0
2024,1,Q1,H1,cis,,paid_apps,paid,Другое,,non_flowers,,,,0,,1,1,,,0,,,,,0
2024,1,Q1,H1,cis,,paid_apps,paid,Канцелярские товары,,non_flowers,,,,0,,1,1,,,0,,,,,0
2024,1,Q1,H1,cis,,paid_apps,paid,Картины,,non_flowers,,,,0,,9,9,,,0,,,,,0
2024,1,Q1,H1,cis,,paid_apps,paid,Книги,,non_flowers,,,,0,1,9,10,,,0,,,,,0
2024,1,Q1,H1,cis,,paid_apps,paid,Кондитерские и пекарни,,non_flowers,,28802,"93,418","122,220",567,1131,1698,9,30,39,,,3186,3479,6665
2024,1,Q1,H1,cis,,paid_apps,paid,Косметика и парфюмерия,,non_flowers,,,,0,13,15,28,,,0,,,,,0
2024,1,Q1,H1,cis,,paid_apps,paid,Магазины чая и кофе,,non_flowers,,,,0,10,18,28,,,0,,,,,0
2024,1,Q1,H1,cis,,paid_apps,paid,Подарочные сертификаты,,non_flowers,,,,0,,5,5,,,0,,,,,0
2024,1,Q1,H1,cis,,paid_apps,paid,Посуда,,non_flowers,,,,0,10,19,29,,,0,,,,,0
2024,1,Q1,H1,cis,,paid_apps,paid,Продукты и напитки,,non_flowers,,,,0,8,30,38,,,0,,,,,0
2024,1,Q1,H1,cis,,paid_apps,paid,Съедобные букеты,,non_flowers,,15606,"44,578","60,184",,,0,3,7,10,,,516,,516
2024,1,Q1,H1,cis,,paid_apps,paid,Товары для праздника,,non_flowers,,,,0,20,62,82,,,0,,,,,0
2024,1,Q1,H1,cis,,paid_apps,paid,Украшения,,non_flowers,,,"4,259","4,259",15,60,75,,1,1,,,,,0
2024,1,Q1,H1,cis,,paid_apps,paid,Хендмейд и хобби,,non_flowers,,,,0,8,15,23,,,0,,,,,0
2024,1,Q1,H1,cis,,paid_apps,paid,N/A,,non_flowers,,,,0,,,0,,,0,459816,,,,459816
2024,1,Q1,H1,cis,,paid_apps,paid,Комнатные растения,,non_flowers,,,"11,285","11,285",45,85,130,,4,4,,,,782,782
2024,1,Q1,H1,cis,,paid_apps,paid,Цветы,,flowers,,244119,"642,450","886,569",1766,4783,6549,57,151,208,511643,,34568,4889,551100
2024,1,Q1,H1,cis,,paid_web,paid,Аксессуары,,non_flowers,,,,0,2,,2,,,0,,,,,0
2024,1,Q1,H1,cis,,paid_web,paid,Воздушные шары,,non_flowers,,,"4,816","4,816",,,0,,1,1,,,,,0
2024,1,Q1,H1,cis,,paid_web,paid,Декор,,non_flowers,,,,0,22,2,24,,,0,,,,,0
2024,1,Q1,H1,cis,,paid_web,paid,Для дома,,non_flowers,,,,0,2,,2,,,0,,,,,0
2024,1,Q1,H1,cis,,paid_web,paid,Картины,,non_flowers,,,,0,5,2,7,,,0,,,,,0
2024,1,Q1,H1,cis,,paid_web,paid,Кондитерские и пекарни,,non_flowers,,18452,"4,250","22,702",1014,259,1273,7,2,9,116631,,,,116631
2024,1,Q1,H1,cis,,paid_web,paid,Косметика и парфюмерия,,non_flowers,,,,0,2,2,4,,,0,,,,,0
2024,1,Q1,H1,cis,,paid_web,paid,Магазины чая и кофе,,non_flowers,,,,0,3,3,6,,,0,,,,,0
2024,1,Q1,H1,cis,,paid_web,paid,Подарочные сертификаты,,non_flowers,,,,0,1,3,4,,,0,,,,,0
2024,1,Q1,H1,cis,,paid_web,paid,Посуда,,non_flowers,,,,0,2,4,6,,,0,,,,,0
2024,1,Q1,H1,cis,,paid_web,paid,Продукты и напитки,,non_flowers,,,,0,5,3,8,,,0,,,,,0
2024,1,Q1,H1,cis,,paid_web,paid,Съедобные букеты,,non_flowers,,2368,5295,7663,,,0,1,2,3,,,1244,,1244
2024,1,Q1,H1,cis,,paid_web,paid,Товары для праздника,,non_flowers,,,,0,7,2,9,,,0,,,,,0
2024,1,Q1,H1,cis,,paid_web,paid,Украшения,,non_flowers,,,,0,18,1,19,,,0,,,,,0
2024,1,Q1,H1,cis,,paid_web,paid,Хендмейд и хобби,,non_flowers,,,,0,1,,1,,,0,,,,,0
2024,1,Q1,H1,cis,,paid_web,paid,N/A,,non_flowers,,,,0,,,0,,,0,100392,,,,100392
2024,1,Q1,H1,cis,,paid_web,paid,Комнатные растения,,non_flowers,,,,0,19,13,32,,,0,,,,,0
2024,1,Q1,H1,cis,,paid_web,paid,Цветы,,flowers,,"180,625","119,121","299,746",6418,2160,8578,45,29,74,386470,,,2318,388788
2024,1,Q1,H1,cis,,partners,paid,Кондитерские и пекарни,,non_flowers,,,13572,13572,1,1,2,,5,5,,,,1426,1426
2024,1,Q1,H1,cis,,partners,paid,Съедобные букеты,,non_flowers,,,"4,029","4,029",,,0,,1,1,,,,1042,1042
2024,1,Q1,H1,cis,,partners,paid,Цветы,,flowers,,4121,52439,56560,7,14,21,1,9,10,,,203,5941,6144
2024,1,Q1,H1,cis,,retention,non_paid,Аксессуары,,non_flowers,,,,0,,1,1,,,0,,,,,0
2024,1,Q1,H1,cis,,retention,non_paid,Вкусные наборы,,non_flowers,,,"5,521","5,521",,,0,,1,1,,,,,0
2024,1,Q1,H1,cis,,retention,non_paid,Воздушные шары,,non_flowers,,,"4,552","4,552",,,0,,1,1,,,,,0
2024,1,Q1,H1,cis,,retention,non_paid,Декор,,non_flowers,,,,0,1,9,10,,,0,,,,,0
2024,1,Q1,H1,cis,,retention,non_paid,Книги,,non_flowers,,,,0,,1,1,,,0,,,,,0
2024,1,Q1,H1,cis,,retention,non_paid,Кондитерские и пекарни,,non_flowers,,"1,225","49,303","50,528",18,216,234,2,15,17,,,1586,3777,5363
2024,1,Q1,H1,cis,,retention,non_paid,Косметика и парфюмерия,,non_flowers,,,,0,,1,1,,,0,,,,,0
2024,1,Q1,H1,cis,,retention,non_paid,Магазины чая и кофе,,non_flowers,,,,0,,1,1,,,0,,,,,0
2024,1,Q1,H1,cis,,retention,non_paid,Посуда,,non_flowers,,,,0,,2,2,,,0,,,,,0
2024,1,Q1,H1,cis,,retention,non_paid,Продукты и напитки,,non_flowers,,,"2,542","2,542",,6,6,,1,1,,,,,0
2024,1,Q1,H1,cis,,retention,non_paid,Съедобные букеты,,non_flowers,,"1,586","9,233","10,819",,,0,1,3,4,,,1352,265,1617
2024,1,Q1,H1,cis,,retention,non_paid,Украшения,,non_flowers,,,,0,,2,2,,,0,,,,,0
2024,1,Q1,H1,cis,,retention,non_paid,Комнатные растения,,non_flowers,,,"4,456","4,456",,4,4,,1,1,,,224,,224
2024,1,Q1,H1,cis,,retention,non_paid,Цветы,,flowers,,"10,969","392,822","403,791",57,1226,1283,5,82,87,,,9925,10245,20170
2024,1,Q1,H1,mena,,brand,paid,Вкусные наборы,,non_flowers,,,"2,027","2,027",,,0,,1,1,,,,,0
2024,1,Q1,H1,mena,,brand,paid,Воздушные шары,,non_flowers,,13218,1758,14976,,,0,1,0,1,,,,1247,1247
2024,1,Q1,H1,mena,,brand,paid,Декор,,non_flowers,,,,0,5,3,8,,,0,,,,,0
2024,1,Q1,H1,mena,,brand,paid,Другое,,non_flowers,,,,0,,1,1,,,0,,,,,0
2024,1,Q1,H1,mena,,brand,paid,Кондитерские и пекарни,,non_flowers,,658,4693,5351,137,130,267,0,2,2,,,1514,,1514
2024,1,Q1,H1,mena,,brand,paid,Косметика и парфюмерия,,non_flowers,,,,0,5,2,7,,,0,,,,,0
2024,1,Q1,H1,mena,,brand,paid,Подарочные сертификаты,,non_flowers,,,,0,,1,1,,,0,,,,,0
2024,1,Q1,H1,mena,,brand,paid,Посуда,,non_flowers,,,,0,,1,1,,,0,,,,,0
2024,1,Q1,H1,mena,,brand,paid,Продукты и напитки,,non_flowers,,,,0,5,22,27,,,0,,,,,0
2024,1,Q1,H1,mena,,brand,paid,Съедобные букеты,,non_flowers,,366,"4,771","5,137",,,0,0,1,1,,,,,0
2024,1,Q1,H1,mena,,brand,paid,Товары для праздника,,non_flowers,,,,0,8,6,14,,,0,,,,,0
2024,1,Q1,H1,mena,,brand,paid,Украшения,,non_flowers,,,,0,,1,1,,,0,,,,,0
2024,1,Q1,H1,mena,,brand,paid,N/A,,non_flowers,,,,0,,,0,,,0,6287,877762,,,884049
2024,1,Q1,H1,mena,,brand,paid,Комнатные растения,,non_flowers,,"6,667","1,438","8,105",3,4,7,1,0,1,,,486,,486
2024,1,Q1,H1,mena,,brand,paid,Цветы,,flowers,,74994,"214,745","289,739",192,552,744,20,39,59,6899,,2231,60098,69228
2024,1,Q1,H1,mena,,organic_apps,non_paid,Аксессуары,,non_flowers,,,,0,,1,1,,,0,,,,,0
2024,1,Q1,H1,mena,,organic_apps,non_paid,Вкусные наборы,,non_flowers,,"6,807","25,451","32,258",,,0,1,5,6,,,1710,46,1756
2024,1,Q1,H1,mena,,organic_apps,non_paid,Воздушные шары,,non_flowers,,11680,51755,63435,,,0,1,8,9,,,2906,155,3061
2024,1,Q1,H1,mena,,organic_apps,non_paid,Декор,,non_flowers,,,"2,513","2,513",12,32,44,,1,1,,,,,0
2024,1,Q1,H1,mena,,organic_apps,non_paid,Для дома,,non_flowers,,,,0,1,1,2,,,0,,,,,0
2024,1,Q1,H1,mena,,organic_apps,non_paid,Другое,,non_flowers,,,,0,,2,2,,,0,,,,,0
2024,1,Q1,H1,mena,,organic_apps,non_paid,Книги,,non_flowers,,,,0,1,10,11,,,0,,,,,0
2024,1,Q1,H1,mena,,organic_apps,non_paid,Кондитерские и пекарни,,non_flowers,,"57,529","153,563","211,092",1043,1541,2584,14,29,43,,,8868,3177,12045
2024,1,Q1,H1,mena,,organic_apps,non_paid,Косметика и парфюмерия,,non_flowers,,,,0,13,23,36,,,0,,,,,0
2024,1,Q1,H1,mena,,organic_apps,non_paid,Подарочные сертификаты,,non_flowers,,,,0,6,16,22,,,0,,,,,0
2024,1,Q1,H1,mena,,organic_apps,non_paid,Посуда,,non_flowers,,,,0,,4,4,,,0,,,,,0
2024,1,Q1,H1,mena,,organic_apps,non_paid,Продукты и напитки,,non_flowers,,,,0,68,89,157,,,0,,,,,0
2024,1,Q1,H1,mena,,organic_apps,non_paid,Съедобные букеты,,non_flowers,,"7,040","63,198","70,238",,,0,1,6,7,,,537,1570,2107
2024,1,Q1,H1,mena,,organic_apps,non_paid,Товары для праздника,,non_flowers,,,,0,12,21,33,,,0,,,,,0
2024,1,Q1,H1,mena,,organic_apps,non_paid,Украшения,,non_flowers,,,,0,5,6,11,,,0,,,,,0
2024,1,Q1,H1,mena,,organic_apps,non_paid,Хендмейд и хобби,,non_flowers,,,,0,,1,1,,,0,,,,,0
2024,1,Q1,H1,mena,,organic_apps,non_paid,Комнатные растения,,non_flowers,,22477,43077,65554,70,112,182,3,3,6,,,478,,478
2024,1,Q1,H1,mena,,organic_apps,non_paid,Цветы,,flowers,,"603,383","2,737,335","3,340,718",2009,6443,8452,96,337,433,,,67452,39065,106517
2024,1,Q1,H1,mena,,organic_web,non_paid,Вкусные наборы,,non_flowers,,"7,171","15,876","23,047",,,0,1,3,4,,,,,0
2024,1,Q1,H1,mena,,organic_web,non_paid,Воздушные шары,,non_flowers,,34037,"7,821","41,858",,,0,5,2,7,,,,,0
2024,1,Q1,H1,mena,,organic_web,non_paid,Декор,,non_flowers,,,,0,30,27,57,,,0,,,,,0
2024,1,Q1,H1,mena,,organic_web,non_paid,Другое,,non_flowers,,,,0,,1,1,,,0,,,,,0
2024,1,Q1,H1,mena,,organic_web,non_paid,Картины,,non_flowers,,,,0,1,,1,,,0,,,,,0
2024,1,Q1,H1,mena,,organic_web,non_paid,Книги,,non_flowers,,,,0,1,,1,,,0,,,,,0
2024,1,Q1,H1,mena,,organic_web,non_paid,Кондитерские и пекарни,,non_flowers,,"45,925","9,777","55,702",396,280,676,9,4,13,,,,453,453
2024,1,Q1,H1,mena,,organic_web,non_paid,Косметика и парфюмерия,,non_flowers,,,,0,44,11,55,,,0,,,,,0
2024,1,Q1,H1,mena,,organic_web,non_paid,Подарочные сертификаты,,non_flowers,,,,0,3,2,5,,,0,,,,,0
2024,1,Q1,H1,mena,,organic_web,non_paid,Посуда,,non_flowers,,,,0,4,5,9,,,0,,,,,0
2024,1,Q1,H1,mena,,organic_web,non_paid,Продукты и напитки,,non_flowers,,,,0,91,33,124,,,0,,,,,0
2024,1,Q1,H1,mena,,organic_web,non_paid,Съедобные букеты,,non_flowers,,"40,551","15,624","56,175",,,0,6,4,10,,,,,0
2024,1,Q1,H1,mena,,organic_web,non_paid,Товары для праздника,,non_flowers,,,,0,1,3,4,,,0,,,,,0
2024,1,Q1,H1,mena,,organic_web,non_paid,Украшения,,non_flowers,,,,0,6,11,17,,,0,,,,,0
2024,1,Q1,H1,mena,,organic_web,non_paid,N/A,,non_flowers,,,,0,,,0,,,0,,501988,,,501988
2024,1,Q1,H1,mena,,organic_web,non_paid,Комнатные растения,,non_flowers,,"3,605","17,368","20,973",157,45,202,1,4,5,,,,,0
2024,1,Q1,H1,mena,,organic_web,non_paid,Цветы,,flowers,,"2,310,335","973,935","3,284,270",5622,4143,9765,394,132,526,,,,453,453
2024,1,Q1,H1,mena,,other,non_paid,Воздушные шары,,non_flowers,,,"10,108","10,108",,,0,,2,2,,,583,,583
2024,1,Q1,H1,mena,,other,non_paid,Декор,,non_flowers,,1831,,1831,20,14,34,1,,1,,,,,0
2024,1,Q1,H1,mena,,other,non_paid,Для дома,,non_flowers,,,,0,1,,1,,,0,,,,,0
2024,1,Q1,H1,mena,,other,non_paid,Кондитерские и пекарни,,non_flowers,,5234,"20,920","26,154",274,209,483,2,3,5,,,302,,302
2024,1,Q1,H1,mena,,other,non_paid,Косметика и парфюмерия,,non_flowers,,,,0,13,4,17,,,0,,,,,0
2024,1,Q1,H1,mena,,other,non_paid,Подарочные сертификаты,,non_flowers,,,,0,1,1,2,,,0,,,,,0
2024,1,Q1,H1,mena,,other,non_paid,Продукты и напитки,,non_flowers,,,,0,10,18,28,,,0,,,,,0
2024,1,Q1,H1,mena,,other,non_paid,Съедобные букеты,,non_flowers,,9909,,"9,909",,,0,1,,1,,,,,0
2024,1,Q1,H1,mena,,other,non_paid,Товары для праздника,,non_flowers,,,,0,7,5,12,,,0,,,,,0
2024,1,Q1,H1,mena,,other,non_paid,Хендмейд и хобби,,non_flowers,,,,0,,2,2,,,0,,,,,0
2024,1,Q1,H1,mena,,other,non_paid,Комнатные растения,,non_flowers,,,,0,28,21,49,,,0,,,,,0
2024,1,Q1,H1,mena,,other,non_paid,Цветы,,flowers,,140422,109726,250148,2274,2374,4648,25,17,42,,,,1503,1503
2024,1,Q1,H1,mena,,paid_apps,paid,Вкусные наборы,,non_flowers,,,"3,705","3,705",,,0,,1,1,,,,,0
2024,1,Q1,H1,mena,,paid_apps,paid,Воздушные шары,,non_flowers,,,"5,819","5,819",,,0,,1,1,,,,,0
2024,1,Q1,H1,mena,,paid_apps,paid,Декор,,non_flowers,,,"2,911","2,911",2,19,21,,1,1,,,,,0
2024,1,Q1,H1,mena,,paid_apps,paid,Книги,,non_flowers,,,,0,2,3,5,,,0,,,,,0
2024,1,Q1,H1,mena,,paid_apps,paid,Кондитерские и пекарни,,non_flowers,,8937,"30,060","38,997",788,360,1148,3,5,8,,,654,379,1033
2024,1,Q1,H1,mena,,paid_apps,paid,Косметика и парфюмерия,,non_flowers,,,,0,7,3,10,,,0,,,,,0
2024,1,Q1,H1,mena,,paid_apps,paid,Подарочные сертификаты,,non_flowers,,,,0,3,6,9,,,0,,,,,0
2024,1,Q1,H1,mena,,paid_apps,paid,Посуда,,non_flowers,,,,0,2,1,3,,,0,,,,,0
2024,1,Q1,H1,mena,,paid_apps,paid,Продукты и напитки,,non_flowers,,,,0,14,18,32,,,0,,,,,0
2024,1,Q1,H1,mena,,paid_apps,paid,Съедобные букеты,,non_flowers,,,"29,053","29,053",,,0,,2,2,,,1131,,1131
2024,1,Q1,H1,mena,,paid_apps,paid,Товары для праздника,,non_flowers,,,,0,3,16,19,,,0,,,,,0
2024,1,Q1,H1,mena,,paid_apps,paid,Украшения,,non_flowers,,,,0,1,9,10,,,0,,,,,0
2024,1,Q1,H1,mena,,paid_apps,paid,Хендмейд и хобби,,non_flowers,,,,0,1,,1,,,0,,,,,0
2024,1,Q1,H1,mena,,paid_apps,paid,N/A,,non_flowers,,,,0,,,0,,,0,258282,,,,258282
2024,1,Q1,H1,mena,,paid_apps,paid,Комнатные растения,,non_flowers,,,,0,9,19,28,,,0,,,,,0
2024,1,Q1,H1,mena,,paid_apps,paid,Цветы,,flowers,,138354,407568,545922,1011,1923,2934,22,58,80,1035170,,6560,7642,1049372
2024,1,Q1,H1,mena,,paid_web,paid,Аксессуары,,non_flowers,,,243,243,,2,2,,1,1,,,,,0
2024,1,Q1,H1,mena,,paid_web,paid,Вкусные наборы,,non_flowers,,,6066,6066,,,0,,1,1,,,,,0
2024,1,Q1,H1,mena,,paid_web,paid,Воздушные шары,,non_flowers,,"4,204","8,676","12,880",,,0,1,1,2,,,,,0
2024,1,Q1,H1,mena,,paid_web,paid,Декор,,non_flowers,,,,0,4,5,9,,,0,,,,,0
