time_index,month_sin,month_cos,region_to,subdivision,category,is_paid,q1,q2,q3,q4,holiday_period,region_encoded,subdivision_encoded,category_encoded,is_paid_encoded,ads_cost,traffic_total,transacitons_total,revenue_total,first_transactions,repeat_transactions,revenue_first_transactions,revenue_repeat_transactions,bonus_company,promo_cost,mar_cost
35,-0.5000000000000004,0.8660254037844384,cis,brand,Кондитерские и пекарни,paid,0,0,0,1,1,1,0,13,1,967915.5165893484,4196.623107285681,186.13538539093292,1707202.0334840058,0.0,202.7069026335605,0.0,0.0,0.0,0.0,556280.3185928788
32,-0.8660254037844384,-0.5000000000000004,cis,brand,Магазины чая и кофе,paid,0,0,1,0,0,1,0,15,1,1129137.30803945,6826.562447711027,485.6342229823924,2688815.5994822206,96.14748325580925,408.1450131952399,166955.23008305358,1166559.8716774392,4857.15813241039,21066.11729896727,579923.3534343728
33,-1.0,-1.8369701987210297e-16,cis,brand,Магазины чая и кофе,paid,0,0,0,1,0,1,0,15,1,1952320.8795619435,10355.467031411605,819.261657285575,4606041.634350015,219.25436211492388,687.6820558001591,414052.99590100045,1545014.4811215058,27111.312348002408,30075.18156728716,763681.533622667
34,-0.8660254037844386,0.5000000000000001,cis,brand,Магазины чая и кофе,paid,0,0,0,1,0,1,0,15,1,1536534.541349916,9059.989623404528,639.1185172757802,3720927.2806150373,156.52774355058835,541.69043685021,171391.44662642956,970046.5147036377,0.0,14443.993705873392,686266.186541531
35,-0.5000000000000004,0.8660254037844384,cis,brand,Магазины чая и кофе,paid,0,0,0,1,1,1,0,15,1,932921.4986011907,6540.307025945519,372.26904895773475,2511237.2417454952,56.09722092473493,348.57142965697966,0.0,464527.99912765017,0.0,0.0,567394.568306676
32,-0.8660254037844384,-0.5000000000000004,cis,brand,Подарочные сертификаты,paid,0,0,1,0,0,1,0,23,1,989161.2360868196,16201.298122350378,1230.1688772495995,5904956.432528177,350.1646887760298,991.6031212889166,1108208.203131425,3661344.2178095095,100650.94525920339,82061.41709914384,624380.3522895616
33,-1.0,-1.8369701987210297e-16,cis,brand,Подарочные сертификаты,paid,0,0,0,1,0,1,0,23,1,1812344.8076093127,19730.202706050957,1563.7963115527818,7822182.467395971,473.2715676351444,1271.140163893836,1355305.9689493717,4039798.8272535764,122905.09947479541,91070.48136746374,808138.5324778558
34,-0.8660254037844386,0.5000000000000001,cis,brand,Подарочные сертификаты,paid,0,0,0,1,0,1,0,23,1,1396558.4693972853,18434.72529804388,1383.6531715429871,6937068.113660993,410.54494907080885,1125.1485449438867,1112644.419674801,3464830.860835708,95086.87399579823,75439.29350604997,730723.18539672
35,-0.5000000000000004,0.8660254037844384,cis,brand,Подарочные сертификаты,paid,0,0,0,1,1,1,0,23,1,792945.4266485601,15915.042700584872,1116.8037032249417,5727378.074791452,310.1144264449554,932.0295377506563,841293.6776236915,2959312.345259721,59543.36461403458,54082.69117985781,611851.5671618648
32,-0.8660254037844384,-0.5000000000000004,cis,brand,Посуда,paid,0,0,1,0,0,1,0,24,1,971664.2270927407,17373.140081680296,1323.2357090330001,6306974.036658922,381.9168394660573,1064.5353848006262,1225864.8247624715,3973192.261076018,112625.16865005252,89685.82957416591,629937.4771464603
33,-1.0,-1.8369701987210297e-16,cis,brand,Посуда,paid,0,0,0,1,0,1,0,24,1,1794847.798615234,20902.044665380876,1656.863143336183,8224200.0715267155,505.0237183251719,1344.0724274055456,1472962.5905804182,4351646.870520085,134879.32286564453,98694.8938424858,813695.6573347545
34,-0.8660254037844386,0.5000000000000001,cis,brand,Посуда,paid,0,0,0,1,0,1,0,24,1,1379061.4604032065,19606.5672573738,1476.720003326388,7339085.717791738,442.2970997608364,1198.0808084555963,1230301.0413058475,3776678.9041022174,107061.09738664737,83063.70598107204,736280.3102536185
35,-0.5000000000000004,0.8660254037844384,cis,brand,Посуда,paid,0,0,0,1,1,1,0,24,1,775448.4176544813,17086.88465991479,1209.8705350083426,6129395.678922197,341.86657713498295,1004.961801262366,958950.2992547379,3271160.3885262297,71517.58800488371,61707.10365487988,617408.6920187634
32,-0.8660254037844384,-0.5000000000000004,cis,brand,Продукты и напитки,paid,0,0,1,0,0,1,0,25,1,954167.2180986619,18544.98204101022,1416.3025408164012,6708991.640789667,413.6689901560849,1137.467648312336,1343521.4463935178,4285040.304342527,124599.39204090164,97310.24204918799,635494.6020033589
33,-1.0,-1.8369701987210297e-16,cis,brand,Продукты и напитки,paid,0,0,0,1,0,1,0,25,1,1777350.789621155,22073.886624710798,1749.9299751195838,8626217.67565746,536.7758690151994,1417.0046909172552,1590619.2122114648,4663494.913786594,146853.54625649366,106319.30631750789,819252.782191653
34,-0.8660254037844386,0.5000000000000001,cis,brand,Продукты и напитки,paid,0,0,0,1,0,1,0,25,1,1361564.4514091276,20778.409216703723,1569.786835109789,7741103.321922483,474.04925045086395,1271.013071967306,1347957.6629368938,4088526.947368726,119035.32077749648,90688.1184560941,741837.4351105171
35,-0.5000000000000004,0.8660254037844384,cis,brand,Продукты и напитки,paid,0,0,0,1,1,1,0,25,1,757951.4086604025,18258.72661924471,1302.9373667917434,6531413.28305294,373.6187278250105,1077.8940647740756,1076606.9208857843,3583008.431792739,83491.81139573283,69331.51612990195,622965.8168756621
32,-0.8660254037844384,-0.5000000000000004,cis,brand,Съедобные букеты,paid,0,0,1,0,0,1,0,26,1,936670.209104583,19716.824000340137,1509.369372599802,7111009.24492041,445.42114084611245,1210.3999118240454,1461178.0680245645,4596888.347609037,136573.61543175078,104934.65452421005,641051.7268602576
33,-1.0,-1.8369701987210297e-16,cis,brand,Съедобные букеты,paid,0,0,0,1,0,1,0,26,1,1759853.7806270763,23245.728584040717,1842.9968069029846,9028235.279788205,568.528019705227,1489.9369544289648,1708275.8338425113,4975342.957053103,158827.7696473428,113943.71879252995,824809.9070485516
34,-0.8660254037844386,0.5000000000000001,cis,brand,Съедобные букеты,paid,0,0,0,1,0,1,0,26,1,1344067.4424150488,21950.25117603364,1662.85366689319,8143120.926053228,505.80140114089147,1343.9453354790153,1465614.2845679405,4400374.990635235,131009.54416834562,98312.53093111618,747394.5599674158
35,-0.5000000000000004,0.8660254037844384,cis,brand,Съедобные букеты,paid,0,0,0,1,1,1,0,26,1,740454.3996663236,19430.568578574632,1396.0041985751445,6933430.887183685,405.3708785150381,1150.8263282857852,1194263.5425168308,3894856.4750592476,95466.03478658196,76955.92860492403,628522.9417325606
32,-0.8660254037844384,-0.5000000000000004,cis,brand,Товары для праздника,paid,0,0,1,0,0,1,0,27,1,919173.2001105042,20888.665959670056,1602.436204383203,7513026.849051155,477.17329153614,1283.3321753357552,1578834.6896556108,4908736.390875545,148547.8388225999,112559.06699923213,646608.8517171561
33,-1.0,-1.8369701987210297e-16,cis,brand,Товары для праздника,paid,0,0,0,1,0,1,0,27,1,1742356.7716329976,24417.570543370635,1936.0636386863855,9430252.88391895,600.2801703952546,1562.8692179406744,1825932.4554735576,5287191.000319611,170801.99303819193,121568.13126755203,830367.0319054502
34,-0.8660254037844386,0.5000000000000001,cis,brand,Товары для праздника,paid,0,0,0,1,0,1,0,27,1,1326570.43342097,23122.093135363557,1755.9204986765906,8545138.530183973,537.5535518309191,1416.877598990725,1583270.9061989868,4712223.033901744,142983.76755919473,105936.94340613825,752951.6848243144
35,-0.5000000000000004,0.8660254037844384,cis,brand,Товары для праздника,paid,0,0,0,1,1,1,0,27,1,722957.3906722448,20602.410537904547,1489.0710303585452,7335448.49131443,437.1230292050657,1223.7585917974948,1311920.1641478771,4206704.518325756,107440.2581774311,84580.3410799461,634080.0665894593
32,-0.8660254037844384,-0.5000000000000004,cis,brand,Украшения,paid,0,0,1,0,0,1,0,28,1,901676.1911164253,22060.507918999974,1695.5030361666038,7915044.4531819,508.92544222616755,1356.2644388474646,1696491.3112866571,5220584.434142054,160522.06221344904,120183.4794742542,652165.9765740547
33,-1.0,-1.8369701987210297e-16,cis,brand,Украшения,paid,0,0,0,1,0,1,0,28,1,1724859.7626389186,25589.412502700554,2029.1304704697864,9832270.488049695,632.0323210852821,1635.801481452384,1943589.077104604,5599039.04358612,182776.21642904106,129192.5437425741,835924.1567623488
34,-0.8660254037844386,0.5000000000000001,cis,brand,Украшения,paid,0,0,0,1,0,1,0,28,1,1309073.4244268911,24293.93509469348,1848.9873304599917,8947156.134314718,569.3057025209466,1489.8098625024345,1700927.527830033,5024071.077168252,154957.99095004387,113561.35588116033,758508.809681213
35,-0.5000000000000004,0.8660254037844384,cis,brand,Украшения,paid,0,0,0,1,1,1,0,28,1,705460.3816781659,21774.25249723447,1582.137862141946,7737466.095445175,468.8751798950932,1296.6908553092044,1429576.7857789237,4518552.561592265,119414.48156828021,92204.75355496816,639637.1914463579
32,-0.8660254037844384,-0.5000000000000004,cis,brand,,paid,0,0,1,0,0,1,0,-1,1,1409089.4519447116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491009.35572399513
33,-1.0,-1.8369701987210297e-16,cis,brand,,paid,0,0,0,1,0,1,0,-1,1,2232273.0234672045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,674767.5359122893
34,-0.8660254037844386,0.5000000000000001,cis,brand,,paid,0,0,0,1,0,1,0,-1,1,1816486.6852551773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,597352.1888311533
35,-0.5000000000000004,0.8660254037844384,cis,brand,,paid,0,0,0,1,1,1,0,-1,1,1212873.642506452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478480.5705962983
32,-0.8660254037844384,-0.5000000000000004,cis,brand,Комнатные растения,paid,0,0,1,0,0,1,0,12,1,1181628.3350216867,3311.036569721269,206.43372763218974,1482762.7870899867,0.8910311857266038,189.3482226601111,0.0,231015.74187791254,0.0,0.0,563251.978863677
