time_index,month_sin,month_cos,region_to,subdivision,category,is_paid,q1,q2,q3,q4,holiday_period,region_encoded,subdivision_encoded,category_encoded,is_paid_encoded,ads_cost,traffic_total,transacitons_total,revenue_total,first_transactions,repeat_transactions,revenue_first_transactions,revenue_repeat_transactions,bonus_company,promo_cost,mar_cost
33,-1.0,-1.8369701987210297e-16,spain,other,Цветы,non_paid,0,0,0,1,0,5,3,30,0,2676739.165997714,37603.07147958663,3204.0278559407093,14571998.11137836,1014.0126629781664,2666.3024494128185,3445847.7702167095,10010653.382003115,401324.3667117601,245562.49243506536,874206.4595859043
34,-0.8660254037844386,0.5000000000000001,spain,other,Цветы,non_paid,0,0,0,1,0,5,3,30,0,2260952.827785686,36307.59407157955,3023.8847159309144,13686883.757643383,951.286044413831,2520.3108304628695,3203186.2209421387,9435685.415585248,373506.1412327629,229931.3045736516,796791.1125047684
35,-0.5000000000000004,0.8660254037844384,spain,other,Цветы,non_paid,0,0,0,1,1,5,3,30,0,1657339.7850369608,33787.91147412054,2757.0352476128687,12477193.718773842,850.8555217879775,2327.191823269639,2931835.478891029,8930166.90000926,337962.63185099926,208574.70224745944,677919.4942699133
32,-0.8660254037844384,-0.5000000000000004,spain,paid_apps,Декор,paid,0,0,1,0,0,5,4,4,1,1478218.0926998134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,747607.4677144627
33,-1.0,-1.8369701987210297e-16,spain,paid_apps,Декор,paid,0,0,0,1,0,5,4,4,1,2301401.6642223066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6401.946537270051,931365.6479027568
34,-0.8660254037844386,0.5000000000000001,spain,paid_apps,Декор,paid,0,0,0,1,0,5,4,4,1,1885615.3260102791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,853950.300821621
35,-0.5000000000000004,0.8660254037844384,spain,paid_apps,Декор,paid,0,0,0,1,1,5,4,4,1,1282002.2832615539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,735078.6825867658
32,-0.8660254037844384,-0.5000000000000004,spain,paid_apps,Другое,paid,0,0,1,0,0,5,4,6,1,1443224.0747116557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12641.707218994306,758721.71742826
33,-1.0,-1.8369701987210297e-16,spain,paid_apps,Другое,paid,0,0,0,1,0,5,4,6,1,2266407.646234149,418.0593408768418,266.7045286554717,2246049.5792650934,20.955394700268926,309.7773053079195,0.0,0.0,0.0,21650.771487314203,942479.897616554
34,-0.8660254037844386,0.5000000000000001,spain,paid_apps,Другое,paid,0,0,0,1,0,5,4,6,1,1850621.3080221214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6019.583625900428,865064.5505354182
35,-0.5000000000000004,0.8660254037844384,spain,paid_apps,Другое,paid,0,0,0,1,1,5,4,6,1,1247008.2652733964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,746192.9323005631
32,-0.8660254037844384,-0.5000000000000004,spain,paid_apps,Кондитерские и пекарни,paid,0,0,1,0,0,5,4,13,1,1320745.011753104,5092.048472485696,584.5449168360954,3142946.773312512,120.11357067134725,540.7661072849673,290757.62942085613,1719338.9930160951,37832.313623520924,66012.5945441488,797621.5914265502
33,-1.0,-1.8369701987210297e-16,spain,paid_apps,Кондитерские и пекарни,paid,0,0,0,1,0,5,4,13,1,2143928.583275597,8620.953056186276,918.1723511392779,5060172.808180305,243.22044953046185,820.3031498898866,537855.395238803,2097793.602460162,60086.46783911296,75021.6588124687,981379.7716148442
34,-0.8660254037844386,0.5000000000000001,spain,paid_apps,Кондитерские и пекарни,paid,0,0,0,1,0,5,4,13,1,1728142.2450635696,7325.475648179197,738.0292111294831,4175058.4544453286,180.49383096612635,674.3115309399375,295193.8459642321,1522825.6360422939,32268.24236011578,59390.47095105494,903964.4245337085
35,-0.5000000000000004,0.8660254037844384,spain,paid_apps,Кондитерские и пекарни,paid,0,0,0,1,1,5,4,13,1,1124529.2023148444,4805.793050720188,471.1797428114377,2965368.4155757865,80.06330834027293,481.1925237467071,23843.103913122555,1017307.1204663063,0.0,38033.86862486278,785092.8062988534
32,-0.8660254037844384,-0.5000000000000004,spain,paid_apps,Косметика и парфюмерия,paid,0,0,1,0,0,5,4,14,1,1303248.002759025,6263.890431815616,677.6117486194962,3544964.3774432563,151.86572136137482,613.698370796677,408414.25105190254,2031187.036282604,49806.53701437006,73637.00701917088,803178.7162834487
33,-1.0,-1.8369701987210297e-16,spain,paid_apps,Косметика и парфюмерия,paid,0,0,0,1,0,5,4,14,1,2126431.5742815183,9792.795015516194,1011.2391829226788,5462190.412311049,274.9726002204894,893.2354134015961,655512.0168698494,2409641.6457266705,72060.69122996209,82646.07128749078,986936.896471743
34,-0.8660254037844386,0.5000000000000001,spain,paid_apps,Косметика и парфюмерия,paid,0,0,0,1,0,5,4,14,1,1710645.236069491,8497.317607509118,831.096042912884,4577076.0585760735,212.2459816561539,747.243794451647,412850.4675952785,1834673.6793088026,44242.46575096491,67014.88342607701,909521.549390607
35,-0.5000000000000004,0.8660254037844384,spain,paid_apps,Косметика и парфюмерия,paid,0,0,0,1,1,5,4,14,1,1107032.1933207656,5977.635010050108,564.2465745948385,3367386.019706531,111.81545903030047,554.1247872584166,141499.72554416896,1329155.163732815,8698.956369201245,45658.28109988486,790649.9311557519
32,-0.8660254037844384,-0.5000000000000004,spain,paid_apps,Магазины чая и кофе,paid,0,0,1,0,0,5,4,15,1,1285750.9937649462,7435.732391145535,770.6785804028972,3946981.9815740013,183.61787205140237,686.6306343083866,526070.872682949,2343035.079549113,61780.760405219175,81261.41949419295,808735.8411403474
33,-1.0,-1.8369701987210297e-16,spain,paid_apps,Магазины чая и кофе,paid,0,0,0,1,0,5,4,15,1,2108934.5652874396,10964.636974846113,1104.3060147060796,5864208.016441794,306.724750910517,966.1676769133057,773168.6385008958,2721489.6889931792,84034.9146208112,90270.48376251284,992494.0213286416
34,-0.8660254037844386,0.5000000000000001,spain,paid_apps,Магазины чая и кофе,paid,0,0,0,1,0,5,4,15,1,1693148.227075412,9669.159566839036,924.1628746962849,4979093.6627068175,243.99813234618148,820.1760579633566,530507.0892263249,2146521.7225753115,56216.689141814044,74639.29590109909,915078.6742475056
35,-0.5000000000000004,0.8660254037844384,spain,paid_apps,Магазины чая и кофе,paid,0,0,0,1,1,5,4,15,1,1089535.184326687,7149.476969380026,657.3134063782395,3769403.623837276,143.56760972032805,627.0570507701262,259156.3471752155,1641003.206999324,20673.179760050378,53282.69357490692,796207.0560126505
32,-0.8660254037844384,-0.5000000000000004,spain,paid_apps,Украшения,paid,0,0,1,0,0,5,4,28,1,1058289.8768419214,22669.677862434484,1980.5473935871087,9173210.835273681,596.3958310217606,1634.750059960611,2055606.9538865525,6397059.642013727,217445.66448625783,180378.7816694799,880978.4642800293
33,-1.0,-1.8369701987210297e-16,spain,paid_apps,Украшения,paid,0,0,0,1,0,5,4,28,1,1881473.4483644147,26198.582446135064,2314.174827890291,11090436.870141475,719.5027098808753,1914.2871025655306,2302704.7197044995,6775514.251457794,239699.81870184984,189387.84593779978,1064736.6444683233
34,-0.8660254037844386,0.5000000000000001,spain,paid_apps,Украшения,paid,0,0,0,1,0,5,4,28,1,1465687.1101523873,24903.105038127986,2134.0316878804965,10205322.516406497,656.7760913165398,1768.2954836155814,2060043.1704299285,6200546.285039926,211881.59322285268,173756.65807638603,987321.2973871876
35,-0.5000000000000004,0.8660254037844384,spain,paid_apps,Украшения,paid,0,0,0,1,1,5,4,28,1,862074.067403662,22383.422440668975,1867.1822195624509,8995632.477536956,556.3455686906864,1575.1764764223508,1788692.428378819,5695027.76946394,176338.08384108898,152400.05575019386,868449.6791523325
32,-0.8660254037844384,-0.5000000000000004,spain,paid_apps,Хендмейд и хобби,paid,0,0,1,0,0,5,4,29,1,1040792.8678478426,23841.519821764403,2073.6142253705098,9575228.439404426,628.1479817117882,1707.6823234723206,2173263.575517599,6708907.6852802355,229419.88787710696,188003.19414450193,886535.5891369279
33,-1.0,-1.8369701987210297e-16,spain,paid_apps,Хендмейд и хобби,paid,0,0,0,1,0,5,4,29,1,1863976.439370336,27370.424405464983,2407.241659673692,11492454.474272218,751.2548605709028,1987.21936607724,2420361.3413355458,7087362.294724302,251674.04209269898,197012.25841282186,1070293.7693252221
34,-0.8660254037844386,0.5000000000000001,spain,paid_apps,Хендмейд и хобби,paid,0,0,0,1,0,5,4,29,1,1448190.1011583083,26074.946997457904,2227.098519663897,10607340.120537242,688.5282420065673,1841.227747127291,2177699.792060975,6512394.328306435,223855.8166137018,181381.0705514081,992878.4222440862
35,-0.5000000000000004,0.8660254037844384,spain,paid_apps,Хендмейд и хобби,paid,0,0,0,1,1,5,4,29,1,844577.0584095832,23555.264399998894,1960.249051345852,9397650.0816677,588.0977193807139,1648.1087399340604,1906349.0500098653,6006875.812730446,188312.30723193812,160024.46822521594,874006.804009231
32,-0.8660254037844384,-0.5000000000000004,spain,paid_apps,,paid,0,0,1,0,0,5,4,-1,1,1565703.1376702075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,719821.8434299696
33,-1.0,-1.8369701987210297e-16,spain,paid_apps,,paid,0,0,0,1,0,5,4,-1,1,2388886.7091927007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,903580.0236182638
34,-0.8660254037844386,0.5000000000000001,spain,paid_apps,,paid,0,0,0,1,0,5,4,-1,1,1973100.3709806735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,826164.6765371279
35,-0.5000000000000004,0.8660254037844384,spain,paid_apps,,paid,0,0,0,1,1,5,4,-1,1,1369487.328231948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,707293.0583022728
32,-0.8660254037844384,-0.5000000000000004,spain,paid_apps,Комнатные растения,paid,0,0,1,0,0,5,4,12,1,1338242.020747183,3920.2065131557765,491.4780850526945,2740929.1691817674,88.3614199813197,467.83384377325774,173101.00778980972,1407490.9497495864,25858.090232671806,58388.182069126735,792064.4665696516
33,-1.0,-1.8369701987210297e-16,spain,paid_apps,Комнатные растения,paid,0,0,0,1,0,5,4,12,1,2161425.5922696763,7449.111096856355,825.105519355877,4658155.204049561,211.46829884043427,747.370886378177,420198.7736077565,1785945.559193653,48112.24444826384,67397.24633744663,975822.6467579457
34,-0.8660254037844386,0.5000000000000001,spain,paid_apps,Комнатные растения,paid,0,0,0,1,0,5,4,12,1,1745639.2540576486,6153.633688849278,644.9623793460821,3773040.850314584,148.74168027609878,601.3792674282279,177537.2243331857,1210977.5927757851,20294.01896926666,51766.058476032864,898407.2996768098
35,-0.5000000000000004,0.8660254037844384,spain,paid_apps,Комнатные растения,paid,0,0,0,1,1,5,4,12,1,1142026.2113089233,3633.9510913902686,378.1129110280368,2563350.8114450416,48.31115765024538,408.2602602349974,0.0,705459.0771997976,0.0,30409.456149840713,779535.6814419548
32,-0.8660254037844384,-0.5000000000000004,spain,paid_apps,Цветы,paid,0,0,1,0,0,5,4,30,1,1023295.8588537638,25013.36178109432,2166.6810571539104,9977246.043535171,659.9001324018159,1780.6145869840302,2290920.1971486453,7020755.728546746,241394.1112679561,195627.606619524,892092.7139938264
33,-1.0,-1.8369701987210297e-16,spain,paid_apps,Цветы,paid,0,0,0,1,0,5,4,30,1,1846479.430376257,28542.2663647949,2500.308491457093,11894472.078402963,783.0070112609303,2060.1516295889496,2538017.9629665925,7399210.337990812,263648.2654835481,204636.67088784394,1075850.8941821207
34,-0.8660254037844386,0.5000000000000001,spain,paid_apps,Цветы,paid,0,0,0,1,0,5,4,30,1,1430693.0921642296,27246.788956787823,2320.1653514472982,11009357.724667987,720.2803926965948,1914.1600106390006,2295356.4136920217,6824242.371572943,235830.04000455095,189005.48302643019,998435.5471009847
35,-0.5000000000000004,0.8660254037844384,spain,paid_apps,Цветы,paid,0,0,0,1,1,5,4,30,1,827080.0494155043,24727.106359328813,2053.3158831292526,9799667.685798446,619.8498700707414,1721.04100344577,2024005.671640912,6318723.855996957,200286.53062278725,167648.880700238,879563.9288661296
32,-0.8660254037844384,-0.5000000000000004,spain,paid_web,Декор,paid,0,0,1,0,0,5,5,4,1,1322598.5713695837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,719173.4258020257
33,-1.0,-1.8369701987210297e-16,spain,paid_web,Декор,paid,0,0,0,1,0,5,5,4,1,2145782.142892077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,836.9526635666844,902931.6059903197
34,-0.8660254037844386,0.5000000000000001,spain,paid_web,Декор,paid,0,0,0,1,0,5,5,4,1,1729995.8046800497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,825516.258909184
35,-0.5000000000000004,0.8660254037844384,spain,paid_web,Декор,paid,0,0,0,1,1,5,5,4,1,1126382.7619313244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,706644.6406743289
32,-0.8660254037844384,-0.5000000000000004,spain,paid_web,Кондитерские и пекарни,paid,0,0,1,0,0,5,5,13,1,1165125.4904228742,3260.3602558118746,442.68770694386825,2583912.9420279274,69.43817772518952,424.3243332460039,136130.19538822037,1288660.7422910642,14813.986574146285,60447.60067044544,769187.5495141131
33,-1.0,-1.8369701987210297e-16,spain,paid_web,Кондитерские и пекарни,paid,0,0,0,1,0,5,5,13,1,1988309.0619453676,6789.264839512452,776.3151412470509,4501138.976895721,192.5450565843041,703.8613758509231,383227.96120616724,1667115.351735131,37068.14078973832,69456.66493876533,952945.7297024073
34,-0.8660254037844386,0.5000000000000001,spain,paid_web,Кондитерские и пекарни,paid,0,0,0,1,0,5,5,13,1,1572522.7237333402,5493.787431505375,596.1720012372559,3616024.6231607436,129.8184380199686,557.8697569009739,140566.41193159635,1092147.3853172632,9249.91531074114,53825.47707735157,875530.3826212714
35,-0.5000000000000004,0.8660254037844384,spain,paid_web,Кондитерские и пекарни,paid,0,0,0,1,1,5,5,13,1,968909.6809846149,2974.1048340463667,329.32253291921063,2406334.584291202,29.38791539411517,364.7507497077435,0.0,586628.8697412754,0.0,32468.874751159412,756658.7643864163
32,-0.8660254037844384,-0.5000000000000004,spain,paid_web,Косметика и парфюмерия,paid,0,0,1,0,0,5,5,14,1,1147628.4814287955,4432.202215141793,535.7545387272692,2985930.546158672,101.19032841521707,497.25659675771345,253786.81701926677,1600508.7855575732,26788.209964995403,68072.01314546751,774744.6743710118
33,-1.0,-1.8369701987210297e-16,spain,paid_web,Косметика и парфюмерия,paid,0,0,0,1,0,5,5,14,1,1970812.0529512889,7961.106798842372,869.3819730304517,4903156.581026465,224.29720727433167,776.7936393626326,500884.58283721365,1978963.3950016396,49042.364180587436,77081.07741378741,958502.8545593058
34,-0.8660254037844386,0.5000000000000001,spain,paid_web,Косметика и парфюмерия,paid,0,0,0,1,0,5,5,14,1,1555025.7147392612,6665.6293908352945,689.2388330206569,4018042.227291488,161.57058870999614,630.8020204126835,258223.03356264275,1403995.428583772,21224.138701590273,61449.88955237364,881087.5074781701
35,-0.5000000000000004,0.8660254037844384,spain,paid_web,Косметика и парфюмерия,paid,0,0,0,1,1,5,5,14,1,951412.671990536,4145.946793376285,422.3893647026115,2808352.1884219465,61.140066084142745,437.68301321945313,0.0,898476.9130077844,0.0,40093.287226181485,762215.889243315
32,-0.8660254037844384,-0.5000000000000004,spain,paid_web,Магазины чая и кофе,paid,0,0,1,0,0,5,5,15,1,1130131.4724347168,5604.044174471713,628.82137051067,3387948.1502894163,132.94247910524462,570.188860269423,371443.4386503132,1912356.828824082,38762.433355844536,75696.4256204896,780301.7992279103
33,-1.0,-1.8369701987210297e-16,spain,paid_web,Магазины чая и кофе,paid,0,0,0,1,0,5,5,15,1,1953315.04395721,9132.948758172291,962.4488048138526,5305174.18515721,256.0493579643592,849.7259028743422,618541.20446826,2290811.4382681483,61016.58757143657,84705.48988880948,964059.9794162046
34,-0.8660254037844386,0.5000000000000001,spain,paid_web,Магазины чая и кофе,paid,0,0,0,1,0,5,5,15,1,1537528.7057451825,7837.471350165213,782.3056648040578,4420059.831422233,193.3227394000237,703.734283924393,375879.65519368916,1715843.4718502806,33198.36209243939,69074.30202739572,886644.6323350687
35,-0.5000000000000004,0.8660254037844384,spain,paid_web,Магазины чая и кофе,paid,0,0,0,1,1,5,5,15,1,933915.6629964572,5317.788752706205,515.4561964860123,3210369.792552691,92.89221677417027,510.6152767311627,104528.91314257961,1210324.9562742931,0.0,47717.69970120356,767773.0141002135
32,-0.8660254037844384,-0.5000000000000004,spain,paid_web,Украшения,paid,0,0,1,0,0,5,5,28,1,902670.3555116919,20837.98964576066,1838.6901836948814,8614177.003989097,545.7204380756029,1518.308285921648,1900979.5198539167,5966381.391288696,194427.3374368832,174813.7877957765,852544.4223675922
33,-1.0,-1.8369701987210297e-16,spain,paid_web,Украшения,paid,0,0,0,1,0,5,5,28,1,1725853.9270341853,24366.89422946124,2172.317617998064,10531403.03885689,668.8273169347176,1797.845328526567,2148077.2856718637,6344836.000732763,216681.4916524752,183822.85206409643,1036302.6025558864
34,-0.8660254037844386,0.5000000000000001,spain,paid_web,Украшения,paid,0,0,0,1,0,5,5,28,1,1310067.5888221576,23071.416821454164,1992.1744779882692,9646288.685121913,606.100698370382,1651.8537095766178,1905415.7363972927,5769868.034314895,188863.26617347804,168191.66420268264,958887.2554747507
35,-0.5000000000000004,0.8660254037844384,spain,paid_web,Украшения,paid,0,0,0,1,1,5,5,28,1,706454.5460734323,20551.734223995154,1725.3250096702238,8436598.646252371,505.6701757445286,1458.7347023833872,1634064.9943461833,5264349.518738908,153319.75679171435,146835.06187649048,840015.6372398954
32,-0.8660254037844384,-0.5000000000000004,spain,paid_web,Хендмейд и хобби,paid,0,0,1,0,0,5,5,29,1,885173.346517613,22009.83160509058,1931.7570154782823,9016194.608119842,577.4725887656305,1591.240549433357,2018636.1414849632,6278229.434555205,206401.56082773232,182438.20027079858,858101.5472244909
