time_index,month_sin,month_cos,region_to,subdivision,category,q1,q2,q3,q4,holiday_period,time_squared,time_cubed,revenue_total
3,1.0,6.123233995736766e-17,cis,organic_apps,Вкусные наборы,0,1,0,0,0,9,27,5060214.054016934
4,0.8660254037844387,-0.49999999999999983,cis,organic_apps,Вкусные наборы,0,1,0,0,1,16,64,2834157.86753832
1,0.49999999999999994,0.8660254037844387,cis,organic_apps,Воздушные шары,1,0,0,0,1,1,1,2366627.159520517
2,0.8660254037844386,0.5000000000000001,cis,organic_apps,Воздушные шары,1,0,0,0,1,4,8,3292098.2672540653
3,1.0,6.123233995736766e-17,cis,organic_apps,Воздушные шары,0,1,0,0,0,9,27,5060214.054016934
4,0.8660254037844387,-0.49999999999999983,cis,organic_apps,Воздушные шары,0,1,0,0,1,16,64,2834157.86753832
1,0.49999999999999994,0.8660254037844387,cis,organic_apps,Декор,1,0,0,0,1,1,1,2366627.159520517
2,0.8660254037844386,0.5000000000000001,cis,organic_apps,Декор,1,0,0,0,1,4,8,3292098.2672540653
3,1.0,6.123233995736766e-17,cis,organic_apps,Декор,0,1,0,0,0,9,27,5060214.054016934
4,0.8660254037844387,-0.49999999999999983,cis,organic_apps,Декор,0,1,0,0,1,16,64,2834157.86753832
1,0.49999999999999994,0.8660254037844387,cis,organic_apps,Для дома,1,0,0,0,1,1,1,2366627.159520517
2,0.8660254037844386,0.5000000000000001,cis,organic_apps,Для дома,1,0,0,0,1,4,8,3292098.2672540653
3,1.0,6.123233995736766e-17,cis,organic_apps,Для дома,0,1,0,0,0,9,27,5060214.054016934
4,0.8660254037844387,-0.49999999999999983,cis,organic_apps,Для дома,0,1,0,0,1,16,64,2834157.86753832
1,0.49999999999999994,0.8660254037844387,cis,organic_apps,Другое,1,0,0,0,1,1,1,2366627.159520517
2,0.8660254037844386,0.5000000000000001,cis,organic_apps,Другое,1,0,0,0,1,4,8,3292098.2672540653
3,1.0,6.123233995736766e-17,cis,organic_apps,Другое,0,1,0,0,0,9,27,5060214.054016934
4,0.8660254037844387,-0.49999999999999983,cis,organic_apps,Другое,0,1,0,0,1,16,64,2834157.86753832
1,0.49999999999999994,0.8660254037844387,cis,organic_apps,Канцелярские товары,1,0,0,0,1,1,1,2366627.159520517
2,0.8660254037844386,0.5000000000000001,cis,organic_apps,Канцелярские товары,1,0,0,0,1,4,8,3292098.2672540653
3,1.0,6.123233995736766e-17,cis,organic_apps,Канцелярские товары,0,1,0,0,0,9,27,5060214.054016934
4,0.8660254037844387,-0.49999999999999983,cis,organic_apps,Канцелярские товары,0,1,0,0,1,16,64,2834157.86753832
1,0.49999999999999994,0.8660254037844387,cis,organic_apps,Картины,1,0,0,0,1,1,1,2366627.159520517
2,0.8660254037844386,0.5000000000000001,cis,organic_apps,Картины,1,0,0,0,1,4,8,3292098.2672540653
3,1.0,6.123233995736766e-17,cis,organic_apps,Картины,0,1,0,0,0,9,27,5060214.054016934
4,0.8660254037844387,-0.49999999999999983,cis,organic_apps,Картины,0,1,0,0,1,16,64,2834157.86753832
1,0.49999999999999994,0.8660254037844387,cis,organic_apps,Книги,1,0,0,0,1,1,1,2366627.159520517
2,0.8660254037844386,0.5000000000000001,cis,organic_apps,Книги,1,0,0,0,1,4,8,3292098.2672540653
3,1.0,6.123233995736766e-17,cis,organic_apps,Книги,0,1,0,0,0,9,27,5060214.054016934
4,0.8660254037844387,-0.49999999999999983,cis,organic_apps,Книги,0,1,0,0,1,16,64,2834157.86753832
1,0.49999999999999994,0.8660254037844387,cis,organic_apps,Кондитерские и пекарни,1,0,0,0,1,1,1,2366627.159520517
2,0.8660254037844386,0.5000000000000001,cis,organic_apps,Кондитерские и пекарни,1,0,0,0,1,4,8,3292098.2672540653
3,1.0,6.123233995736766e-17,cis,organic_apps,Кондитерские и пекарни,0,1,0,0,0,9,27,5060214.054016934
4,0.8660254037844387,-0.49999999999999983,cis,organic_apps,Кондитерские и пекарни,0,1,0,0,1,16,64,2834157.86753832
1,0.49999999999999994,0.8660254037844387,cis,organic_apps,Косметика и парфюмерия,1,0,0,0,1,1,1,2366627.159520517
2,0.8660254037844386,0.5000000000000001,cis,organic_apps,Косметика и парфюмерия,1,0,0,0,1,4,8,3292098.2672540653
3,1.0,6.123233995736766e-17,cis,organic_apps,Косметика и парфюмерия,0,1,0,0,0,9,27,5060214.054016934
4,0.8660254037844387,-0.49999999999999983,cis,organic_apps,Косметика и парфюмерия,0,1,0,0,1,16,64,2834157.86753832
1,0.49999999999999994,0.8660254037844387,cis,organic_apps,Магазины чая и кофе,1,0,0,0,1,1,1,2366627.159520517
2,0.8660254037844386,0.5000000000000001,cis,organic_apps,Магазины чая и кофе,1,0,0,0,1,4,8,3292098.2672540653
3,1.0,6.123233995736766e-17,cis,organic_apps,Магазины чая и кофе,0,1,0,0,0,9,27,5060214.054016934
4,0.8660254037844387,-0.49999999999999983,cis,organic_apps,Магазины чая и кофе,0,1,0,0,1,16,64,2834157.86753832
1,0.49999999999999994,0.8660254037844387,cis,organic_apps,Одежда,1,0,0,0,1,1,1,2366627.159520517
2,0.8660254037844386,0.5000000000000001,cis,organic_apps,Одежда,1,0,0,0,1,4,8,3292098.2672540653
3,1.0,6.123233995736766e-17,cis,organic_apps,Одежда,0,1,0,0,0,9,27,5060214.054016934
4,0.8660254037844387,-0.49999999999999983,cis,organic_apps,Одежда,0,1,0,0,1,16,64,2834157.86753832
1,0.49999999999999994,0.8660254037844387,cis,organic_apps,Одежда для детей,1,0,0,0,1,1,1,2366627.159520517
2,0.8660254037844386,0.5000000000000001,cis,organic_apps,Одежда для детей,1,0,0,0,1,4,8,3292098.2672540653
3,1.0,6.123233995736766e-17,cis,organic_apps,Одежда для детей,0,1,0,0,0,9,27,5060214.054016934
4,0.8660254037844387,-0.49999999999999983,cis,organic_apps,Одежда для детей,0,1,0,0,1,16,64,2834157.86753832
1,0.49999999999999994,0.8660254037844387,cis,organic_apps,Подарочные сертификаты,1,0,0,0,1,1,1,2366627.159520517
2,0.8660254037844386,0.5000000000000001,cis,organic_apps,Подарочные сертификаты,1,0,0,0,1,4,8,3292098.2672540653
3,1.0,6.123233995736766e-17,cis,organic_apps,Подарочные сертификаты,0,1,0,0,0,9,27,5060214.054016934
4,0.8660254037844387,-0.49999999999999983,cis,organic_apps,Подарочные сертификаты,0,1,0,0,1,16,64,2834157.86753832
1,0.49999999999999994,0.8660254037844387,cis,organic_apps,Посуда,1,0,0,0,1,1,1,2366627.159520517
2,0.8660254037844386,0.5000000000000001,cis,organic_apps,Посуда,1,0,0,0,1,4,8,3292098.2672540653
3,1.0,6.123233995736766e-17,cis,organic_apps,Посуда,0,1,0,0,0,9,27,5060214.054016934
4,0.8660254037844387,-0.49999999999999983,cis,organic_apps,Посуда,0,1,0,0,1,16,64,2834157.86753832
1,0.49999999999999994,0.8660254037844387,cis,organic_apps,Продукты и напитки,1,0,0,0,1,1,1,2366627.159520517
2,0.8660254037844386,0.5000000000000001,cis,organic_apps,Продукты и напитки,1,0,0,0,1,4,8,3292098.2672540653
3,1.0,6.123233995736766e-17,cis,organic_apps,Продукты и напитки,0,1,0,0,0,9,27,5060214.054016934
4,0.8660254037844387,-0.49999999999999983,cis,organic_apps,Продукты и напитки,0,1,0,0,1,16,64,2834157.86753832
1,0.49999999999999994,0.8660254037844387,cis,organic_apps,Съедобные букеты,1,0,0,0,1,1,1,2366627.159520517
2,0.8660254037844386,0.5000000000000001,cis,organic_apps,Съедобные букеты,1,0,0,0,1,4,8,3292098.2672540653
3,1.0,6.123233995736766e-17,cis,organic_apps,Съедобные букеты,0,1,0,0,0,9,27,5060214.054016934
4,0.8660254037844387,-0.49999999999999983,cis,organic_apps,Съедобные букеты,0,1,0,0,1,16,64,2834157.86753832
1,0.49999999999999994,0.8660254037844387,cis,organic_apps,Товары для праздника,1,0,0,0,1,1,1,2366627.159520517
2,0.8660254037844386,0.5000000000000001,cis,organic_apps,Товары для праздника,1,0,0,0,1,4,8,3292098.2672540653
3,1.0,6.123233995736766e-17,cis,organic_apps,Товары для праздника,0,1,0,0,0,9,27,5060214.054016934
4,0.8660254037844387,-0.49999999999999983,cis,organic_apps,Товары для праздника,0,1,0,0,1,16,64,2834157.86753832
1,0.49999999999999994,0.8660254037844387,cis,organic_apps,Украшения,1,0,0,0,1,1,1,2366627.159520517
2,0.8660254037844386,0.5000000000000001,cis,organic_apps,Украшения,1,0,0,0,1,4,8,3292098.2672540653
3,1.0,6.123233995736766e-17,cis,organic_apps,Украшения,0,1,0,0,0,9,27,5060214.054016934
4,0.8660254037844387,-0.49999999999999983,cis,organic_apps,Украшения,0,1,0,0,1,16,64,2834157.86753832
1,0.49999999999999994,0.8660254037844387,cis,organic_apps,Хендмейд и хобби,1,0,0,0,1,1,1,2366627.159520517
2,0.8660254037844386,0.5000000000000001,cis,organic_apps,Хендмейд и хобби,1,0,0,0,1,4,8,3292098.2672540653
3,1.0,6.123233995736766e-17,cis,organic_apps,Хендмейд и хобби,0,1,0,0,0,9,27,5060214.054016934
4,0.8660254037844387,-0.49999999999999983,cis,organic_apps,Хендмейд и хобби,0,1,0,0,1,16,64,2834157.86753832
1,0.49999999999999994,0.8660254037844387,cis,organic_apps,Комнатные растения,1,0,0,0,1,1,1,2366627.159520517
2,0.8660254037844386,0.5000000000000001,cis,organic_apps,Комнатные растения,1,0,0,0,1,4,8,3292098.2672540653
3,1.0,6.123233995736766e-17,cis,organic_apps,Комнатные растения,0,1,0,0,0,9,27,5060214.054016934
4,0.8660254037844387,-0.49999999999999983,cis,organic_apps,Комнатные растения,0,1,0,0,1,16,64,2834157.86753832
1,0.49999999999999994,0.8660254037844387,cis,organic_apps,Цветы,1,0,0,0,1,1,1,2366627.159520517
2,0.8660254037844386,0.5000000000000001,cis,organic_apps,Цветы,1,0,0,0,1,4,8,3292098.2672540653
3,1.0,6.123233995736766e-17,cis,organic_apps,Цветы,0,1,0,0,0,9,27,5060214.054016934
4,0.8660254037844387,-0.49999999999999983,cis,organic_apps,Цветы,0,1,0,0,1,16,64,2834157.86753832
1,0.49999999999999994,0.8660254037844387,cis,organic_web,Аксессуары,1,0,0,0,1,1,1,2366627.159520517
2,0.8660254037844386,0.5000000000000001,cis,organic_web,Аксессуары,1,0,0,0,1,4,8,3292098.2672540653
3,1.0,6.123233995736766e-17,cis,organic_web,Аксессуары,0,1,0,0,0,9,27,5060214.054016934
4,0.8660254037844387,-0.49999999999999983,cis,organic_web,Аксессуары,0,1,0,0,1,16,64,2834157.86753832
1,0.49999999999999994,0.8660254037844387,cis,organic_web,Вкусные наборы,1,0,0,0,1,1,1,2366627.159520517
2,0.8660254037844386,0.5000000000000001,cis,organic_web,Вкусные наборы,1,0,0,0,1,4,8,3292098.2672540653
3,1.0,6.123233995736766e-17,cis,organic_web,Вкусные наборы,0,1,0,0,0,9,27,5060214.054016934
4,0.8660254037844387,-0.49999999999999983,cis,organic_web,Вкусные наборы,0,1,0,0,1,16,64,2834157.86753832
1,0.49999999999999994,0.8660254037844387,cis,organic_web,Воздушные шары,1,0,0,0,1,1,1,2366627.159520517
2,0.8660254037844386,0.5000000000000001,cis,organic_web,Воздушные шары,1,0,0,0,1,4,8,3292098.2672540653
3,1.0,6.123233995736766e-17,cis,organic_web,Воздушные шары,0,1,0,0,0,9,27,5060214.054016934
