time_index,month_sin,month_cos,region_to,subdivision,category,q1,q2,q3,q4,holiday_period,time_squared,time_cubed,revenue_total
1,0.49999999999999994,0.8660254037844387,other,paid_apps,Посуда,1,0,0,0,1,1,1,2366627.159520517
2,0.8660254037844386,0.5000000000000001,other,paid_apps,Посуда,1,0,0,0,1,4,8,3292098.2672540653
3,1.0,6.123233995736766e-17,other,paid_apps,Посуда,0,1,0,0,0,9,27,5060214.054016934
4,0.8660254037844387,-0.49999999999999983,other,paid_apps,Посуда,0,1,0,0,1,16,64,2834157.86753832
1,0.49999999999999994,0.8660254037844387,other,paid_apps,Продукты и напитки,1,0,0,0,1,1,1,2366627.159520517
2,0.8660254037844386,0.5000000000000001,other,paid_apps,Продукты и напитки,1,0,0,0,1,4,8,3292098.2672540653
3,1.0,6.123233995736766e-17,other,paid_apps,Продукты и напитки,0,1,0,0,0,9,27,5060214.054016934
4,0.8660254037844387,-0.49999999999999983,other,paid_apps,Продукты и напитки,0,1,0,0,1,16,64,2834157.86753832
1,0.49999999999999994,0.8660254037844387,other,paid_apps,Товары для праздника,1,0,0,0,1,1,1,2366627.159520517
2,0.8660254037844386,0.5000000000000001,other,paid_apps,Товары для праздника,1,0,0,0,1,4,8,3292098.2672540653
3,1.0,6.123233995736766e-17,other,paid_apps,Товары для праздника,0,1,0,0,0,9,27,5060214.054016934
4,0.8660254037844387,-0.49999999999999983,other,paid_apps,Товары для праздника,0,1,0,0,1,16,64,2834157.86753832
1,0.49999999999999994,0.8660254037844387,other,paid_apps,Украшения,1,0,0,0,1,1,1,2366627.159520517
2,0.8660254037844386,0.5000000000000001,other,paid_apps,Украшения,1,0,0,0,1,4,8,3292098.2672540653
3,1.0,6.123233995736766e-17,other,paid_apps,Украшения,0,1,0,0,0,9,27,5060214.054016934
4,0.8660254037844387,-0.49999999999999983,other,paid_apps,Украшения,0,1,0,0,1,16,64,2834157.86753832
1,0.49999999999999994,0.8660254037844387,other,paid_apps,Хендмейд и хобби,1,0,0,0,1,1,1,2366627.159520517
2,0.8660254037844386,0.5000000000000001,other,paid_apps,Хендмейд и хобби,1,0,0,0,1,4,8,3292098.2672540653
3,1.0,6.123233995736766e-17,other,paid_apps,Хендмейд и хобби,0,1,0,0,0,9,27,5060214.054016934
4,0.8660254037844387,-0.49999999999999983,other,paid_apps,Хендмейд и хобби,0,1,0,0,1,16,64,2834157.86753832
1,0.49999999999999994,0.8660254037844387,other,paid_apps,,1,0,0,0,1,1,1,2366627.159520517
2,0.8660254037844386,0.5000000000000001,other,paid_apps,,1,0,0,0,1,4,8,3292098.2672540653
3,1.0,6.123233995736766e-17,other,paid_apps,,0,1,0,0,0,9,27,5060214.054016934
4,0.8660254037844387,-0.49999999999999983,other,paid_apps,,0,1,0,0,1,16,64,2834157.86753832
1,0.49999999999999994,0.8660254037844387,other,paid_apps,Комнатные растения,1,0,0,0,1,1,1,2366627.159520517
2,0.8660254037844386,0.5000000000000001,other,paid_apps,Комнатные растения,1,0,0,0,1,4,8,3292098.2672540653
3,1.0,6.123233995736766e-17,other,paid_apps,Комнатные растения,0,1,0,0,0,9,27,5060214.054016934
4,0.8660254037844387,-0.49999999999999983,other,paid_apps,Комнатные растения,0,1,0,0,1,16,64,2834157.86753832
1,0.49999999999999994,0.8660254037844387,other,paid_apps,Цветы,1,0,0,0,1,1,1,2366627.159520517
2,0.8660254037844386,0.5000000000000001,other,paid_apps,Цветы,1,0,0,0,1,4,8,3292098.2672540653
3,1.0,6.123233995736766e-17,other,paid_apps,Цветы,0,1,0,0,0,9,27,5060214.054016934
4,0.8660254037844387,-0.49999999999999983,other,paid_apps,Цветы,0,1,0,0,1,16,64,2834157.86753832
1,0.49999999999999994,0.8660254037844387,other,paid_web,Аксессуары,1,0,0,0,1,1,1,2366627.159520517
2,0.8660254037844386,0.5000000000000001,other,paid_web,Аксессуары,1,0,0,0,1,4,8,3292098.2672540653
3,1.0,6.123233995736766e-17,other,paid_web,Аксессуары,0,1,0,0,0,9,27,5060214.054016934
4,0.8660254037844387,-0.49999999999999983,other,paid_web,Аксессуары,0,1,0,0,1,16,64,2834157.86753832
1,0.49999999999999994,0.8660254037844387,other,paid_web,Декор,1,0,0,0,1,1,1,2366627.159520517
2,0.8660254037844386,0.5000000000000001,other,paid_web,Декор,1,0,0,0,1,4,8,3292098.2672540653
3,1.0,6.123233995736766e-17,other,paid_web,Декор,0,1,0,0,0,9,27,5060214.054016934
4,0.8660254037844387,-0.49999999999999983,other,paid_web,Декор,0,1,0,0,1,16,64,2834157.86753832
1,0.49999999999999994,0.8660254037844387,other,paid_web,Картины,1,0,0,0,1,1,1,2366627.159520517
2,0.8660254037844386,0.5000000000000001,other,paid_web,Картины,1,0,0,0,1,4,8,3292098.2672540653
3,1.0,6.123233995736766e-17,other,paid_web,Картины,0,1,0,0,0,9,27,5060214.054016934
4,0.8660254037844387,-0.49999999999999983,other,paid_web,Картины,0,1,0,0,1,16,64,2834157.86753832
1,0.49999999999999994,0.8660254037844387,other,paid_web,Кондитерские и пекарни,1,0,0,0,1,1,1,2366627.159520517
2,0.8660254037844386,0.5000000000000001,other,paid_web,Кондитерские и пекарни,1,0,0,0,1,4,8,3292098.2672540653
3,1.0,6.123233995736766e-17,other,paid_web,Кондитерские и пекарни,0,1,0,0,0,9,27,5060214.054016934
4,0.8660254037844387,-0.49999999999999983,other,paid_web,Кондитерские и пекарни,0,1,0,0,1,16,64,2834157.86753832
1,0.49999999999999994,0.8660254037844387,other,paid_web,Косметика и парфюмерия,1,0,0,0,1,1,1,2366627.159520517
2,0.8660254037844386,0.5000000000000001,other,paid_web,Косметика и парфюмерия,1,0,0,0,1,4,8,3292098.2672540653
3,1.0,6.123233995736766e-17,other,paid_web,Косметика и парфюмерия,0,1,0,0,0,9,27,5060214.054016934
4,0.8660254037844387,-0.49999999999999983,other,paid_web,Косметика и парфюмерия,0,1,0,0,1,16,64,2834157.86753832
1,0.49999999999999994,0.8660254037844387,other,paid_web,Посуда,1,0,0,0,1,1,1,2366627.159520517
2,0.8660254037844386,0.5000000000000001,other,paid_web,Посуда,1,0,0,0,1,4,8,3292098.2672540653
3,1.0,6.123233995736766e-17,other,paid_web,Посуда,0,1,0,0,0,9,27,5060214.054016934
4,0.8660254037844387,-0.49999999999999983,other,paid_web,Посуда,0,1,0,0,1,16,64,2834157.86753832
1,0.49999999999999994,0.8660254037844387,other,paid_web,Продукты и напитки,1,0,0,0,1,1,1,2366627.159520517
2,0.8660254037844386,0.5000000000000001,other,paid_web,Продукты и напитки,1,0,0,0,1,4,8,3292098.2672540653
3,1.0,6.123233995736766e-17,other,paid_web,Продукты и напитки,0,1,0,0,0,9,27,5060214.054016934
4,0.8660254037844387,-0.49999999999999983,other,paid_web,Продукты и напитки,0,1,0,0,1,16,64,2834157.86753832
1,0.49999999999999994,0.8660254037844387,other,paid_web,Съедобные букеты,1,0,0,0,1,1,1,2366627.159520517
2,0.8660254037844386,0.5000000000000001,other,paid_web,Съедобные букеты,1,0,0,0,1,4,8,3292098.2672540653
3,1.0,6.123233995736766e-17,other,paid_web,Съедобные букеты,0,1,0,0,0,9,27,5060214.054016934
4,0.8660254037844387,-0.49999999999999983,other,paid_web,Съедобные букеты,0,1,0,0,1,16,64,2834157.86753832
1,0.49999999999999994,0.8660254037844387,other,paid_web,Товары для праздника,1,0,0,0,1,1,1,2366627.159520517
2,0.8660254037844386,0.5000000000000001,other,paid_web,Товары для праздника,1,0,0,0,1,4,8,3292098.2672540653
3,1.0,6.123233995736766e-17,other,paid_web,Товары для праздника,0,1,0,0,0,9,27,5060214.054016934
4,0.8660254037844387,-0.49999999999999983,other,paid_web,Товары для праздника,0,1,0,0,1,16,64,2834157.86753832
1,0.49999999999999994,0.8660254037844387,other,paid_web,Украшения,1,0,0,0,1,1,1,2366627.159520517
2,0.8660254037844386,0.5000000000000001,other,paid_web,Украшения,1,0,0,0,1,4,8,3292098.2672540653
3,1.0,6.123233995736766e-17,other,paid_web,Украшения,0,1,0,0,0,9,27,5060214.054016934
4,0.8660254037844387,-0.49999999999999983,other,paid_web,Украшения,0,1,0,0,1,16,64,2834157.86753832
1,0.49999999999999994,0.8660254037844387,other,paid_web,Хендмейд и хобби,1,0,0,0,1,1,1,2366627.159520517
2,0.8660254037844386,0.5000000000000001,other,paid_web,Хендмейд и хобби,1,0,0,0,1,4,8,3292098.2672540653
3,1.0,6.123233995736766e-17,other,paid_web,Хендмейд и хобби,0,1,0,0,0,9,27,5060214.054016934
4,0.8660254037844387,-0.49999999999999983,other,paid_web,Хендмейд и хобби,0,1,0,0,1,16,64,2834157.86753832
1,0.49999999999999994,0.8660254037844387,other,paid_web,Комнатные растения,1,0,0,0,1,1,1,2366627.159520517
2,0.8660254037844386,0.5000000000000001,other,paid_web,Комнатные растения,1,0,0,0,1,4,8,3292098.2672540653
3,1.0,6.123233995736766e-17,other,paid_web,Комнатные растения,0,1,0,0,0,9,27,5060214.054016934
4,0.8660254037844387,-0.49999999999999983,other,paid_web,Комнатные растения,0,1,0,0,1,16,64,2834157.86753832
1,0.49999999999999994,0.8660254037844387,other,paid_web,Цветы,1,0,0,0,1,1,1,2366627.159520517
2,0.8660254037844386,0.5000000000000001,other,paid_web,Цветы,1,0,0,0,1,4,8,3292098.2672540653
3,1.0,6.123233995736766e-17,other,paid_web,Цветы,0,1,0,0,0,9,27,5060214.054016934
4,0.8660254037844387,-0.49999999999999983,other,paid_web,Цветы,0,1,0,0,1,16,64,2834157.86753832
1,0.49999999999999994,0.8660254037844387,other,partners,Вкусные наборы,1,0,0,0,1,1,1,2366627.159520517
2,0.8660254037844386,0.5000000000000001,other,partners,Вкусные наборы,1,0,0,0,1,4,8,3292098.2672540653
3,1.0,6.123233995736766e-17,other,partners,Вкусные наборы,0,1,0,0,0,9,27,5060214.054016934
4,0.8660254037844387,-0.49999999999999983,other,partners,Вкусные наборы,0,1,0,0,1,16,64,2834157.86753832
1,0.49999999999999994,0.8660254037844387,other,partners,Кондитерские и пекарни,1,0,0,0,1,1,1,2366627.159520517
2,0.8660254037844386,0.5000000000000001,other,partners,Кондитерские и пекарни,1,0,0,0,1,4,8,3292098.2672540653
3,1.0,6.123233995736766e-17,other,partners,Кондитерские и пекарни,0,1,0,0,0,9,27,5060214.054016934
4,0.8660254037844387,-0.49999999999999983,other,partners,Кондитерские и пекарни,0,1,0,0,1,16,64,2834157.86753832
1,0.49999999999999994,0.8660254037844387,other,partners,Украшения,1,0,0,0,1,1,1,2366627.159520517
2,0.8660254037844386,0.5000000000000001,other,partners,Украшения,1,0,0,0,1,4,8,3292098.2672540653
3,1.0,6.123233995736766e-17,other,partners,Украшения,0,1,0,0,0,9,27,5060214.054016934
4,0.8660254037844387,-0.49999999999999983,other,partners,Украшения,0,1,0,0,1,16,64,2834157.86753832
1,0.49999999999999994,0.8660254037844387,other,partners,Комнатные растения,1,0,0,0,1,1,1,2366627.159520517
2,0.8660254037844386,0.5000000000000001,other,partners,Комнатные растения,1,0,0,0,1,4,8,3292098.2672540653
3,1.0,6.123233995736766e-17,other,partners,Комнатные растения,0,1,0,0,0,9,27,5060214.054016934
4,0.8660254037844387,-0.49999999999999983,other,partners,Комнатные растения,0,1,0,0,1,16,64,2834157.86753832
1,0.49999999999999994,0.8660254037844387,other,partners,Цветы,1,0,0,0,1,1,1,2366627.159520517
2,0.8660254037844386,0.5000000000000001,other,partners,Цветы,1,0,0,0,1,4,8,3292098.2672540653
3,1.0,6.123233995736766e-17,other,partners,Цветы,0,1,0,0,0,9,27,5060214.054016934
4,0.8660254037844387,-0.49999999999999983,other,partners,Цветы,0,1,0,0,1,16,64,2834157.86753832
1,0.49999999999999994,0.8660254037844387,other,retention,Аксессуары,1,0,0,0,1,1,1,2366627.159520517
2,0.8660254037844386,0.5000000000000001,other,retention,Аксессуары,1,0,0,0,1,4,8,3292098.2672540653
3,1.0,6.123233995736766e-17,other,retention,Аксессуары,0,1,0,0,0,9,27,5060214.054016934
4,0.8660254037844387,-0.49999999999999983,other,retention,Аксессуары,0,1,0,0,1,16,64,2834157.86753832
1,0.49999999999999994,0.8660254037844387,other,retention,Воздушные шары,1,0,0,0,1,1,1,2366627.159520517
2,0.8660254037844386,0.5000000000000001,other,retention,Воздушные шары,1,0,0,0,1,4,8,3292098.2672540653
3,1.0,6.123233995736766e-17,other,retention,Воздушные шары,0,1,0,0,0,9,27,5060214.054016934
4,0.8660254037844387,-0.49999999999999983,other,retention,Воздушные шары,0,1,0,0,1,16,64,2834157.86753832
1,0.49999999999999994,0.8660254037844387,other,retention,Декор,1,0,0,0,1,1,1,2366627.159520517
2,0.8660254037844386,0.5000000000000001,other,retention,Декор,1,0,0,0,1,4,8,3292098.2672540653
3,1.0,6.123233995736766e-17,other,retention,Декор,0,1,0,0,0,9,27,5060214.054016934
4,0.8660254037844387,-0.49999999999999983,other,retention,Декор,0,1,0,0,1,16,64,2834157.86753832
1,0.49999999999999994,0.8660254037844387,other,retention,Зоотовары,1,0,0,0,1,1,1,2366627.159520517
2,0.8660254037844386,0.5000000000000001,other,retention,Зоотовары,1,0,0,0,1,4,8,3292098.2672540653
3,1.0,6.123233995736766e-17,other,retention,Зоотовары,0,1,0,0,0,9,27,5060214.054016934
4,0.8660254037844387,-0.49999999999999983,other,retention,Зоотовары,0,1,0,0,1,16,64,2834157.86753832
1,0.49999999999999994,0.8660254037844387,other,retention,Кондитерские и пекарни,1,0,0,0,1,1,1,2366627.159520517
2,0.8660254037844386,0.5000000000000001,other,retention,Кондитерские и пекарни,1,0,0,0,1,4,8,3292098.2672540653
3,1.0,6.123233995736766e-17,other,retention,Кондитерские и пекарни,0,1,0,0,0,9,27,5060214.054016934
4,0.8660254037844387,-0.49999999999999983,other,retention,Кондитерские и пекарни,0,1,0,0,1,16,64,2834157.86753832
1,0.49999999999999994,0.8660254037844387,other,retention,Продукты и напитки,1,0,0,0,1,1,1,2366627.159520517
2,0.8660254037844386,0.5000000000000001,other,retention,Продукты и напитки,1,0,0,0,1,4,8,3292098.2672540653
3,1.0,6.123233995736766e-17,other,retention,Продукты и напитки,0,1,0,0,0,9,27,5060214.054016934
4,0.8660254037844387,-0.49999999999999983,other,retention,Продукты и напитки,0,1,0,0,1,16,64,2834157.86753832
1,0.49999999999999994,0.8660254037844387,other,retention,Товары для праздника,1,0,0,0,1,1,1,2366627.159520517
2,0.8660254037844386,0.5000000000000001,other,retention,Товары для праздника,1,0,0,0,1,4,8,3292098.2672540653
3,1.0,6.123233995736766e-17,other,retention,Товары для праздника,0,1,0,0,0,9,27,5060214.054016934
4,0.8660254037844387,-0.49999999999999983,other,retention,Товары для праздника,0,1,0,0,1,16,64,2834157.86753832
1,0.49999999999999994,0.8660254037844387,other,retention,Украшения,1,0,0,0,1,1,1,2366627.159520517
2,0.8660254037844386,0.5000000000000001,other,retention,Украшения,1,0,0,0,1,4,8,3292098.2672540653
3,1.0,6.123233995736766e-17,other,retention,Украшения,0,1,0,0,0,9,27,5060214.054016934
4,0.8660254037844387,-0.49999999999999983,other,retention,Украшения,0,1,0,0,1,16,64,2834157.86753832
1,0.49999999999999994,0.8660254037844387,other,retention,Хендмейд и хобби,1,0,0,0,1,1,1,2366627.159520517
2,0.8660254037844386,0.5000000000000001,other,retention,Хендмейд и хобби,1,0,0,0,1,4,8,3292098.2672540653
3,1.0,6.123233995736766e-17,other,retention,Хендмейд и хобби,0,1,0,0,0,9,27,5060214.054016934
4,0.8660254037844387,-0.49999999999999983,other,retention,Хендмейд и хобби,0,1,0,0,1,16,64,2834157.86753832
1,0.49999999999999994,0.8660254037844387,other,retention,Комнатные растения,1,0,0,0,1,1,1,2366627.159520517
2,0.8660254037844386,0.5000000000000001,other,retention,Комнатные растения,1,0,0,0,1,4,8,3292098.2672540653
3,1.0,6.123233995736766e-17,other,retention,Комнатные растения,0,1,0,0,0,9,27,5060214.054016934
4,0.8660254037844387,-0.49999999999999983,other,retention,Комнатные растения,0,1,0,0,1,16,64,2834157.86753832
1,0.49999999999999994,0.8660254037844387,other,retention,Цветы,1,0,0,0,1,1,1,2366627.159520517
2,0.8660254037844386,0.5000000000000001,other,retention,Цветы,1,0,0,0,1,4,8,3292098.2672540653
3,1.0,6.123233995736766e-17,other,retention,Цветы,0,1,0,0,0,9,27,5060214.054016934
4,0.8660254037844387,-0.49999999999999983,other,retention,Цветы,0,1,0,0,1,16,64,2834157.86753832
1,0.49999999999999994,0.8660254037844387,russia,brand,Аксессуары,1,0,0,0,1,1,1,2366627.159520517
2,0.8660254037844386,0.5000000000000001,russia,brand,Аксессуары,1,0,0,0,1,4,8,3292098.2672540653
3,1.0,6.123233995736766e-17,russia,brand,Аксессуары,0,1,0,0,0,9,27,5060214.054016934
4,0.8660254037844387,-0.49999999999999983,russia,brand,Аксессуары,0,1,0,0,1,16,64,2834157.86753832
1,0.49999999999999994,0.8660254037844387,russia,brand,Вкусные наборы,1,0,0,0,1,1,1,2366627.159520517
2,0.8660254037844386,0.5000000000000001,russia,brand,Вкусные наборы,1,0,0,0,1,4,8,3292098.2672540653
3,1.0,6.123233995736766e-17,russia,brand,Вкусные наборы,0,1,0,0,0,9,27,5060214.054016934
4,0.8660254037844387,-0.49999999999999983,russia,brand,Вкусные наборы,0,1,0,0,1,16,64,2834157.86753832
1,0.49999999999999994,0.8660254037844387,russia,brand,Воздушные шары,1,0,0,0,1,1,1,2366627.159520517
2,0.8660254037844386,0.5000000000000001,russia,brand,Воздушные шары,1,0,0,0,1,4,8,3292098.2672540653
3,1.0,6.123233995736766e-17,russia,brand,Воздушные шары,0,1,0,0,0,9,27,5060214.054016934
4,0.8660254037844387,-0.49999999999999983,russia,brand,Воздушные шары,0,1,0,0,1,16,64,2834157.86753832
1,0.49999999999999994,0.8660254037844387,russia,brand,Декор,1,0,0,0,1,1,1,2366627.159520517
2,0.8660254037844386,0.5000000000000001,russia,brand,Декор,1,0,0,0,1,4,8,3292098.2672540653
3,1.0,6.123233995736766e-17,russia,brand,Декор,0,1,0,0,0,9,27,5060214.054016934
4,0.8660254037844387,-0.49999999999999983,russia,brand,Декор,0,1,0,0,1,16,64,2834157.86753832
1,0.49999999999999994,0.8660254037844387,russia,brand,Для дома,1,0,0,0,1,1,1,2366627.159520517
2,0.8660254037844386,0.5000000000000001,russia,brand,Для дома,1,0,0,0,1,4,8,3292098.2672540653
3,1.0,6.123233995736766e-17,russia,brand,Для дома,0,1,0,0,0,9,27,5060214.054016934
4,0.8660254037844387,-0.49999999999999983,russia,brand,Для дома,0,1,0,0,1,16,64,2834157.86753832
1,0.49999999999999994,0.8660254037844387,russia,brand,Другое,1,0,0,0,1,1,1,2366627.159520517
2,0.8660254037844386,0.5000000000000001,russia,brand,Другое,1,0,0,0,1,4,8,3292098.2672540653
3,1.0,6.123233995736766e-17,russia,brand,Другое,0,1,0,0,0,9,27,5060214.054016934
4,0.8660254037844387,-0.49999999999999983,russia,brand,Другое,0,1,0,0,1,16,64,2834157.86753832
1,0.49999999999999994,0.8660254037844387,russia,brand,Зоотовары,1,0,0,0,1,1,1,2366627.159520517
2,0.8660254037844386,0.5000000000000001,russia,brand,Зоотовары,1,0,0,0,1,4,8,3292098.2672540653
3,1.0,6.123233995736766e-17,russia,brand,Зоотовары,0,1,0,0,0,9,27,5060214.054016934
4,0.8660254037844387,-0.49999999999999983,russia,brand,Зоотовары,0,1,0,0,1,16,64,2834157.86753832
1,0.49999999999999994,0.8660254037844387,russia,brand,Канцелярские товары,1,0,0,0,1,1,1,2366627.159520517
2,0.8660254037844386,0.5000000000000001,russia,brand,Канцелярские товары,1,0,0,0,1,4,8,3292098.2672540653
3,1.0,6.123233995736766e-17,russia,brand,Канцелярские товары,0,1,0,0,0,9,27,5060214.054016934
4,0.8660254037844387,-0.49999999999999983,russia,brand,Канцелярские товары,0,1,0,0,1,16,64,2834157.86753832
1,0.49999999999999994,0.8660254037844387,russia,brand,Картины,1,0,0,0,1,1,1,2366627.159520517
2,0.8660254037844386,0.5000000000000001,russia,brand,Картины,1,0,0,0,1,4,8,3292098.2672540653
3,1.0,6.123233995736766e-17,russia,brand,Картины,0,1,0,0,0,9,27,5060214.054016934
4,0.8660254037844387,-0.49999999999999983,russia,brand,Картины,0,1,0,0,1,16,64,2834157.86753832
1,0.49999999999999994,0.8660254037844387,russia,brand,Книги,1,0,0,0,1,1,1,2366627.159520517
2,0.8660254037844386,0.5000000000000001,russia,brand,Книги,1,0,0,0,1,4,8,3292098.2672540653
3,1.0,6.123233995736766e-17,russia,brand,Книги,0,1,0,0,0,9,27,5060214.054016934
4,0.8660254037844387,-0.49999999999999983,russia,brand,Книги,0,1,0,0,1,16,64,2834157.86753832
1,0.49999999999999994,0.8660254037844387,russia,brand,Кондитерские и пекарни,1,0,0,0,1,1,1,2366627.159520517
2,0.8660254037844386,0.5000000000000001,russia,brand,Кондитерские и пекарни,1,0,0,0,1,4,8,3292098.2672540653
3,1.0,6.123233995736766e-17,russia,brand,Кондитерские и пекарни,0,1,0,0,0,9,27,5060214.054016934
4,0.8660254037844387,-0.49999999999999983,russia,brand,Кондитерские и пекарни,0,1,0,0,1,16,64,2834157.86753832
1,0.49999999999999994,0.8660254037844387,russia,brand,Косметика и парфюмерия,1,0,0,0,1,1,1,2366627.159520517
2,0.8660254037844386,0.5000000000000001,russia,brand,Косметика и парфюмерия,1,0,0,0,1,4,8,3292098.2672540653
3,1.0,6.123233995736766e-17,russia,brand,Косметика и парфюмерия,0,1,0,0,0,9,27,5060214.054016934
4,0.8660254037844387,-0.49999999999999983,russia,brand,Косметика и парфюмерия,0,1,0,0,1,16,64,2834157.86753832
1,0.49999999999999994,0.8660254037844387,russia,brand,Магазины чая и кофе,1,0,0,0,1,1,1,2366627.159520517
2,0.8660254037844386,0.5000000000000001,russia,brand,Магазины чая и кофе,1,0,0,0,1,4,8,3292098.2672540653
3,1.0,6.123233995736766e-17,russia,brand,Магазины чая и кофе,0,1,0,0,0,9,27,5060214.054016934
4,0.8660254037844387,-0.49999999999999983,russia,brand,Магазины чая и кофе,0,1,0,0,1,16,64,2834157.86753832
1,0.49999999999999994,0.8660254037844387,russia,brand,Обувь,1,0,0,0,1,1,1,2366627.159520517
2,0.8660254037844386,0.5000000000000001,russia,brand,Обувь,1,0,0,0,1,4,8,3292098.2672540653
3,1.0,6.123233995736766e-17,russia,brand,Обувь,0,1,0,0,0,9,27,5060214.054016934
4,0.8660254037844387,-0.49999999999999983,russia,brand,Обувь,0,1,0,0,1,16,64,2834157.86753832
1,0.49999999999999994,0.8660254037844387,russia,brand,Одежда,1,0,0,0,1,1,1,2366627.159520517
2,0.8660254037844386,0.5000000000000001,russia,brand,Одежда,1,0,0,0,1,4,8,3292098.2672540653
3,1.0,6.123233995736766e-17,russia,brand,Одежда,0,1,0,0,0,9,27,5060214.054016934
4,0.8660254037844387,-0.49999999999999983,russia,brand,Одежда,0,1,0,0,1,16,64,2834157.86753832
1,0.49999999999999994,0.8660254037844387,russia,brand,Одежда для детей,1,0,0,0,1,1,1,2366627.159520517
2,0.8660254037844386,0.5000000000000001,russia,brand,Одежда для детей,1,0,0,0,1,4,8,3292098.2672540653
3,1.0,6.123233995736766e-17,russia,brand,Одежда для детей,0,1,0,0,0,9,27,5060214.054016934
4,0.8660254037844387,-0.49999999999999983,russia,brand,Одежда для детей,0,1,0,0,1,16,64,2834157.86753832
1,0.49999999999999994,0.8660254037844387,russia,brand,Подарочные сертификаты,1,0,0,0,1,1,1,2366627.159520517
2,0.8660254037844386,0.5000000000000001,russia,brand,Подарочные сертификаты,1,0,0,0,1,4,8,3292098.2672540653
3,1.0,6.123233995736766e-17,russia,brand,Подарочные сертификаты,0,1,0,0,0,9,27,5060214.054016934
4,0.8660254037844387,-0.49999999999999983,russia,brand,Подарочные сертификаты,0,1,0,0,1,16,64,2834157.86753832
1,0.49999999999999994,0.8660254037844387,russia,brand,Посуда,1,0,0,0,1,1,1,2366627.159520517
2,0.8660254037844386,0.5000000000000001,russia,brand,Посуда,1,0,0,0,1,4,8,3292098.2672540653
3,1.0,6.123233995736766e-17,russia,brand,Посуда,0,1,0,0,0,9,27,5060214.054016934
4,0.8660254037844387,-0.49999999999999983,russia,brand,Посуда,0,1,0,0,1,16,64,2834157.86753832
1,0.49999999999999994,0.8660254037844387,russia,brand,Продукты и напитки,1,0,0,0,1,1,1,2366627.159520517
2,0.8660254037844386,0.5000000000000001,russia,brand,Продукты и напитки,1,0,0,0,1,4,8,3292098.2672540653
3,1.0,6.123233995736766e-17,russia,brand,Продукты и напитки,0,1,0,0,0,9,27,5060214.054016934
4,0.8660254037844387,-0.49999999999999983,russia,brand,Продукты и напитки,0,1,0,0,1,16,64,2834157.86753832
1,0.49999999999999994,0.8660254037844387,russia,brand,Съедобные букеты,1,0,0,0,1,1,1,2366627.159520517
2,0.8660254037844386,0.5000000000000001,russia,brand,Съедобные букеты,1,0,0,0,1,4,8,3292098.2672540653
3,1.0,6.123233995736766e-17,russia,brand,Съедобные букеты,0,1,0,0,0,9,27,5060214.054016934
4,0.8660254037844387,-0.49999999999999983,russia,brand,Съедобные букеты,0,1,0,0,1,16,64,2834157.86753832
1,0.49999999999999994,0.8660254037844387,russia,brand,Товары для праздника,1,0,0,0,1,1,1,2366627.159520517
2,0.8660254037844386,0.5000000000000001,russia,brand,Товары для праздника,1,0,0,0,1,4,8,3292098.2672540653
3,1.0,6.123233995736766e-17,russia,brand,Товары для праздника,0,1,0,0,0,9,27,5060214.054016934
4,0.8660254037844387,-0.49999999999999983,russia,brand,Товары для праздника,0,1,0,0,1,16,64,2834157.86753832
1,0.49999999999999994,0.8660254037844387,russia,brand,Украшения,1,0,0,0,1,1,1,2366627.159520517
2,0.8660254037844386,0.5000000000000001,russia,brand,Украшения,1,0,0,0,1,4,8,3292098.2672540653
3,1.0,6.123233995736766e-17,russia,brand,Украшения,0,1,0,0,0,9,27,5060214.054016934
4,0.8660254037844387,-0.49999999999999983,russia,brand,Украшения,0,1,0,0,1,16,64,2834157.86753832
1,0.49999999999999994,0.8660254037844387,russia,brand,Хендмейд и хобби,1,0,0,0,1,1,1,2366627.159520517
2,0.8660254037844386,0.5000000000000001,russia,brand,Хендмейд и хобби,1,0,0,0,1,4,8,3292098.2672540653
3,1.0,6.123233995736766e-17,russia,brand,Хендмейд и хобби,0,1,0,0,0,9,27,5060214.054016934
4,0.8660254037844387,-0.49999999999999983,russia,brand,Хендмейд и хобби,0,1,0,0,1,16,64,2834157.86753832
1,0.49999999999999994,0.8660254037844387,russia,brand,,1,0,0,0,1,1,1,2366627.159520517
2,0.8660254037844386,0.5000000000000001,russia,brand,,1,0,0,0,1,4,8,3292098.2672540653
3,1.0,6.123233995736766e-17,russia,brand,,0,1,0,0,0,9,27,5060214.054016934
4,0.8660254037844387,-0.49999999999999983,russia,brand,,0,1,0,0,1,16,64,2834157.86753832
1,0.49999999999999994,0.8660254037844387,russia,brand,Комнатные растения,1,0,0,0,1,1,1,2366627.159520517
2,0.8660254037844386,0.5000000000000001,russia,brand,Комнатные растения,1,0,0,0,1,4,8,3292098.2672540653
3,1.0,6.123233995736766e-17,russia,brand,Комнатные растения,0,1,0,0,0,9,27,5060214.054016934
4,0.8660254037844387,-0.49999999999999983,russia,brand,Комнатные растения,0,1,0,0,1,16,64,2834157.86753832
1,0.49999999999999994,0.8660254037844387,russia,brand,Цветы,1,0,0,0,1,1,1,2366627.159520517
2,0.8660254037844386,0.5000000000000001,russia,brand,Цветы,1,0,0,0,1,4,8,3292098.2672540653
3,1.0,6.123233995736766e-17,russia,brand,Цветы,0,1,0,0,0,9,27,5060214.054016934
4,0.8660254037844387,-0.49999999999999983,russia,brand,Цветы,0,1,0,0,1,16,64,2834157.86753832
