time_index,month_sin,month_cos,region_to,subdivision,category,q1,q2,q3,q4,holiday_period,revenue_total
34,-0.8660254037844386,0.5000000000000001,other,paid_apps,Продукты и напитки,0,0,0,1,0,7017085.442795444
35,-0.5000000000000004,0.8660254037844384,other,paid_apps,Продукты и напитки,0,0,0,1,1,6132765.585616577
32,-0.8660254037844384,-0.5000000000000004,other,paid_apps,Товары для праздника,0,0,1,0,0,5541109.498643566
33,-1.0,-1.8369701987210297e-16,other,paid_apps,Товары для праздника,0,0,0,1,0,7671533.546882434
34,-0.8660254037844386,0.5000000000000001,other,paid_apps,Товары для праздника,0,0,0,1,0,7017085.442795444
35,-0.5000000000000004,0.8660254037844384,other,paid_apps,Товары для праздника,0,0,0,1,1,6132765.585616577
32,-0.8660254037844384,-0.5000000000000004,other,paid_apps,Украшения,0,0,1,0,0,5541109.498643566
33,-1.0,-1.8369701987210297e-16,other,paid_apps,Украшения,0,0,0,1,0,7671533.546882434
34,-0.8660254037844386,0.5000000000000001,other,paid_apps,Украшения,0,0,0,1,0,7017085.442795444
35,-0.5000000000000004,0.8660254037844384,other,paid_apps,Украшения,0,0,0,1,1,6132765.585616577
32,-0.8660254037844384,-0.5000000000000004,other,paid_apps,Хендмейд и хобби,0,0,1,0,0,5541109.498643566
33,-1.0,-1.8369701987210297e-16,other,paid_apps,Хендмейд и хобби,0,0,0,1,0,7671533.546882434
34,-0.8660254037844386,0.5000000000000001,other,paid_apps,Хендмейд и хобби,0,0,0,1,0,7017085.442795444
35,-0.5000000000000004,0.8660254037844384,other,paid_apps,Хендмейд и хобби,0,0,0,1,1,6132765.585616577
32,-0.8660254037844384,-0.5000000000000004,other,paid_apps,,0,0,1,0,0,5541109.498643566
33,-1.0,-1.8369701987210297e-16,other,paid_apps,,0,0,0,1,0,7671533.546882434
34,-0.8660254037844386,0.5000000000000001,other,paid_apps,,0,0,0,1,0,7017085.442795444
35,-0.5000000000000004,0.8660254037844384,other,paid_apps,,0,0,0,1,1,6132765.585616577
32,-0.8660254037844384,-0.5000000000000004,other,paid_apps,Комнатные растения,0,0,1,0,0,5541109.498643566
33,-1.0,-1.8369701987210297e-16,other,paid_apps,Комнатные растения,0,0,0,1,0,7671533.546882434
34,-0.8660254037844386,0.5000000000000001,other,paid_apps,Комнатные растения,0,0,0,1,0,7017085.442795444
35,-0.5000000000000004,0.8660254037844384,other,paid_apps,Комнатные растения,0,0,0,1,1,6132765.585616577
32,-0.8660254037844384,-0.5000000000000004,other,paid_apps,Цветы,0,0,1,0,0,5541109.498643566
33,-1.0,-1.8369701987210297e-16,other,paid_apps,Цветы,0,0,0,1,0,7671533.546882434
34,-0.8660254037844386,0.5000000000000001,other,paid_apps,Цветы,0,0,0,1,0,7017085.442795444
35,-0.5000000000000004,0.8660254037844384,other,paid_apps,Цветы,0,0,0,1,1,6132765.585616577
32,-0.8660254037844384,-0.5000000000000004,other,paid_web,Аксессуары,0,0,1,0,0,5541109.498643566
33,-1.0,-1.8369701987210297e-16,other,paid_web,Аксессуары,0,0,0,1,0,7671533.546882434
34,-0.8660254037844386,0.5000000000000001,other,paid_web,Аксессуары,0,0,0,1,0,7017085.442795444
35,-0.5000000000000004,0.8660254037844384,other,paid_web,Аксессуары,0,0,0,1,1,6132765.585616577
32,-0.8660254037844384,-0.5000000000000004,other,paid_web,Декор,0,0,1,0,0,5541109.498643566
33,-1.0,-1.8369701987210297e-16,other,paid_web,Декор,0,0,0,1,0,7671533.546882434
34,-0.8660254037844386,0.5000000000000001,other,paid_web,Декор,0,0,0,1,0,7017085.442795444
35,-0.5000000000000004,0.8660254037844384,other,paid_web,Декор,0,0,0,1,1,6132765.585616577
32,-0.8660254037844384,-0.5000000000000004,other,paid_web,Картины,0,0,1,0,0,5541109.498643566
33,-1.0,-1.8369701987210297e-16,other,paid_web,Картины,0,0,0,1,0,7671533.546882434
34,-0.8660254037844386,0.5000000000000001,other,paid_web,Картины,0,0,0,1,0,7017085.442795444
35,-0.5000000000000004,0.8660254037844384,other,paid_web,Картины,0,0,0,1,1,6132765.585616577
32,-0.8660254037844384,-0.5000000000000004,other,paid_web,Кондитерские и пекарни,0,0,1,0,0,5541109.498643566
33,-1.0,-1.8369701987210297e-16,other,paid_web,Кондитерские и пекарни,0,0,0,1,0,7671533.546882434
34,-0.8660254037844386,0.5000000000000001,other,paid_web,Кондитерские и пекарни,0,0,0,1,0,7017085.442795444
35,-0.5000000000000004,0.8660254037844384,other,paid_web,Кондитерские и пекарни,0,0,0,1,1,6132765.585616577
32,-0.8660254037844384,-0.5000000000000004,other,paid_web,Косметика и парфюмерия,0,0,1,0,0,5541109.498643566
33,-1.0,-1.8369701987210297e-16,other,paid_web,Косметика и парфюмерия,0,0,0,1,0,7671533.546882434
34,-0.8660254037844386,0.5000000000000001,other,paid_web,Косметика и парфюмерия,0,0,0,1,0,7017085.442795444
35,-0.5000000000000004,0.8660254037844384,other,paid_web,Косметика и парфюмерия,0,0,0,1,1,6132765.585616577
32,-0.8660254037844384,-0.5000000000000004,other,paid_web,Посуда,0,0,1,0,0,5541109.498643566
33,-1.0,-1.8369701987210297e-16,other,paid_web,Посуда,0,0,0,1,0,7671533.546882434
34,-0.8660254037844386,0.5000000000000001,other,paid_web,Посуда,0,0,0,1,0,7017085.442795444
35,-0.5000000000000004,0.8660254037844384,other,paid_web,Посуда,0,0,0,1,1,6132765.585616577
32,-0.8660254037844384,-0.5000000000000004,other,paid_web,Продукты и напитки,0,0,1,0,0,5541109.498643566
33,-1.0,-1.8369701987210297e-16,other,paid_web,Продукты и напитки,0,0,0,1,0,7671533.546882434
34,-0.8660254037844386,0.5000000000000001,other,paid_web,Продукты и напитки,0,0,0,1,0,7017085.442795444
35,-0.5000000000000004,0.8660254037844384,other,paid_web,Продукты и напитки,0,0,0,1,1,6132765.585616577
32,-0.8660254037844384,-0.5000000000000004,other,paid_web,Съедобные букеты,0,0,1,0,0,5541109.498643566
33,-1.0,-1.8369701987210297e-16,other,paid_web,Съедобные букеты,0,0,0,1,0,7671533.546882434
34,-0.8660254037844386,0.5000000000000001,other,paid_web,Съедобные букеты,0,0,0,1,0,7017085.442795444
35,-0.5000000000000004,0.8660254037844384,other,paid_web,Съедобные букеты,0,0,0,1,1,6132765.585616577
32,-0.8660254037844384,-0.5000000000000004,other,paid_web,Товары для праздника,0,0,1,0,0,5541109.498643566
33,-1.0,-1.8369701987210297e-16,other,paid_web,Товары для праздника,0,0,0,1,0,7671533.546882434
34,-0.8660254037844386,0.5000000000000001,other,paid_web,Товары для праздника,0,0,0,1,0,7017085.442795444
35,-0.5000000000000004,0.8660254037844384,other,paid_web,Товары для праздника,0,0,0,1,1,6132765.585616577
32,-0.8660254037844384,-0.5000000000000004,other,paid_web,Украшения,0,0,1,0,0,5541109.498643566
33,-1.0,-1.8369701987210297e-16,other,paid_web,Украшения,0,0,0,1,0,7671533.546882434
34,-0.8660254037844386,0.5000000000000001,other,paid_web,Украшения,0,0,0,1,0,7017085.442795444
35,-0.5000000000000004,0.8660254037844384,other,paid_web,Украшения,0,0,0,1,1,6132765.585616577
32,-0.8660254037844384,-0.5000000000000004,other,paid_web,Хендмейд и хобби,0,0,1,0,0,5541109.498643566
33,-1.0,-1.8369701987210297e-16,other,paid_web,Хендмейд и хобби,0,0,0,1,0,7671533.546882434
34,-0.8660254037844386,0.5000000000000001,other,paid_web,Хендмейд и хобби,0,0,0,1,0,7017085.442795444
35,-0.5000000000000004,0.8660254037844384,other,paid_web,Хендмейд и хобби,0,0,0,1,1,6132765.585616577
32,-0.8660254037844384,-0.5000000000000004,other,paid_web,Комнатные растения,0,0,1,0,0,5541109.498643566
33,-1.0,-1.8369701987210297e-16,other,paid_web,Комнатные растения,0,0,0,1,0,7671533.546882434
34,-0.8660254037844386,0.5000000000000001,other,paid_web,Комнатные растения,0,0,0,1,0,7017085.442795444
35,-0.5000000000000004,0.8660254037844384,other,paid_web,Комнатные растения,0,0,0,1,1,6132765.585616577
32,-0.8660254037844384,-0.5000000000000004,other,paid_web,Цветы,0,0,1,0,0,5541109.498643566
33,-1.0,-1.8369701987210297e-16,other,paid_web,Цветы,0,0,0,1,0,7671533.546882434
34,-0.8660254037844386,0.5000000000000001,other,paid_web,Цветы,0,0,0,1,0,7017085.442795444
35,-0.5000000000000004,0.8660254037844384,other,paid_web,Цветы,0,0,0,1,1,6132765.585616577
32,-0.8660254037844384,-0.5000000000000004,other,partners,Вкусные наборы,0,0,1,0,0,5541109.498643566
33,-1.0,-1.8369701987210297e-16,other,partners,Вкусные наборы,0,0,0,1,0,7671533.546882434
34,-0.8660254037844386,0.5000000000000001,other,partners,Вкусные наборы,0,0,0,1,0,7017085.442795444
35,-0.5000000000000004,0.8660254037844384,other,partners,Вкусные наборы,0,0,0,1,1,6132765.585616577
32,-0.8660254037844384,-0.5000000000000004,other,partners,Кондитерские и пекарни,0,0,1,0,0,5541109.498643566
33,-1.0,-1.8369701987210297e-16,other,partners,Кондитерские и пекарни,0,0,0,1,0,7671533.546882434
34,-0.8660254037844386,0.5000000000000001,other,partners,Кондитерские и пекарни,0,0,0,1,0,7017085.442795444
35,-0.5000000000000004,0.8660254037844384,other,partners,Кондитерские и пекарни,0,0,0,1,1,6132765.585616577
32,-0.8660254037844384,-0.5000000000000004,other,partners,Украшения,0,0,1,0,0,5541109.498643566
33,-1.0,-1.8369701987210297e-16,other,partners,Украшения,0,0,0,1,0,7671533.546882434
34,-0.8660254037844386,0.5000000000000001,other,partners,Украшения,0,0,0,1,0,7017085.442795444
35,-0.5000000000000004,0.8660254037844384,other,partners,Украшения,0,0,0,1,1,6132765.585616577
32,-0.8660254037844384,-0.5000000000000004,other,partners,Комнатные растения,0,0,1,0,0,5541109.498643566
33,-1.0,-1.8369701987210297e-16,other,partners,Комнатные растения,0,0,0,1,0,7671533.546882434
34,-0.8660254037844386,0.5000000000000001,other,partners,Комнатные растения,0,0,0,1,0,7017085.442795444
35,-0.5000000000000004,0.8660254037844384,other,partners,Комнатные растения,0,0,0,1,1,6132765.585616577
32,-0.8660254037844384,-0.5000000000000004,other,partners,Цветы,0,0,1,0,0,5541109.498643566
33,-1.0,-1.8369701987210297e-16,other,partners,Цветы,0,0,0,1,0,7671533.546882434
34,-0.8660254037844386,0.5000000000000001,other,partners,Цветы,0,0,0,1,0,7017085.442795444
35,-0.5000000000000004,0.8660254037844384,other,partners,Цветы,0,0,0,1,1,6132765.585616577
32,-0.8660254037844384,-0.5000000000000004,other,retention,Аксессуары,0,0,1,0,0,5541109.498643566
33,-1.0,-1.8369701987210297e-16,other,retention,Аксессуары,0,0,0,1,0,7671533.546882434
34,-0.8660254037844386,0.5000000000000001,other,retention,Аксессуары,0,0,0,1,0,7017085.442795444
35,-0.5000000000000004,0.8660254037844384,other,retention,Аксессуары,0,0,0,1,1,6132765.585616577
32,-0.8660254037844384,-0.5000000000000004,other,retention,Воздушные шары,0,0,1,0,0,5541109.498643566
33,-1.0,-1.8369701987210297e-16,other,retention,Воздушные шары,0,0,0,1,0,7671533.546882434
34,-0.8660254037844386,0.5000000000000001,other,retention,Воздушные шары,0,0,0,1,0,7017085.442795444
35,-0.5000000000000004,0.8660254037844384,other,retention,Воздушные шары,0,0,0,1,1,6132765.585616577
32,-0.8660254037844384,-0.5000000000000004,other,retention,Декор,0,0,1,0,0,5541109.498643566
33,-1.0,-1.8369701987210297e-16,other,retention,Декор,0,0,0,1,0,7671533.546882434
34,-0.8660254037844386,0.5000000000000001,other,retention,Декор,0,0,0,1,0,7017085.442795444
35,-0.5000000000000004,0.8660254037844384,other,retention,Декор,0,0,0,1,1,6132765.585616577
32,-0.8660254037844384,-0.5000000000000004,other,retention,Зоотовары,0,0,1,0,0,5541109.498643566
33,-1.0,-1.8369701987210297e-16,other,retention,Зоотовары,0,0,0,1,0,7671533.546882434
34,-0.8660254037844386,0.5000000000000001,other,retention,Зоотовары,0,0,0,1,0,7017085.442795444
35,-0.5000000000000004,0.8660254037844384,other,retention,Зоотовары,0,0,0,1,1,6132765.585616577
32,-0.8660254037844384,-0.5000000000000004,other,retention,Кондитерские и пекарни,0,0,1,0,0,5541109.498643566
33,-1.0,-1.8369701987210297e-16,other,retention,Кондитерские и пекарни,0,0,0,1,0,7671533.546882434
34,-0.8660254037844386,0.5000000000000001,other,retention,Кондитерские и пекарни,0,0,0,1,0,7017085.442795444
35,-0.5000000000000004,0.8660254037844384,other,retention,Кондитерские и пекарни,0,0,0,1,1,6132765.585616577
32,-0.8660254037844384,-0.5000000000000004,other,retention,Продукты и напитки,0,0,1,0,0,5541109.498643566
33,-1.0,-1.8369701987210297e-16,other,retention,Продукты и напитки,0,0,0,1,0,7671533.546882434
34,-0.8660254037844386,0.5000000000000001,other,retention,Продукты и напитки,0,0,0,1,0,7017085.442795444
35,-0.5000000000000004,0.8660254037844384,other,retention,Продукты и напитки,0,0,0,1,1,6132765.585616577
32,-0.8660254037844384,-0.5000000000000004,other,retention,Товары для праздника,0,0,1,0,0,5541109.498643566
33,-1.0,-1.8369701987210297e-16,other,retention,Товары для праздника,0,0,0,1,0,7671533.546882434
34,-0.8660254037844386,0.5000000000000001,other,retention,Товары для праздника,0,0,0,1,0,7017085.442795444
35,-0.5000000000000004,0.8660254037844384,other,retention,Товары для праздника,0,0,0,1,1,6132765.585616577
32,-0.8660254037844384,-0.5000000000000004,other,retention,Украшения,0,0,1,0,0,5541109.498643566
33,-1.0,-1.8369701987210297e-16,other,retention,Украшения,0,0,0,1,0,7671533.546882434
34,-0.8660254037844386,0.5000000000000001,other,retention,Украшения,0,0,0,1,0,7017085.442795444
35,-0.5000000000000004,0.8660254037844384,other,retention,Украшения,0,0,0,1,1,6132765.585616577
32,-0.8660254037844384,-0.5000000000000004,other,retention,Хендмейд и хобби,0,0,1,0,0,5541109.498643566
33,-1.0,-1.8369701987210297e-16,other,retention,Хендмейд и хобби,0,0,0,1,0,7671533.546882434
34,-0.8660254037844386,0.5000000000000001,other,retention,Хендмейд и хобби,0,0,0,1,0,7017085.442795444
35,-0.5000000000000004,0.8660254037844384,other,retention,Хендмейд и хобби,0,0,0,1,1,6132765.585616577
32,-0.8660254037844384,-0.5000000000000004,other,retention,Комнатные растения,0,0,1,0,0,5541109.498643566
33,-1.0,-1.8369701987210297e-16,other,retention,Комнатные растения,0,0,0,1,0,7671533.546882434
34,-0.8660254037844386,0.5000000000000001,other,retention,Комнатные растения,0,0,0,1,0,7017085.442795444
35,-0.5000000000000004,0.8660254037844384,other,retention,Комнатные растения,0,0,0,1,1,6132765.585616577
32,-0.8660254037844384,-0.5000000000000004,other,retention,Цветы,0,0,1,0,0,5541109.498643566
33,-1.0,-1.8369701987210297e-16,other,retention,Цветы,0,0,0,1,0,7671533.546882434
34,-0.8660254037844386,0.5000000000000001,other,retention,Цветы,0,0,0,1,0,7017085.442795444
35,-0.5000000000000004,0.8660254037844384,other,retention,Цветы,0,0,0,1,1,6132765.585616577
32,-0.8660254037844384,-0.5000000000000004,russia,brand,Аксессуары,0,0,1,0,0,5541109.498643566
33,-1.0,-1.8369701987210297e-16,russia,brand,Аксессуары,0,0,0,1,0,7671533.546882434
34,-0.8660254037844386,0.5000000000000001,russia,brand,Аксессуары,0,0,0,1,0,7017085.442795444
35,-0.5000000000000004,0.8660254037844384,russia,brand,Аксессуары,0,0,0,1,1,6132765.585616577
32,-0.8660254037844384,-0.5000000000000004,russia,brand,Вкусные наборы,0,0,1,0,0,5541109.498643566
33,-1.0,-1.8369701987210297e-16,russia,brand,Вкусные наборы,0,0,0,1,0,7671533.546882434
34,-0.8660254037844386,0.5000000000000001,russia,brand,Вкусные наборы,0,0,0,1,0,7017085.442795444
35,-0.5000000000000004,0.8660254037844384,russia,brand,Вкусные наборы,0,0,0,1,1,6132765.585616577
32,-0.8660254037844384,-0.5000000000000004,russia,brand,Воздушные шары,0,0,1,0,0,5541109.498643566
33,-1.0,-1.8369701987210297e-16,russia,brand,Воздушные шары,0,0,0,1,0,7671533.546882434
34,-0.8660254037844386,0.5000000000000001,russia,brand,Воздушные шары,0,0,0,1,0,7017085.442795444
35,-0.5000000000000004,0.8660254037844384,russia,brand,Воздушные шары,0,0,0,1,1,6132765.585616577
32,-0.8660254037844384,-0.5000000000000004,russia,brand,Декор,0,0,1,0,0,5541109.498643566
33,-1.0,-1.8369701987210297e-16,russia,brand,Декор,0,0,0,1,0,7671533.546882434
34,-0.8660254037844386,0.5000000000000001,russia,brand,Декор,0,0,0,1,0,7017085.442795444
35,-0.5000000000000004,0.8660254037844384,russia,brand,Декор,0,0,0,1,1,6132765.585616577
32,-0.8660254037844384,-0.5000000000000004,russia,brand,Для дома,0,0,1,0,0,5541109.498643566
33,-1.0,-1.8369701987210297e-16,russia,brand,Для дома,0,0,0,1,0,7671533.546882434
34,-0.8660254037844386,0.5000000000000001,russia,brand,Для дома,0,0,0,1,0,7017085.442795444
35,-0.5000000000000004,0.8660254037844384,russia,brand,Для дома,0,0,0,1,1,6132765.585616577
32,-0.8660254037844384,-0.5000000000000004,russia,brand,Другое,0,0,1,0,0,5541109.498643566
33,-1.0,-1.8369701987210297e-16,russia,brand,Другое,0,0,0,1,0,7671533.546882434
34,-0.8660254037844386,0.5000000000000001,russia,brand,Другое,0,0,0,1,0,7017085.442795444
35,-0.5000000000000004,0.8660254037844384,russia,brand,Другое,0,0,0,1,1,6132765.585616577
32,-0.8660254037844384,-0.5000000000000004,russia,brand,Зоотовары,0,0,1,0,0,5541109.498643566
33,-1.0,-1.8369701987210297e-16,russia,brand,Зоотовары,0,0,0,1,0,7671533.546882434
34,-0.8660254037844386,0.5000000000000001,russia,brand,Зоотовары,0,0,0,1,0,7017085.442795444
35,-0.5000000000000004,0.8660254037844384,russia,brand,Зоотовары,0,0,0,1,1,6132765.585616577
32,-0.8660254037844384,-0.5000000000000004,russia,brand,Канцелярские товары,0,0,1,0,0,5541109.498643566
33,-1.0,-1.8369701987210297e-16,russia,brand,Канцелярские товары,0,0,0,1,0,7671533.546882434
34,-0.8660254037844386,0.5000000000000001,russia,brand,Канцелярские товары,0,0,0,1,0,7017085.442795444
35,-0.5000000000000004,0.8660254037844384,russia,brand,Канцелярские товары,0,0,0,1,1,6132765.585616577
32,-0.8660254037844384,-0.5000000000000004,russia,brand,Картины,0,0,1,0,0,5541109.498643566
33,-1.0,-1.8369701987210297e-16,russia,brand,Картины,0,0,0,1,0,7671533.546882434
34,-0.8660254037844386,0.5000000000000001,russia,brand,Картины,0,0,0,1,0,7017085.442795444
35,-0.5000000000000004,0.8660254037844384,russia,brand,Картины,0,0,0,1,1,6132765.585616577
32,-0.8660254037844384,-0.5000000000000004,russia,brand,Книги,0,0,1,0,0,5541109.498643566
33,-1.0,-1.8369701987210297e-16,russia,brand,Книги,0,0,0,1,0,7671533.546882434
34,-0.8660254037844386,0.5000000000000001,russia,brand,Книги,0,0,0,1,0,7017085.442795444
35,-0.5000000000000004,0.8660254037844384,russia,brand,Книги,0,0,0,1,1,6132765.585616577
32,-0.8660254037844384,-0.5000000000000004,russia,brand,Кондитерские и пекарни,0,0,1,0,0,5541109.498643566
33,-1.0,-1.8369701987210297e-16,russia,brand,Кондитерские и пекарни,0,0,0,1,0,7671533.546882434
34,-0.8660254037844386,0.5000000000000001,russia,brand,Кондитерские и пекарни,0,0,0,1,0,7017085.442795444
35,-0.5000000000000004,0.8660254037844384,russia,brand,Кондитерские и пекарни,0,0,0,1,1,6132765.585616577
32,-0.8660254037844384,-0.5000000000000004,russia,brand,Косметика и парфюмерия,0,0,1,0,0,5541109.498643566
33,-1.0,-1.8369701987210297e-16,russia,brand,Косметика и парфюмерия,0,0,0,1,0,7671533.546882434
34,-0.8660254037844386,0.5000000000000001,russia,brand,Косметика и парфюмерия,0,0,0,1,0,7017085.442795444
35,-0.5000000000000004,0.8660254037844384,russia,brand,Косметика и парфюмерия,0,0,0,1,1,6132765.585616577
32,-0.8660254037844384,-0.5000000000000004,russia,brand,Магазины чая и кофе,0,0,1,0,0,5541109.498643566
33,-1.0,-1.8369701987210297e-16,russia,brand,Магазины чая и кофе,0,0,0,1,0,7671533.546882434
34,-0.8660254037844386,0.5000000000000001,russia,brand,Магазины чая и кофе,0,0,0,1,0,7017085.442795444
35,-0.5000000000000004,0.8660254037844384,russia,brand,Магазины чая и кофе,0,0,0,1,1,6132765.585616577
32,-0.8660254037844384,-0.5000000000000004,russia,brand,Обувь,0,0,1,0,0,5541109.498643566
33,-1.0,-1.8369701987210297e-16,russia,brand,Обувь,0,0,0,1,0,7671533.546882434
34,-0.8660254037844386,0.5000000000000001,russia,brand,Обувь,0,0,0,1,0,7017085.442795444
35,-0.5000000000000004,0.8660254037844384,russia,brand,Обувь,0,0,0,1,1,6132765.585616577
32,-0.8660254037844384,-0.5000000000000004,russia,brand,Одежда,0,0,1,0,0,5541109.498643566
33,-1.0,-1.8369701987210297e-16,russia,brand,Одежда,0,0,0,1,0,7671533.546882434
34,-0.8660254037844386,0.5000000000000001,russia,brand,Одежда,0,0,0,1,0,7017085.442795444
35,-0.5000000000000004,0.8660254037844384,russia,brand,Одежда,0,0,0,1,1,6132765.585616577
32,-0.8660254037844384,-0.5000000000000004,russia,brand,Одежда для детей,0,0,1,0,0,5541109.498643566
33,-1.0,-1.8369701987210297e-16,russia,brand,Одежда для детей,0,0,0,1,0,7671533.546882434
34,-0.8660254037844386,0.5000000000000001,russia,brand,Одежда для детей,0,0,0,1,0,7017085.442795444
35,-0.5000000000000004,0.8660254037844384,russia,brand,Одежда для детей,0,0,0,1,1,6132765.585616577
32,-0.8660254037844384,-0.5000000000000004,russia,brand,Подарочные сертификаты,0,0,1,0,0,5541109.498643566
33,-1.0,-1.8369701987210297e-16,russia,brand,Подарочные сертификаты,0,0,0,1,0,7671533.546882434
34,-0.8660254037844386,0.5000000000000001,russia,brand,Подарочные сертификаты,0,0,0,1,0,7017085.442795444
35,-0.5000000000000004,0.8660254037844384,russia,brand,Подарочные сертификаты,0,0,0,1,1,6132765.585616577
32,-0.8660254037844384,-0.5000000000000004,russia,brand,Посуда,0,0,1,0,0,5541109.498643566
33,-1.0,-1.8369701987210297e-16,russia,brand,Посуда,0,0,0,1,0,7671533.546882434
34,-0.8660254037844386,0.5000000000000001,russia,brand,Посуда,0,0,0,1,0,7017085.442795444
35,-0.5000000000000004,0.8660254037844384,russia,brand,Посуда,0,0,0,1,1,6132765.585616577
32,-0.8660254037844384,-0.5000000000000004,russia,brand,Продукты и напитки,0,0,1,0,0,5541109.498643566
33,-1.0,-1.8369701987210297e-16,russia,brand,Продукты и напитки,0,0,0,1,0,7671533.546882434
34,-0.8660254037844386,0.5000000000000001,russia,brand,Продукты и напитки,0,0,0,1,0,7017085.442795444
35,-0.5000000000000004,0.8660254037844384,russia,brand,Продукты и напитки,0,0,0,1,1,6132765.585616577
32,-0.8660254037844384,-0.5000000000000004,russia,brand,Съедобные букеты,0,0,1,0,0,5541109.498643566
33,-1.0,-1.8369701987210297e-16,russia,brand,Съедобные букеты,0,0,0,1,0,7671533.546882434
34,-0.8660254037844386,0.5000000000000001,russia,brand,Съедобные букеты,0,0,0,1,0,7017085.442795444
35,-0.5000000000000004,0.8660254037844384,russia,brand,Съедобные букеты,0,0,0,1,1,6132765.585616577
32,-0.8660254037844384,-0.5000000000000004,russia,brand,Товары для праздника,0,0,1,0,0,5541109.498643566
33,-1.0,-1.8369701987210297e-16,russia,brand,Товары для праздника,0,0,0,1,0,7671533.546882434
34,-0.8660254037844386,0.5000000000000001,russia,brand,Товары для праздника,0,0,0,1,0,7017085.442795444
35,-0.5000000000000004,0.8660254037844384,russia,brand,Товары для праздника,0,0,0,1,1,6132765.585616577
32,-0.8660254037844384,-0.5000000000000004,russia,brand,Украшения,0,0,1,0,0,5541109.498643566
33,-1.0,-1.8369701987210297e-16,russia,brand,Украшения,0,0,0,1,0,7671533.546882434
34,-0.8660254037844386,0.5000000000000001,russia,brand,Украшения,0,0,0,1,0,7017085.442795444
35,-0.5000000000000004,0.8660254037844384,russia,brand,Украшения,0,0,0,1,1,6132765.585616577
32,-0.8660254037844384,-0.5000000000000004,russia,brand,Хендмейд и хобби,0,0,1,0,0,5541109.498643566
33,-1.0,-1.8369701987210297e-16,russia,brand,Хендмейд и хобби,0,0,0,1,0,7671533.546882434
34,-0.8660254037844386,0.5000000000000001,russia,brand,Хендмейд и хобби,0,0,0,1,0,7017085.442795444
35,-0.5000000000000004,0.8660254037844384,russia,brand,Хендмейд и хобби,0,0,0,1,1,6132765.585616577
32,-0.8660254037844384,-0.5000000000000004,russia,brand,,0,0,1,0,0,5541109.498643566
33,-1.0,-1.8369701987210297e-16,russia,brand,,0,0,0,1,0,7671533.546882434
34,-0.8660254037844386,0.5000000000000001,russia,brand,,0,0,0,1,0,7017085.442795444
35,-0.5000000000000004,0.8660254037844384,russia,brand,,0,0,0,1,1,6132765.585616577
32,-0.8660254037844384,-0.5000000000000004,russia,brand,Комнатные растения,0,0,1,0,0,5541109.498643566
33,-1.0,-1.8369701987210297e-16,russia,brand,Комнатные растения,0,0,0,1,0,7671533.546882434
34,-0.8660254037844386,0.5000000000000001,russia,brand,Комнатные растения,0,0,0,1,0,7017085.442795444
35,-0.5000000000000004,0.8660254037844384,russia,brand,Комнатные растения,0,0,0,1,1,6132765.585616577
32,-0.8660254037844384,-0.5000000000000004,russia,brand,Цветы,0,0,1,0,0,5541109.498643566
33,-1.0,-1.8369701987210297e-16,russia,brand,Цветы,0,0,0,1,0,7671533.546882434
34,-0.8660254037844386,0.5000000000000001,russia,brand,Цветы,0,0,0,1,0,7017085.442795444
35,-0.5000000000000004,0.8660254037844384,russia,brand,Цветы,0,0,0,1,1,6132765.585616577
32,-0.8660254037844384,-0.5000000000000004,russia,organic_apps,Аксессуары,0,0,1,0,0,5541109.498643566
33,-1.0,-1.8369701987210297e-16,russia,organic_apps,Аксессуары,0,0,0,1,0,7671533.546882434
34,-0.8660254037844386,0.5000000000000001,russia,organic_apps,Аксессуары,0,0,0,1,0,7017085.442795444
35,-0.5000000000000004,0.8660254037844384,russia,organic_apps,Аксессуары,0,0,0,1,1,6132765.585616577
32,-0.8660254037844384,-0.5000000000000004,russia,organic_apps,Вкусные наборы,0,0,1,0,0,5541109.498643566
33,-1.0,-1.8369701987210297e-16,russia,organic_apps,Вкусные наборы,0,0,0,1,0,7671533.546882434
34,-0.8660254037844386,0.5000000000000001,russia,organic_apps,Вкусные наборы,0,0,0,1,0,7017085.442795444
35,-0.5000000000000004,0.8660254037844384,russia,organic_apps,Вкусные наборы,0,0,0,1,1,6132765.585616577
32,-0.8660254037844384,-0.5000000000000004,russia,organic_apps,Воздушные шары,0,0,1,0,0,5541109.498643566
33,-1.0,-1.8369701987210297e-16,russia,organic_apps,Воздушные шары,0,0,0,1,0,7671533.546882434
34,-0.8660254037844386,0.5000000000000001,russia,organic_apps,Воздушные шары,0,0,0,1,0,7017085.442795444
35,-0.5000000000000004,0.8660254037844384,russia,organic_apps,Воздушные шары,0,0,0,1,1,6132765.585616577
32,-0.8660254037844384,-0.5000000000000004,russia,organic_apps,Декор,0,0,1,0,0,5541109.498643566
33,-1.0,-1.8369701987210297e-16,russia,organic_apps,Декор,0,0,0,1,0,7671533.546882434
34,-0.8660254037844386,0.5000000000000001,russia,organic_apps,Декор,0,0,0,1,0,7017085.442795444
35,-0.5000000000000004,0.8660254037844384,russia,organic_apps,Декор,0,0,0,1,1,6132765.585616577
32,-0.8660254037844384,-0.5000000000000004,russia,organic_apps,Для дома,0,0,1,0,0,5541109.498643566
33,-1.0,-1.8369701987210297e-16,russia,organic_apps,Для дома,0,0,0,1,0,7671533.546882434
34,-0.8660254037844386,0.5000000000000001,russia,organic_apps,Для дома,0,0,0,1,0,7017085.442795444
