time_index,month_sin,month_cos,region_to,subdivision,category,q1,q2,q3,q4,holiday_period,revenue_total
32,-0.8660254037844384,-0.5000000000000004,cis,organic_web,Съедобные букеты,0,0,1,0,0,5541109.498643566
33,-1.0,-1.8369701987210297e-16,cis,organic_web,Съедобные букеты,0,0,0,1,0,7671533.546882434
34,-0.8660254037844386,0.5000000000000001,cis,organic_web,Съедобные букеты,0,0,0,1,0,7017085.442795444
35,-0.5000000000000004,0.8660254037844384,cis,organic_web,Съедобные букеты,0,0,0,1,1,6132765.585616577
32,-0.8660254037844384,-0.5000000000000004,cis,organic_web,Товары для праздника,0,0,1,0,0,5541109.498643566
33,-1.0,-1.8369701987210297e-16,cis,organic_web,Товары для праздника,0,0,0,1,0,7671533.546882434
34,-0.8660254037844386,0.5000000000000001,cis,organic_web,Товары для праздника,0,0,0,1,0,7017085.442795444
35,-0.5000000000000004,0.8660254037844384,cis,organic_web,Товары для праздника,0,0,0,1,1,6132765.585616577
32,-0.8660254037844384,-0.5000000000000004,cis,organic_web,Украшения,0,0,1,0,0,5541109.498643566
33,-1.0,-1.8369701987210297e-16,cis,organic_web,Украшения,0,0,0,1,0,7671533.546882434
34,-0.8660254037844386,0.5000000000000001,cis,organic_web,Украшения,0,0,0,1,0,7017085.442795444
35,-0.5000000000000004,0.8660254037844384,cis,organic_web,Украшения,0,0,0,1,1,6132765.585616577
32,-0.8660254037844384,-0.5000000000000004,cis,organic_web,,0,0,1,0,0,5541109.498643566
33,-1.0,-1.8369701987210297e-16,cis,organic_web,,0,0,0,1,0,7671533.546882434
34,-0.8660254037844386,0.5000000000000001,cis,organic_web,,0,0,0,1,0,7017085.442795444
35,-0.5000000000000004,0.8660254037844384,cis,organic_web,,0,0,0,1,1,6132765.585616577
32,-0.8660254037844384,-0.5000000000000004,cis,organic_web,Комнатные растения,0,0,1,0,0,5541109.498643566
33,-1.0,-1.8369701987210297e-16,cis,organic_web,Комнатные растения,0,0,0,1,0,7671533.546882434
34,-0.8660254037844386,0.5000000000000001,cis,organic_web,Комнатные растения,0,0,0,1,0,7017085.442795444
35,-0.5000000000000004,0.8660254037844384,cis,organic_web,Комнатные растения,0,0,0,1,1,6132765.585616577
32,-0.8660254037844384,-0.5000000000000004,cis,organic_web,Цветы,0,0,1,0,0,5541109.498643566
33,-1.0,-1.8369701987210297e-16,cis,organic_web,Цветы,0,0,0,1,0,7671533.546882434
34,-0.8660254037844386,0.5000000000000001,cis,organic_web,Цветы,0,0,0,1,0,7017085.442795444
35,-0.5000000000000004,0.8660254037844384,cis,organic_web,Цветы,0,0,0,1,1,6132765.585616577
32,-0.8660254037844384,-0.5000000000000004,cis,other,Аксессуары,0,0,1,0,0,5541109.498643566
33,-1.0,-1.8369701987210297e-16,cis,other,Аксессуары,0,0,0,1,0,7671533.546882434
34,-0.8660254037844386,0.5000000000000001,cis,other,Аксессуары,0,0,0,1,0,7017085.442795444
35,-0.5000000000000004,0.8660254037844384,cis,other,Аксессуары,0,0,0,1,1,6132765.585616577
32,-0.8660254037844384,-0.5000000000000004,cis,other,Декор,0,0,1,0,0,5541109.498643566
33,-1.0,-1.8369701987210297e-16,cis,other,Декор,0,0,0,1,0,7671533.546882434
34,-0.8660254037844386,0.5000000000000001,cis,other,Декор,0,0,0,1,0,7017085.442795444
35,-0.5000000000000004,0.8660254037844384,cis,other,Декор,0,0,0,1,1,6132765.585616577
32,-0.8660254037844384,-0.5000000000000004,cis,other,Для дома,0,0,1,0,0,5541109.498643566
33,-1.0,-1.8369701987210297e-16,cis,other,Для дома,0,0,0,1,0,7671533.546882434
34,-0.8660254037844386,0.5000000000000001,cis,other,Для дома,0,0,0,1,0,7017085.442795444
35,-0.5000000000000004,0.8660254037844384,cis,other,Для дома,0,0,0,1,1,6132765.585616577
32,-0.8660254037844384,-0.5000000000000004,cis,other,Канцелярские товары,0,0,1,0,0,5541109.498643566
33,-1.0,-1.8369701987210297e-16,cis,other,Канцелярские товары,0,0,0,1,0,7671533.546882434
34,-0.8660254037844386,0.5000000000000001,cis,other,Канцелярские товары,0,0,0,1,0,7017085.442795444
35,-0.5000000000000004,0.8660254037844384,cis,other,Канцелярские товары,0,0,0,1,1,6132765.585616577
32,-0.8660254037844384,-0.5000000000000004,cis,other,Картины,0,0,1,0,0,5541109.498643566
33,-1.0,-1.8369701987210297e-16,cis,other,Картины,0,0,0,1,0,7671533.546882434
34,-0.8660254037844386,0.5000000000000001,cis,other,Картины,0,0,0,1,0,7017085.442795444
35,-0.5000000000000004,0.8660254037844384,cis,other,Картины,0,0,0,1,1,6132765.585616577
32,-0.8660254037844384,-0.5000000000000004,cis,other,Книги,0,0,1,0,0,5541109.498643566
