time_index,month_sin,month_cos,q1,q2,q3,q4,holiday_period,time_squared,time_cubed,time_seasonal,Сумма по полю distributed_ads_cost,Сумма по полю distributed_ads_cost_log,first_traffic,first_traffic_log,repeat_traffic,repeat_traffic_log,traffic_total,traffic_total_log,first_transactions,first_transactions_log,repeat_transactions,repeat_transactions_log,transacitons_total,transacitons_total_log,ads_cost,ads_cost_log,not_ads_cost,not_ads_cost_log,bonus_company,bonus_company_log,promo_cost,promo_cost_log,mar_cost,mar_cost_log
44.0,-0.8660254037844384,-0.5000000000000004,0,0,1,0,0,1936.0,85184.0,-38.10511776651529,834258.6897470055,13.634300011466161,11595.994592820816,9.360785218720496,40955.59849140316,10.629878436292493,52301.053714810296,10.858433731613136,909.2592049326614,6.812489139377748,2374.962812757144,7.773158296057681,3007.8503284979747,8.009312959070828,4017920.2357356874,15.206275184392796,2912584.2667631702,14.884479258547945,307770.43868775485,12.633180736447116,192471.6567282522,12.167717143519118,1012777.4413495697,13.828208839605537
45.0,-1.0,-1.8369701987210297e-16,0,0,0,1,0,2025.0,91125.0,-45.0,834258.6897469921,13.634300011466161,11595.994592820834,9.360785218720496,40955.5984914032,10.629878436292493,52301.05371481046,10.858433731613136,909.2592049326544,6.812489139377748,2374.9628127571436,7.773158296057681,3007.850328497968,8.009312959070828,4017920.2357356884,15.206275184392796,2912584.2667631675,14.884479258547945,307770.4386877548,12.633180736447116,192471.65672825178,12.167717143519118,1012777.4413495688,13.828208839605537
46.0,-0.8660254037844386,0.5000000000000001,0,0,0,1,0,2116.0,97336.0,-39.837168574084174,834258.6897469837,13.634300011466161,11595.994592820856,9.360785218720496,40955.59849140318,10.629878436292493,52301.05371481052,10.858433731613136,909.2592049326549,6.812489139377748,2374.9628127571427,7.773158296057681,3007.850328497972,8.009312959070828,4017920.2357356916,15.206275184392796,2912584.2667631665,14.884479258547945,307770.4386877556,12.633180736447116,192471.656728252,12.167717143519118,1012777.4413495696,13.828208839605537
47.0,-0.5000000000000004,0.8660254037844384,0,0,0,1,1,2209.0,103823.0,-23.50000000000002,834258.6897469762,13.634300011466161,11595.994592820893,9.360785218720496,40955.59849140313,10.629878436292493,52301.05371481035,10.858433731613136,909.259204932655,6.812489139377748,2374.9628127571455,7.773158296057681,3007.850328497972,8.009312959070828,4017920.2357356944,15.206275184392796,2912584.2667631637,14.884479258547945,307770.4386877567,12.633180736447116,192471.65672825265,12.167717143519118,1012777.4413495695,13.828208839605537
