year,month,Quarter,Halfyear,region_to,is_global,subdivision,is_paid,category,KEY_clean,is_flowers,distributed_ads_cost,revenue_first_transactions,revenue_repeat_transactions,revenue_total,first_traffic,repeat_traffic,traffic_total,first_transactions,repeat_transactions,transacitons_total,ads_cost,not_ads_cost,bonus_company,promo_cost,mar_cost
2025,10,Q4,H2,russia,,organic_web,non_paid,Кондитерские и пекарни,,non_flowers,,"13,017,569","16,685,375","29,702,944",152280,212517,364797,4507,5715,10222,,,164628,49339,213967
2025,10,Q4,H2,russia,,organic_web,non_paid,Косметика и парфюмерия,,non_flowers,,"43,493","40,789","84,282",2022,1638,3660,14,9,23,,,385,167,552
2025,10,Q4,H2,russia,,organic_web,non_paid,Магазины чая и кофе,,non_flowers,,"64,901","82,664","147,565",2060,2913,4973,19,21,40,,,694,192,886
2025,10,Q4,H2,russia,,organic_web,non_paid,Обувь,,non_flowers,,,,0,11,3,14,,,0,,,,,0
2025,10,Q4,H2,russia,,organic_web,non_paid,Одежда,,non_flowers,,,,0,271,266,537,,,0,,,,8,8
2025,10,Q4,H2,russia,,organic_web,non_paid,Одежда для детей,,non_flowers,,,,0,52,39,91,,,0,,,,,0
2025,10,Q4,H2,russia,,organic_web,non_paid,Подарочные сертификаты,,non_flowers,,"143,175","250,901","394,076",6189,7033,13222,30,26,56,,,3458,740,4198
2025,10,Q4,H2,russia,,organic_web,non_paid,Посуда,,non_flowers,,"10,128","10,892","21,020",749,850,1599,4,1,5,,,24,30,54
2025,10,Q4,H2,russia,,organic_web,non_paid,Продукты и напитки,,non_flowers,,,,0,8,9,17,,,0,,,,,0
2025,10,Q4,H2,russia,,organic_web,non_paid,Съедобные букеты,,non_flowers,,"8,468,634","7,060,565","15,529,199",44199,74327,118526,2090,1682,3772,,,45491,20341,65832
2025,10,Q4,H2,russia,,organic_web,non_paid,Товары для праздника,,non_flowers,,"137,987","200,662","338,649",827,685,1512,34,44,78,,,738,221,959
2025,10,Q4,H2,russia,,organic_web,non_paid,Украшения,,non_flowers,,"31,490","20,293","51,783",1891,2894,4785,10,8,18,,,322,115,437
2025,10,Q4,H2,russia,,organic_web,non_paid,Хендмейд и хобби,,non_flowers,,"15,612","19,818","35,430",1170,1330,2500,5,5,10,,,122,232,354
2025,10,Q4,H2,russia,,organic_web,non_paid,N/A,,non_flowers,,,,0,,,0,,,0,,1334546,,,1334546
2025,10,Q4,H2,russia,,organic_web,non_paid,Комнатные растения,,non_flowers,,"1,416,809","1,348,068","2,764,877",25413,28351,53764,304,276,580,,,12962,3751,16713
2025,10,Q4,H2,russia,,organic_web,non_paid,Sexual wellness,,non_flowers,,,,0,811,801,1612,,,0,,,,11,11
2025,10,Q4,H2,russia,,organic_web,non_paid,Цветы,,flowers,,"102,977,313","128,328,000","231,305,313",397230,1006093,1403323,26318,29604,55922,,,1100649,383774,1484423
2025,10,Q4,H2,russia,,organic_web,non_paid,Опт,,non_flowers,,,,0,,,0,,,0,,,,,0
2025,10,Q4,H2,russia,,other,non_paid,Аксессуары,,non_flowers,617,,"3,205","3,205",1068,640,1708,,1,1,,,481,234,715
2025,10,Q4,H2,russia,,other,non_paid,Вкусные наборы,,non_flowers,3688,"60,522","269,166","329,688",3587,5495,9082,8,43,51,,,8530,3987,12517
2025,10,Q4,H2,russia,,other,non_paid,Воздушные шары,,non_flowers,17903,"149,665","931,664","1,081,329",15545,26194,41739,46,228,274,,,32927,7073,40000
2025,10,Q4,H2,russia,,other,non_paid,Декор,,non_flowers,3181,"5,798","21,118","26,916",3808,4070,7878,4,8,12,,,5313,841,6154
2025,10,Q4,H2,russia,,other,non_paid,Для дома,,non_flowers,233,,,0,449,247,696,,,0,,,107,84,191
2025,10,Q4,H2,russia,,other,non_paid,Другое,,non_flowers,36,,,0,78,45,123,,,0,,,55,3,58
2025,10,Q4,H2,russia,,other,non_paid,Зоотовары,,non_flowers,106,,,0,239,63,302,,,0,,,,,0
2025,10,Q4,H2,russia,,other,non_paid,Канцелярские товары,,non_flowers,84,,,0,131,115,246,,,0,,,,,0
2025,10,Q4,H2,russia,,other,non_paid,Картины,,non_flowers,656,,"3,526","3,526",970,777,1747,,1,1,,,114,94,208
2025,10,Q4,H2,russia,,other,non_paid,Книги,,non_flowers,80,,,0,178,65,243,,,0,,,,,0
2025,10,Q4,H2,russia,,other,non_paid,Кондитерские и пекарни,,non_flowers,114202,"1,513,402","6,478,874","7,992,276",112171,151101,263272,700,2082,2782,,,296084,71630,367714
2025,10,Q4,H2,russia,,other,non_paid,Косметика и парфюмерия,,non_flowers,1184,"1,621","12,040","13,661",1911,1246,3157,1,4,5,,,2549,251,2800
2025,10,Q4,H2,russia,,other,non_paid,Магазины чая и кофе,,non_flowers,1591,"5,854","22,506","28,360",1940,2181,4121,3,6,9,,,2202,548,2750
2025,10,Q4,H2,russia,,other,non_paid,Обувь,,non_flowers,10,,,0,27,8,35,,,0,,,,,0
2025,10,Q4,H2,russia,,other,non_paid,Одежда,,non_flowers,168,,,0,300,237,537,,,0,,,1,,1
2025,10,Q4,H2,russia,,other,non_paid,Одежда для детей,,non_flowers,35,,,0,90,30,120,,,0,,,,,0
2025,10,Q4,H2,russia,,other,non_paid,Подарочные сертификаты,,non_flowers,4227,"32,381","64,508","96,889",5094,5189,10283,5,9,14,,,8419,1997,10416
2025,10,Q4,H2,russia,,other,non_paid,Посуда,,non_flowers,595,,"4,335","4,335",998,697,1695,,1,1,,,185,154,339
2025,10,Q4,H2,russia,,other,non_paid,Продукты и напитки,,non_flowers,13,,,0,29,17,46,,,0,,,2223,1,2224
2025,10,Q4,H2,russia,,other,non_paid,Съедобные букеты,,non_flowers,37094,"1,182,309","2,596,931","3,779,240",33002,52930,85932,306,613,919,,,88223,29614,117837
2025,10,Q4,H2,russia,,other,non_paid,Товары для праздника,,non_flowers,1198,"10,867","74,096","84,963",2273,1000,3273,3,17,20,,,3008,817,3825
2025,10,Q4,H2,russia,,other,non_paid,Украшения,,non_flowers,1598,"5,473","11,785","17,258",1965,2220,4185,1,3,4,,,1022,542,1564
2025,10,Q4,H2,russia,,other,non_paid,Хендмейд и хобби,,non_flowers,916,"4,086","2,618","6,704",1421,1042,2463,3,1,4,,,1229,155,1384
2025,10,Q4,H2,russia,,other,non_paid,N/A,,non_flowers,,,,0,,,0,,,0,648423,,,,648423
2025,10,Q4,H2,russia,,other,non_paid,Комнатные растения,,non_flowers,16817,"184,308","480,954","665,262",19130,20272,39402,42,106,148,,,25833,5722,31555
2025,10,Q4,H2,russia,,other,non_paid,Sexual wellness,,non_flowers,483,,,0,583,612,1195,,,0,,,,74,74
2025,10,Q4,H2,russia,,other,non_paid,Цветы,,flowers,437777,"16,515,846","49,178,128","65,693,974",291980,715203,1007183,4279,10797,15076,,,1902809,500704,2403513
2025,10,Q4,H2,russia,,paid_apps,paid,Аксессуары,,non_flowers,14561,,"16,091","16,091",106,880,986,,4,4,,,1124,1130,2254
2025,10,Q4,H2,russia,,paid_apps,paid,Вкусные наборы,,non_flowers,150736,"173,711","1,322,345","1,496,056",1073,8980,10053,26,256,282,,,34551,27132,61683
2025,10,Q4,H2,russia,,paid_apps,paid,Воздушные шары,,non_flowers,782298,"536,365","5,179,806","5,716,171",5331,46257,51588,138,1290,1428,134016,,146586,55397,335999
2025,10,Q4,H2,russia,,paid_apps,paid,Декор,,non_flowers,109383,"29,745","210,434","240,179",662,6672,7334,9,52,61,1561,,20462,4334,26357
2025,10,Q4,H2,russia,,paid_apps,paid,Для дома,,non_flowers,4728,,,0,28,280,308,,,0,,,732,398,1130
2025,10,Q4,H2,russia,,paid_apps,paid,Другое,,non_flowers,577,,,0,,41,41,,,0,,,176,2,178
2025,10,Q4,H2,russia,,paid_apps,paid,Зоотовары,,non_flowers,1437,,,0,23,72,95,,,0,,,233,238,471
2025,10,Q4,H2,russia,,paid_apps,paid,Канцелярские товары,,non_flowers,2493,,,0,5,166,171,,,0,,,149,42,191
2025,10,Q4,H2,russia,,paid_apps,paid,Картины,,non_flowers,18867,,"14,554","14,554",103,1162,1265,,3,3,,,278,103,381
2025,10,Q4,H2,russia,,paid_apps,paid,Книги,,non_flowers,1329,,,0,12,82,94,,,0,,,20,60,80
2025,10,Q4,H2,russia,,paid_apps,paid,Кондитерские и пекарни,,non_flowers,4955609,"5,677,987","34,207,996","39,885,983",48298,272218,320516,2222,11808,14030,1763113,,1343784,574046,3680943
2025,10,Q4,H2,russia,,paid_apps,paid,Косметика и парфюмерия,,non_flowers,31726,"4,616","50,154","54,770",300,1813,2113,2,17,19,737,,6615,2264,9616
2025,10,Q4,H2,russia,,paid_apps,paid,Магазины чая и кофе,,non_flowers,56389,"22,608","139,648","162,256",390,3405,3795,7,42,49,,,8418,2894,11312
2025,10,Q4,H2,russia,,paid_apps,paid,Обувь,,non_flowers,88,,,0,1,5,6,,,0,,,9,,9
2025,10,Q4,H2,russia,,paid_apps,paid,Одежда,,non_flowers,4752,,,0,28,293,321,,,0,,,2,,2
2025,10,Q4,H2,russia,,paid_apps,paid,Одежда для детей,,non_flowers,670,,,0,6,38,44,,,0,,,,16,16
2025,10,Q4,H2,russia,,paid_apps,paid,Подарочные сертификаты,,non_flowers,157726,"72,333","451,580","523,913",1639,8702,10341,11,59,70,62038,,34715,10512,107265
2025,10,Q4,H2,russia,,paid_apps,paid,Посуда,,non_flowers,17247,,"11,093","11,093",152,993,1145,,3,3,,,405,461,866
2025,10,Q4,H2,russia,,paid_apps,paid,Продукты и напитки,,non_flowers,96,,,0,,7,7,,,0,,,1849,75,1924
2025,10,Q4,H2,russia,,paid_apps,paid,Съедобные букеты,,non_flowers,1658774,"3,615,784","14,531,862","18,147,646",13925,94303,108228,945,3441,4386,2575,,392838,229676,625089
2025,10,Q4,H2,russia,,paid_apps,paid,Товары для праздника,,non_flowers,11856,"18,416","279,465","297,881",119,547,666,5,66,71,9214,,11326,5350,25890
2025,10,Q4,H2,russia,,paid_apps,paid,Украшения,,non_flowers,56027,"13,522","44,624","58,146",349,3417,3766,4,14,18,,,3551,4341,7892
2025,10,Q4,H2,russia,,paid_apps,paid,Хендмейд и хобби,,non_flowers,26289,"5,337","20,696","26,033",215,1546,1761,5,8,13,,,3805,1146,4951
2025,10,Q4,H2,russia,,paid_apps,paid,N/A,,non_flowers,147851,,,0,,,0,,,0,24863379,,,,24863379
2025,10,Q4,H2,russia,,paid_apps,paid,Комнатные растения,,non_flowers,648738,"553,288","2,545,910","3,099,198",6826,35405,42231,129,587,716,63155,,114684,45314,223153
2025,10,Q4,H2,russia,,paid_apps,paid,Sexual wellness,,non_flowers,15944,,"5,306","5,306",171,881,1052,,1,1,,,473,210,683
2025,10,Q4,H2,russia,,paid_apps,paid,Цветы,,flowers,21996016,"50,959,637","274,245,263","325,204,900",133405,1297978,1431383,13614,61583,75197,3972120,,8688167,3956139,16616426
2025,10,Q4,H2,russia,,paid_web,paid,Аксессуары,,non_flowers,9553,,,0,122,116,238,,,0,,,6,20,26
2025,10,Q4,H2,russia,,paid_web,paid,Вкусные наборы,,non_flowers,123891,"136,851","83,583","220,434",1374,1772,3146,20,18,38,,,625,2614,3239
2025,10,Q4,H2,russia,,paid_web,paid,Воздушные шары,,non_flowers,622068,"407,295","462,319","869,614",6373,9658,16031,98,122,220,178753,,3470,5610,187833
2025,10,Q4,H2,russia,,paid_web,paid,Декор,,non_flowers,80397,"9,748","9,234","18,982",866,1188,2054,5,4,9,1546,,52,149,1747
2025,10,Q4,H2,russia,,paid_web,paid,Для дома,,non_flowers,3350,,,0,44,40,84,,,0,,,,,0
2025,10,Q4,H2,russia,,paid_web,paid,Другое,,non_flowers,235,,,0,4,1,5,,,0,,,,1,1
2025,10,Q4,H2,russia,,paid_web,paid,Зоотовары,,non_flowers,1369,,,0,23,9,32,,,0,,,,,0
2025,10,Q4,H2,russia,,paid_web,paid,Канцелярские товары,,non_flowers,1321,,,0,10,26,36,,,0,,,,19,19
2025,10,Q4,H2,russia,,paid_web,paid,Картины,,non_flowers,11079,,,0,111,171,282,,,0,,,8,4,12
2025,10,Q4,H2,russia,,paid_web,paid,Книги,,non_flowers,1332,,,0,18,15,33,,,0,,,,3,3
2025,10,Q4,H2,russia,,paid_web,paid,Кондитерские и пекарни,,non_flowers,4543875,"4,155,440","3,643,211","7,798,651",55481,60053,115534,1468,1225,2693,1850188,,42268,63635,1956091
2025,10,Q4,H2,russia,,paid_web,paid,Косметика и парфюмерия,,non_flowers,30651,"2,504","4,019","6,523",429,324,753,1,1,2,19627,,7,152,19786
2025,10,Q4,H2,russia,,paid_web,paid,Магазины чая и кофе,,non_flowers,48146,"28,797","21,368","50,165",571,647,1218,4,4,8,916,,157,96,1169
2025,10,Q4,H2,russia,,paid_web,paid,Обувь,,non_flowers,47,,,0,1,,1,,,0,,,,,0
2025,10,Q4,H2,russia,,paid_web,paid,Одежда,,non_flowers,2915,,,0,32,42,74,,,0,,,,,0
2025,10,Q4,H2,russia,,paid_web,paid,Одежда для детей,,non_flowers,418,,,0,6,6,12,,,0,,,,,0
2025,10,Q4,H2,russia,,paid_web,paid,Подарочные сертификаты,,non_flowers,144247,"38,264","21,503","59,767",1960,1673,3633,8,4,12,27594,,743,1006,29343
2025,10,Q4,H2,russia,,paid_web,paid,Посуда,,non_flowers,12329,,,0,159,145,304,,,0,,,,15,15
2025,10,Q4,H2,russia,,paid_web,paid,Продукты и напитки,,non_flowers,142,,,0,2,1,3,,,0,,,,,0
2025,10,Q4,H2,russia,,paid_web,paid,Съедобные букеты,,non_flowers,1427636,"2,574,281","1,418,690","3,992,971",16032,20583,36615,648,320,968,23928,,9954,27581,61463
2025,10,Q4,H2,russia,,paid_web,paid,Товары для праздника,,non_flowers,6985,"13,253","10,710","23,963",99,67,166,4,2,6,4513,,29,115,4657
2025,10,Q4,H2,russia,,paid_web,paid,Украшения,,non_flowers,39031,"20,785","2,001","22,786",427,567,994,2,1,3,,,22,197,219
2025,10,Q4,H2,russia,,paid_web,paid,Хендмейд и хобби,,non_flowers,23784,,"2,450","2,450",314,264,578,,1,1,,,18,22,40
2025,10,Q4,H2,russia,,paid_web,paid,N/A,,non_flowers,17899,,,0,,,0,,,0,14572911,,,,14572911
2025,10,Q4,H2,russia,,paid_web,paid,"Игрушки, шары",,non_flowers,,,,0,,,0,,,0,16763,,,,16763
2025,10,Q4,H2,russia,,paid_web,paid,Комнатные растения,,non_flowers,659073,"442,840","342,382","785,222",8861,7691,16552,91,60,151,121176,,3597,5176,129949
2025,10,Q4,H2,russia,,paid_web,paid,Sexual wellness,,non_flowers,16984,,,0,240,173,413,,,0,,,,,0
2025,10,Q4,H2,russia,,paid_web,paid,Цветы,,flowers,16649219,"36,020,095","30,804,946","66,825,041",148598,290382,438980,9341,6996,16337,7661835,,323567,543313,8528715
2025,10,Q4,H2,russia,,partners,paid,Аксессуары,,non_flowers,183,,"3,995","3,995",1,10,11,,1,1,,,20,2531,2551
2025,10,Q4,H2,russia,,partners,paid,Вкусные наборы,,non_flowers,6483,"29,761","248,900","278,661",57,197,254,8,26,34,,,644,46359,47003
2025,10,Q4,H2,russia,,partners,paid,Воздушные шары,,non_flowers,44354,"174,841","695,522","870,363",395,1240,1635,51,169,220,,,3480,81813,85293
2025,10,Q4,H2,russia,,partners,paid,Декор,,non_flowers,4251,"5,973","13,431","19,404",34,134,168,4,5,9,,,269,9531,9800
2025,10,Q4,H2,russia,,partners,paid,Для дома,,non_flowers,73,,,0,,3,3,,,0,,,,630,630
2025,10,Q4,H2,russia,,partners,paid,Другое,,non_flowers,,,,0,,,0,,,0,,,,279,279
2025,10,Q4,H2,russia,,partners,paid,Зоотовары,,non_flowers,,,,0,,,0,,,0,,,17,,17
2025,10,Q4,H2,russia,,partners,paid,Канцелярские товары,,non_flowers,37,,,0,,2,2,,,0,,,,238,238
2025,10,Q4,H2,russia,,partners,paid,Картины,,non_flowers,439,,,0,4,14,18,,,0,,,1,195,196
2025,10,Q4,H2,russia,,partners,paid,Книги,,non_flowers,73,,,0,1,2,3,,,0,,,,233,233
2025,10,Q4,H2,russia,,partners,paid,Кондитерские и пекарни,,non_flowers,309508,"1,990,682","4,934,881","6,925,563",3570,7641,11211,808,1630,2438,,,37150,742252,779402
2025,10,Q4,H2,russia,,partners,paid,Косметика и парфюмерия,,non_flowers,952,"2,439","6,158","8,597",9,29,38,1,3,4,,,19,4122,4141
2025,10,Q4,H2,russia,,partners,paid,Магазины чая и кофе,,non_flowers,2014,"3,518","13,349","16,867",18,63,81,2,5,7,,,113,6492,6605
2025,10,Q4,H2,russia,,partners,paid,Одежда,,non_flowers,74,,,0,,4,4,,,0,,,,133,133
2025,10,Q4,H2,russia,,partners,paid,Одежда для детей,,non_flowers,37,,,0,,1,1,,,0,,,,,0
2025,10,Q4,H2,russia,,partners,paid,Подарочные сертификаты,,non_flowers,7652,"25,573","42,856","68,429",100,203,303,5,6,11,,,34,25951,25985
2025,10,Q4,H2,russia,,partners,paid,Посуда,,non_flowers,550,,,0,6,15,21,,,0,,,1,1054,1055
2025,10,Q4,H2,russia,,partners,paid,Съедобные букеты,,non_flowers,99362,"1,239,075","2,094,209","3,333,284",1063,2585,3648,354,459,813,,,9556,314852,324408
2025,10,Q4,H2,russia,,partners,paid,Товары для праздника,,non_flowers,220,,"41,394","41,394",3,5,8,,8,8,,,107,25734,25841
2025,10,Q4,H2,russia,,partners,paid,Украшения,,non_flowers,1832,"1,826","6,563","8,389",17,54,71,1,2,3,,,27,5106,5133
2025,10,Q4,H2,russia,,partners,paid,Хендмейд и хобби,,non_flowers,917,"12,548","3,684","16,232",7,29,36,1,1,2,,,6,4130,4136
2025,10,Q4,H2,russia,,partners,paid,N/A,,non_flowers,1503624,,,0,,,0,,,0,3344621,1222337,,,4566958
2025,10,Q4,H2,russia,,partners,paid,Комнатные растения,,non_flowers,41711,"195,494","349,880","545,374",524,944,1468,47,76,123,,,2310,78699,81009
2025,10,Q4,H2,russia,,partners,paid,Sexual wellness,,non_flowers,732,,,0,12,16,28,,,0,,,,290,290
2025,10,Q4,H2,russia,,partners,paid,Цветы,,flowers,1319960,"17,555,233","39,376,010","56,931,243",10677,37473,48150,5046,8509,13555,,,272261,4730194,5002455
2025,10,Q4,H2,russia,,retention,non_paid,Аксессуары,,non_flowers,,,"6,356","6,356",2,258,260,,1,1,,,633,639,1272
2025,10,Q4,H2,russia,,retention,non_paid,Вкусные наборы,,non_flowers,,"3,887","700,282","704,169",26,2598,2624,1,126,127,,,21506,10060,31566
2025,10,Q4,H2,russia,,retention,non_paid,Воздушные шары,,non_flowers,,"29,881","2,524,488","2,554,369",188,13026,13214,7,609,616,,,72845,18629,91474
2025,10,Q4,H2,russia,,retention,non_paid,Декор,,non_flowers,,,"99,871","99,871",15,1924,1939,,31,31,,,10704,1732,12436
2025,10,Q4,H2,russia,,retention,non_paid,Для дома,,non_flowers,,,,0,1,89,90,,,0,,,138,473,611
2025,10,Q4,H2,russia,,retention,non_paid,Другое,,non_flowers,,,,0,,12,12,,,0,,,60,45,105
2025,10,Q4,H2,russia,,retention,non_paid,Зоотовары,,non_flowers,,,,0,,22,22,,,0,,,45,,45
2025,10,Q4,H2,russia,,retention,non_paid,Канцелярские товары,,non_flowers,,,,0,,46,46,,,0,,,180,21,201
2025,10,Q4,H2,russia,,retention,non_paid,Картины,,non_flowers,,,"13,905","13,905",2,326,328,,1,1,,,366,84,450
2025,10,Q4,H2,russia,,retention,non_paid,Книги,,non_flowers,,,,0,,21,21,,,0,,,14,27,41
2025,10,Q4,H2,russia,,retention,non_paid,Кондитерские и пекарни,,non_flowers,,"215,724","16,102,040","16,317,764",1882,76320,78202,98,5306,5404,,,630148,200479,830627
2025,10,Q4,H2,russia,,retention,non_paid,Косметика и парфюмерия,,non_flowers,,,"27,481","27,481",5,527,532,,9,9,,,3812,1182,4994
2025,10,Q4,H2,russia,,retention,non_paid,Магазины чая и кофе,,non_flowers,,,"76,165","76,165",12,977,989,,23,23,,,4734,1066,5800
2025,10,Q4,H2,russia,,retention,non_paid,Обувь,,non_flowers,,,,0,,1,1,,,0,,,11,,11
2025,10,Q4,H2,russia,,retention,non_paid,Одежда,,non_flowers,,,,0,,87,87,,,0,,,18,,18
2025,10,Q4,H2,russia,,retention,non_paid,Одежда для детей,,non_flowers,,,,0,,9,9,,,0,,,,,0
2025,10,Q4,H2,russia,,retention,non_paid,Подарочные сертификаты,,non_flowers,,,"192,566","192,566",49,2473,2522,,33,33,,,22598,3621,26219
2025,10,Q4,H2,russia,,retention,non_paid,Посуда,,non_flowers,,,"4,761","4,761",3,280,283,,1,1,,,3431,232,3663
2025,10,Q4,H2,russia,,retention,non_paid,Продукты и напитки,,non_flowers,,,,0,,5,5,,,0,,,56,221,277
2025,10,Q4,H2,russia,,retention,non_paid,Съедобные букеты,,non_flowers,,"136,012","6,888,268","7,024,280",532,26619,27151,37,1586,1623,,,194779,77773,272552
2025,10,Q4,H2,russia,,retention,non_paid,Товары для праздника,,non_flowers,,,"350,085","350,085",16,380,396,,74,74,,,10778,3488,14266
2025,10,Q4,H2,russia,,retention,non_paid,Украшения,,non_flowers,,,"25,976","25,976",9,995,1004,,8,8,,,2101,1678,3779
2025,10,Q4,H2,russia,,retention,non_paid,Хендмейд и хобби,,non_flowers,,,"14,850","14,850",4,438,442,,6,6,,,1295,573,1868
2025,10,Q4,H2,russia,,retention,non_paid,N/A,,non_flowers,,,,0,,,0,,,0,,297653,,,297653
2025,10,Q4,H2,russia,,retention,non_paid,Комнатные растения,,non_flowers,,"28,218","1,421,202","1,449,420",233,10025,10258,6,290,296,,,58506,15941,74447
2025,10,Q4,H2,russia,,retention,non_paid,Sexual wellness,,non_flowers,,,"5,799","5,799",4,253,257,,1,1,,,684,47,731
2025,10,Q4,H2,russia,,retention,non_paid,Цветы,,flowers,,"2,621,101","125,756,630","128,377,731",5485,362123,367608,687,27173,27860,,,3960755,1356234,5316989
2025,10,Q4,H2,russia,,N/A,non_paid,N/A,,non_flowers,2680755,,,0,,,0,,,0,2680755,,,,2680755
2025,11,Q4,H2,russia,,brand,paid,Аксессуары,,non_flowers,13437,,,0,9,63,72,,,0,,,7,125,132
2025,11,Q4,H2,russia,,brand,paid,Вкусные наборы,,non_flowers,173617,"32,147","87,135","119,282",144,829,973,8,17,25,,,1481,10911,12392
2025,11,Q4,H2,russia,,brand,paid,Воздушные шары,,non_flowers,759058,"130,724","482,971","613,695",402,3784,4186,46,119,165,,,12360,25182,37542
2025,11,Q4,H2,russia,,brand,paid,Декор,,non_flowers,116675,"3,061","12,408","15,469",59,589,648,1,4,5,,,915,5299,6214
2025,11,Q4,H2,russia,,brand,paid,Для дома,,non_flowers,3545,,,0,3,19,22,,,0,,,8,74,82
2025,11,Q4,H2,russia,,brand,paid,Другое,,non_flowers,68,,,0,,1,1,,,0,,,,,0
2025,11,Q4,H2,russia,,brand,paid,Зоотовары,,non_flowers,1452,,,0,2,8,10,,,0,,,,14,14
2025,11,Q4,H2,russia,,brand,paid,Канцелярские товары,,non_flowers,1400,,,0,1,10,11,,,0,,,,1,1
2025,11,Q4,H2,russia,,brand,paid,Картины,,non_flowers,12064,,,0,6,66,72,,,0,,,,,0
2025,11,Q4,H2,russia,,brand,paid,Книги,,non_flowers,1251,,,0,1,7,8,,,0,,,,,0
2025,11,Q4,H2,russia,,brand,paid,Кондитерские и пекарни,,non_flowers,6755283,"2,500,952","4,850,304","7,351,256",7147,31364,38511,964,1599,2563,,,134518,382964,517482
2025,11,Q4,H2,russia,,brand,paid,Косметика и парфюмерия,,non_flowers,27330,"1,643","7,618","9,261",24,142,166,1,2,3,,,346,1503,1849
2025,11,Q4,H2,russia,,brand,paid,Магазины чая и кофе,,non_flowers,57665,"8,842","9,826","18,668",48,279,327,2,2,4,,,411,2086,2497
2025,11,Q4,H2,russia,,brand,paid,Одежда,,non_flowers,2732,,,0,2,19,21,,,0,,,,179,179
2025,11,Q4,H2,russia,,brand,paid,Одежда для детей,,non_flowers,68,,,0,,1,1,,,0,,,,40,40
2025,11,Q4,H2,russia,,brand,paid,Подарочные сертификаты,,non_flowers,199818,"11,011","40,862","51,873",220,970,1190,3,7,10,,,1995,6208,8203
2025,11,Q4,H2,russia,,brand,paid,Посуда,,non_flowers,11864,,,0,12,59,71,,,0,,,14,342,356
2025,11,Q4,H2,russia,,brand,paid,Продукты и напитки,,non_flowers,68,,,0,,1,1,,,0,,,4,,4
2025,11,Q4,H2,russia,,brand,paid,Съедобные букеты,,non_flowers,1987165,"1,389,183","1,549,769","2,938,952",2098,9269,11367,398,357,755,,,34491,136439,170930
2025,11,Q4,H2,russia,,brand,paid,Товары для праздника,,non_flowers,25251,"6,393","11,757","18,150",21,121,142,2,3,5,,,251,2385,2636
2025,11,Q4,H2,russia,,brand,paid,Украшения,,non_flowers,60430,"2,589","3,676","6,265",54,312,366,1,2,3,,,52,1045,1097
2025,11,Q4,H2,russia,,brand,paid,Хендмейд и хобби,,non_flowers,23248,,,0,25,114,139,,,0,,,25,164,189
2025,11,Q4,H2,russia,,brand,paid,N/A,,non_flowers,23338197,,,0,,,0,,,0,68217132,5407569,,,73624701
2025,11,Q4,H2,russia,,brand,paid,Комнатные растения,,non_flowers,810234,"212,341","307,486","519,827",933,3778,4711,54,63,117,,,8866,27645,36511
2025,11,Q4,H2,russia,,brand,paid,Sexual wellness,,non_flowers,12571,,,0,16,60,76,,,0,,,,,0
2025,11,Q4,H2,russia,,brand,paid,Цветы,,flowers,34019076,"24,561,565","44,198,394","68,759,959",25637,164600,190237,7304,9906,17210,197644,,1164244,3097071,4458959
2025,11,Q4,H2,russia,,organic_apps,non_paid,Аксессуары,,non_flowers,,"7,212","431,539","438,751",534,4043,4577,3,112,115,,,16745,7005,23750
2025,11,Q4,H2,russia,,organic_apps,non_paid,Вкусные наборы,,non_flowers,,"459,706","9,371,577","9,831,283",4494,28280,32774,96,1864,1960,,,336222,99161,435383
2025,11,Q4,H2,russia,,organic_apps,non_paid,Воздушные шары,,non_flowers,,"1,154,389","17,486,643","18,641,032",10974,107283,118257,358,4462,4820,,,661931,181342,843273
2025,11,Q4,H2,russia,,organic_apps,non_paid,Декор,,non_flowers,,"60,393","2,345,155","2,405,548",2432,20858,23290,28,756,784,,,168855,46163,215018
2025,11,Q4,H2,russia,,organic_apps,non_paid,Для дома,,non_flowers,,,"108,553","108,553",219,1947,2166,,37,37,,,4546,1539,6085
2025,11,Q4,H2,russia,,organic_apps,non_paid,Другое,,non_flowers,,,"131,902","131,902",36,495,531,,11,11,,,14884,7,14891
2025,11,Q4,H2,russia,,organic_apps,non_paid,Зоотовары,,non_flowers,,,"17,372","17,372",73,485,558,,8,8,,,834,234,1068
2025,11,Q4,H2,russia,,organic_apps,non_paid,Канцелярские товары,,non_flowers,,"3,056","74,127","77,183",69,902,971,1,20,21,,,3069,638,3707
2025,11,Q4,H2,russia,,organic_apps,non_paid,Картины,,non_flowers,,"5,493","457,313","462,806",527,4238,4765,2,88,90,,,7345,3781,11126
2025,11,Q4,H2,russia,,organic_apps,non_paid,Книги,,non_flowers,,,"29,612","29,612",59,482,541,,11,11,,,316,362,678
2025,11,Q4,H2,russia,,organic_apps,non_paid,Кондитерские и пекарни,,non_flowers,,"14,701,762","112,395,656","127,097,418",154136,813440,967576,5427,38541,43968,,,4334440,1760631,6095071
2025,11,Q4,H2,russia,,organic_apps,non_paid,Косметика и парфюмерия,,non_flowers,,"28,890","1,469,589","1,498,479",1319,7656,8975,18,474,492,,,70272,21242,91514
2025,11,Q4,H2,russia,,organic_apps,non_paid,Магазины чая и кофе,,non_flowers,,"67,494","2,137,007","2,204,501",1603,11578,13181,29,665,694,,,86884,22592,109476
